grid_id,district_name,edge_cell,grid_emergence_type,emergence_index,suppression_index,is_suppressed_frontier,has_positive_rule,has_primary_positive_rule,pred_is_suppressed_frontier_v6,pred_has_positive_rule_v6,pred_has_primary_positive_rule_v6,pred_suppression_index_v6,pet_ecology_norm,liminal_host_norm,liminal_potential_norm,rule_liminal_exposure_norm,positive_rule_norm,topology_norm,rule_silence_norm,restrictive_norm,valid_area_km2,boundary_share,road_density_m_per_km2,ped_path_density_m_per_km2,public_space_share,building_coverage_share,building_count_per_km2,primary_rule_count,primary_positive_rule_count,primary_restrictive_rule_count,shopping_mall_host_count,hotel_host_count,restaurant_host_count,residential_property_host_count,park_or_recreation_host_count,primary_source_support_class,public_space_share_raw
SZ500_0001_0065,宝安区,no,low_pet_city_signal,0.0061765367088872,0.0,0,0,0,4.228973319604342e-06,9.272190962775438e-09,0.0002160376614959191,-4.101585622637294e-05,0.0,0.0,0.0,0.0,0.0,0.0617653670888722,0.0,0.0,0.154290859,0.617163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_primary_rule_signal,0.0
SZ500_0001_0066,宝安区,no,low_pet_city_signal,0.0458222172590079,0.0,0,0,0,1.0132766154378432e-05,1.0211420225770598e-05,0.0006815010939415334,-2.1118821652135744e-05,0.0,0.0,0.0,0.0,0.0,0.4582221725900789,0.0,0.0,0.232888358,0.931553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_primary_rule_signal,0.0
SZ500_0001_0067,宝安区,no,low_pet_city_signal,0.0871457086798265,0.0,0,0,0,6.12964035159171e-05,0.052930882954458885,0.0012068494896202643,2.926197907276995e-05,0.0,0.0,0.0,0.0,0.0,0.8714570867982655,0.0,0.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_primary_rule_signal,0.0
SZ500_0001_0068,宝安区,no,low_pet_city_signal,0.1657354577146488,0.0,0,0,0,3.6399677139583514e-07,0.06012127790844838,0.0011440015166126393,4.230793856616066e-05,0.0,0.0,0.4595612926578567,0.0,0.0,0.8301442503623464,0.0,0.0,0.25,1.0,9734.788,0.0,0.0,0.012704,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,no_primary_rule_signal,0.0
SZ500_0001_0069,宝安区,no,low_pet_city_signal,0.0826350861588604,0.0,0,0,0,5.262042445270228e-05,0.025894782491886016,0.0011600907044661615,2.3078037800314255e-05,0.0,0.0,0.0,0.0,0.0,0.8263508615886044,0.0,0.0,0.25,1.0,699.604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_primary_rule_signal,0.0
SZ500_0001_0070,宝安区,no,low_pet_city_signal,0.083021975849398,0.0,0,0,0,2.8342638054489544e-05,0.021690937717908008,0.0011729230590936692,2.350824581620614e-05,0.0,0.0,0.0,0.0,0.0,0.8302197584939801,0.0,0.0,0.25,1.0,177.992,0.0,0.00213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_primary_rule_signal,0.00213
SZ500_0001_0071,宝安区,no,low_pet_city_signal,0.0871549092048833,0.0,0,0,0,3.213519959075793e-05,0.028578291999146483,0.001206960716964022,2.9274938608409018e-05,0.0,0.0,0.0,0.0,0.0,0.8715490920488336,0.0,0.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_primary_rule_signal,0.0
SZ500_0001_0072,宝安区,no,low_pet_city_signal,0.0465956806043491,0.0,0,0,0,9.669198365335046e-06,1.6580457621860498e-05,0.000783646257148521,-2.7424682718810156e-05,0.0,0.0,0.0,0.0,0.0,0.4659568060434917,0.0,0.0,0.2492683269999999,0.997073,396.223625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_primary_rule_signal,0.0
SZ500_0001_0073,宝安区,no,low_pet_city_signal,0.0076908064290157,0.0,0,0,0,5.110434581059606e-06,4.454563061763771e-08,0.00026182226078663875,-4.962487203738486e-05,0.0,0.0,0.0,0.0,0.0,0.0769080642901573,0.0,0.0,0.180920122,0.72368,5928.533477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_primary_rule_signal,0.0
SZ500_0001_0074,宝安区,yes,low_pet_city_signal,0.0,0.0,0,0,0,0.00022790459977079864,1.042767702535988e-06,0.0013393532194374694,-2.1600939965407684e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0684215669999999,0.273686,19698.233453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_primary_rule_signal,0.0
SZ500_0001_0075,宝安区,yes,low_pet_city_signal,0.0,0.0,0,0,0,0.00010886502022637843,0.0010087506115972656,0.00043257251495836994,2.2930474606733253e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000658518,0.002634,75563.614055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_primary_rule_signal,0.0
SZ500_0002_0060,宝安区,yes,low_pet_city_signal,0.0,0.0,0,0,0,0.000316048846203121,1.6378901032129754e-06,0.0007983376402207377,4.8896723737063e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.038e-05,0.000242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_primary_rule_signal,0.0
SZ500_0002_0061,宝安区,yes,low_pet_city_signal,0.0108856940623493,0.0,0,0,0,0.000363656877415705,6.274718472068072e-08,0.0018239415895072706,-1.4257439268389183e-05,0.0,0.0,0.0,0.0,0.0,0.1088569406234934,0.0,0.0,0.075517649,0.302071,123.666456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_primary_rule_signal,0.0
SZ500_0002_0062,宝安区,no,low_pet_city_signal,0.0471657447054337,0.0,0,0,0,1.1369267993558552e-05,2.7347459111097814e-05,0.0005800539833212054,-1.0017037850959531e-05,0.0,0.0,0.0,0.0,0.0,0.4716574470543371,0.0,0.0,0.212751899,0.851008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_primary_rule_signal,0.0
SZ500_0002_0063,宝安区,no,low_pet_city_signal,0.0870889765247615,0.0,0,0,0,2.041708925928297e-05,0.03125594877687826,0.0012239128995879959,2.9182068156677343e-05,0.0,0.0,0.0,0.0,0.0,0.8708897652476149,0.0,0.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_primary_rule_signal,0.0
SZ500_0002_0064,宝安区,no,low_pet_city_signal,0.1619582273329313,0.0,0,0,0,2.9228551853808496e-07,0.01209039688532036,0.0010587311682918239,3.542317644221471e-05,0.0,0.0,0.4564587640633498,0.0,0.0,0.7979564980152832,0.0,0.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,no_primary_rule_signal,0.0
SZ500_0002_0065,宝安区,no,low_pet_city_signal,0.0758992456736808,0.0,0,0,0,5.507812347447447e-05,0.002588466451422192,0.001093635790980023,1.3420607268235796e-05,0.0,0.0,0.0,0.0,0.0,0.7589924567368087,0.0,0.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_primary_rule_signal,0.0
SZ500_0002_0066,宝安区,no,low_pet_city_signal,0.0711498985898934,0.0,0,0,0,1.3284058333205796e-05,0.000930748530699687,0.001042756392972835,6.730844189672958e-06,0.0,0.0,0.0,0.0,0.0,0.711498985898934,0.0,0.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_primary_rule_signal,0.0
SZ500_0002_0067,宝安区,no,low_pet_city_signal,0.0683743451707142,0.0,0,0,0,3.225980160751547e-05,0.0011009921413036466,0.0009816929555231618,3.942320121699816e-06,0.0,0.0,0.0,0.0,0.0,0.6837434517071428,0.0,0.0,0.25,1.0,4625.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_primary_rule_signal,0.0
SZ500_0002_0068,宝安区,no,low_pet_city_signal,0.0657350367675223,0.0,0,0,0,7.888655664386794e-06,0.005628687855682773,0.0008925559197703304,3.4367985017186298e-06,0.0,0.0,0.0,0.0,0.0,0.6573503676752234,0.0,0.0,0.25,1.0,17926.776,0.0,0.0,0.003368,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_primary_rule_signal,0.0
SZ500_0002_0069,宝安区,no,low_pet_city_signal,0.2029129141368799,0.0,0,0,0,1.4111025358549903e-08,0.005147546577518789,0.0009172365671687955,2.6084839464826648e-05,0.0,0.0,0.7654826373333495,0.0,0.0,0.65126039416877,0.0,0.0,0.25,1.0,10529.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,no_primary_rule_signal,0.0
SZ500_0002_0070,宝安区,no,low_pet_city_signal,0.1455175882424678,0.0,0,0,0,2.9236945278222846e-07,0.00427754704593719,0.0009418985223612718,1.84203308271208e-05,0.0,0.0,0.4430822391674956,0.0,0.0,0.6576278519231865,0.0,0.0,0.25,1.0,14350.492,0.0,0.041831,0.042357,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,no_primary_rule_signal,0.041831
SZ500_0002_0071,宝安区,no,low_pet_city_signal,0.0684011194489946,0.0,0,0,0,3.358311851591023e-05,0.002054473738653226,0.000929579280149167,3.219900544595977e-06,0.0,0.0,0.0,0.0,0.0,0.6840111944899461,0.0,0.0,0.25,1.0,10678.332,2198.44,0.187054,0.244007,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_primary_rule_signal,0.187054
SZ500_0002_0072,宝安区,no,low_pet_city_signal,0.0720722569191175,0.0,0,0,0,2.1901271778077405e-05,0.003202688488988124,0.0010005187453330307,9.897832519270566e-06,0.0,0.0,0.0,0.0,0.0,0.7207225691911752,0.0,0.0,0.25,1.0,7649.288,717.016,0.0,0.002591,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_primary_rule_signal,0.0
SZ500_0002_0073,宝安区,no,low_pet_city_signal,0.2185994377613163,0.0,0,0,0,3.8981828493920756e-08,0.012281793760144035,0.00113358576360741,5.154741601418045e-05,0.0,0.0,0.7807957177754434,0.0,0.0,0.7805620856173652,0.0,0.0,0.25,1.0,11306.156,2612.444,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,no_primary_rule_signal,1.137023
SZ500_0002_0074,宝安区,no,low_pet_city_signal,0.2287520503540355,0.0,0,0,0,1.4623570564179408e-08,0.40739541327042084,0.0012801530790193189,6.468855269846363e-05,0.0,0.0,0.790715817172951,0.0,0.0,0.8642320326290436,0.0,0.0,0.25,1.0,11261.484,3074.852,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,no_primary_rule_signal,1.689989
SZ500_0002_0075,宝安区,no,low_pet_city_signal,0.0513909672963452,0.0,0,0,0,6.209271703876727e-06,4.9421383254343985e-05,0.0005267549449458302,1.8618527124203421e-06,0.0,0.0,0.0,0.0,0.0,0.5139096729634525,0.0,0.0,0.205264494,0.821058,6533.049013,1759.797776,0.161207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_primary_rule_signal,0.161207
SZ500_0002_0076,宝安区,yes,low_pet_city_signal,0.0,0.0,0,0,0,0.00025349598926532554,6.940802798246274e-07,0.001183035448834933,-1.189295466386131e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043872797,0.175491,13372.956367,0.0,0.002499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_primary_rule_signal,0.002499
SZ500_0003_0058,宝安区,yes,low_pet_city_signal,0.0,0.0,0,0,0,0.00024187037829578802,6.582148998890561e-07,0.0010818054191638628,-9.8252294643969e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032234831,0.128939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_primary_rule_signal,0.0
SZ500_0003_0059,宝安区,yes,low_pet_city_signal,0.0090781076625884,0.0,0,0,0,0.0007304588263150691,1.1135512971371648e-06,0.002492149620659975,-3.1403457403433865e-05,0.0,0.0,0.0,0.0,0.0,0.0907810766258845,0.0,0.0,0.10823316,0.432933,1619.244971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_primary_rule_signal,0.0
SZ500_0003_0060,宝安区,no,low_pet_city_signal,0.0439912718158793,0.0,0,0,0,1.0347618606145952e-05,7.903687505635762e-05,0.00041195327907930036,-1.485399840309154e-06,0.0,0.0,0.0,0.0,0.0,0.4399127181587937,0.0,0.0,0.1871839599999999,0.748736,5403.347595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_primary_rule_signal,0.0
SZ500_0003_0061,宝安区,no,low_pet_city_signal,0.0817078354598162,0.0,0,0,0,4.968105621088362e-05,0.0402980933195152,0.0010126525562025547,2.3410223525852092e-05,0.0,0.0,0.0,0.0,0.0,0.8170783545981625,0.0,0.0,0.25,1.0,7459.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_primary_rule_signal,0.0
SZ500_0003_0062,宝安区,no,low_pet_city_signal,0.0731518794836934,0.0,0,0,0,4.201780228611096e-05,0.0025167600128974932,0.0010297533424464815,1.0955966682352214e-05,0.0,0.0,0.0,0.0,0.0,0.731518794836934,0.0,0.0,0.25,1.0,3144.1,0.0,0.117373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_primary_rule_signal,0.117373
SZ500_0003_0063,宝安区,no,low_pet_city_signal,0.0691541569312742,0.0,0,0,0,4.9475488057209945e-05,0.0026369186173819327,0.0009702462684245546,6.834846981926268e-06,0.0,0.0,0.0,0.0,0.0,0.6915415693127421,0.0,0.0,0.25,1.0,1647.244,0.0,0.45913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_primary_rule_signal,0.45913
SZ500_0003_0064,宝安区,no,low_pet_city_signal,0.0651984880810858,0.0,0,0,0,2.9047719755745464e-05,0.0005479381473602028,0.0009311995737557619,9.528207583625603e-07,0.0,0.0,0.0,0.0,0.0,0.6519848808108581,0.0,0.0,0.25,1.0,3809.736,0.0,0.306871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_primary_rule_signal,0.306871
SZ500_0003_0065,宝安区,no,low_pet_city_signal,0.0630237852916692,0.0,0,0,0,2.9198858484887756e-05,0.0003864472628431027,0.0009280091015646687,-2.9788447220568948e-06,0.0,0.0,0.0,0.0,0.0,0.6302378529166921,0.0,0.0,0.25,1.0,5042.66,0.0,0.093852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_primary_rule_signal,0.093852
SZ500_0003_0066,宝安区,no,low_pet_city_signal,0.0605701802819463,0.0,0,0,0,2.5115056387330873e-05,0.0010664851495791208,0.0007923658432311717,-5.69382206923319e-06,0.0,0.0,0.0,0.0,0.0,0.6057018028194638,0.0,0.0,0.25,1.0,15015.288,0.0,0.102428,0.126064,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_primary_rule_signal,0.102428
SZ500_0003_0067,宝安区,no,low_pet_city_signal,0.0583684773507606,0.0,0,0,0,1.9943159373647406e-05,0.0007060197087036503,0.0007997625909056845,-1.2631563875500906e-05,0.0,0.0,0.0,0.0,0.0,0.5836847735076064,0.0,0.0,0.25,1.0,14830.224,0.0,0.0,0.360211,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_primary_rule_signal,0.0
SZ500_0003_0068,宝安区,no,low_pet_city_signal,0.1498082023742761,0.0,0,0,0,1.374247432903785e-07,2.913389623219618e-05,0.0007816869616645129,2.3185033802414212e-06,0.0,0.0,0.519715828089138,0.0,0.0,0.5625935331823132,0.0,0.0,0.25,1.0,23492.268,295.736,0.0,0.450007,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,no_primary_rule_signal,0.0
SZ500_0003_0069,宝安区,no,low_pet_city_signal,0.0555067472943434,0.0,0,0,0,2.509798862635061e-05,0.0005620850601246574,0.0005447845694936872,-1.8283774888647186e-05,0.0,0.0,0.0,0.0,0.0,0.5550674729434344,0.0,0.0,0.25,1.0,18521.812,455.8,0.0,0.546334,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_primary_rule_signal,0.0
SZ500_0003_0070,宝安区,no,low_pet_city_signal,0.1498008606318477,0.0,0,0,0,1.0763277059716195e-07,0.0001294271749310662,0.0009133408390005994,6.840502703317486e-06,0.0,0.0,0.5197094202753346,0.0,0.0,0.5625316498228747,0.0,0.0,0.25,1.0,5748.176,0.0,0.004271,0.098066,68.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,no_primary_rule_signal,0.004271
SZ500_0003_0071,宝安区,no,low_pet_city_signal,0.1946479298308394,0.0,0,0,0,8.079197085858134e-09,0.00066154605369107,0.0009182616091881854,1.6693306783097106e-05,0.0,0.0,0.7574239897023176,0.0,0.0,0.5831161168442225,0.0,0.0,0.25,1.0,11835.576,3936.568,0.118967,0.069878,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,no_primary_rule_signal,0.118967
SZ500_0003_0072,宝安区,no,low_pet_city_signal,0.0609795524223019,0.0,0,0,0,2.4917137659752337e-05,0.0009370187660756119,0.0008622561017408214,-6.673711681046135e-06,0.0,0.0,0.0,0.0,0.0,0.6097955242230196,0.0,0.0,0.25,1.0,6871.904,2792.124,0.0,0.082746,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_primary_rule_signal,0.0
SZ500_0003_0073,宝安区,no,low_pet_city_signal,0.0645240822212486,0.0,0,0,0,1.5002479406664757e-05,0.0004039289387309794,0.0009733871622901405,3.530531050704999e-06,0.0,0.0,0.0,0.0,0.0,0.6452408222124868,0.0,0.0,0.25,1.0,2693.752,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_primary_rule_signal,1.157754
SZ500_0003_0074,宝安区,no,low_pet_city_signal,0.1956148625712297,0.0,0,0,0,1.879877868108807e-08,0.005475853196331105,0.0011038634655862077,3.995307711247842e-05,0.0,0.0,0.6997091510377238,0.0,0.0,0.6966721538443944,0.0,0.0,0.25,1.0,7159.008,6541.624,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,no_primary_rule_signal,2.394653
SZ500_0003_0075,宝安区,no,low_pet_city_signal,0.0785871202524856,0.0,0,0,0,2.0187841196108696e-05,0.016364504596164144,0.0011229786151496165,2.20260241301784e-05,0.0,0.0,0.0,0.0,0.0,0.7858712025248559,0.0,0.0,0.25,1.0,3817.756,1730.884,0.698399,0.000272,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_primary_rule_signal,0.698399
SZ500_0003_0076,宝安区,no,low_pet_city_signal,0.0457385412247954,0.0,0,0,0,1.3018398039994295e-05,7.222796483327316e-06,0.0005467274966615923,-1.4417441181885371e-05,0.0,0.0,0.0,0.0,0.0,0.4573854122479541,0.0,0.0,0.218487507,0.87395,8535.554392,1412.643699,0.100393,0.196259,36.615366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_primary_rule_signal,0.100393
SZ500_0003_0077,宝安区,yes,low_pet_city_signal,0.0,0.0,0,0,0,0.0002576850424715905,1.1980380062534127e-08,0.0009313442623860651,-1.0832210929484498e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02050256,0.08201,13930.260416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_primary_rule_signal,0.0
SZ500_0004_0055,宝安区,yes,low_pet_city_signal,0.0,0.0,0,0,0,0.00015110945530837972,1.5406435418410097e-06,0.000886748204714397,2.3738849851129284e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010232705,0.040931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_primary_rule_signal,0.0
SZ500_0004_0056,宝安区,yes,low_pet_city_signal,0.0,0.0,0,0,0,0.0002896202148025563,1.2777968692000655e-07,0.0019397835096603214,-3.628435120502094e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.090088103,0.360352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_primary_rule_signal,0.0
SZ500_0004_0057,宝安区,no,low_pet_city_signal,0.0058695760306802,0.0,0,0,0,2.9869275752287437e-06,1.775235867021443e-08,0.0002813767993150028,-5.458794106526221e-05,0.0,0.0,0.0,0.0,0.0,0.0586957603068026,0.0,0.0,0.18310297,0.732412,154.748992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_primary_rule_signal,0.0
SZ500_0004_0058,宝安区,no,low_pet_city_signal,0.0426826159160645,0.0,0,0,0,1.3689788265243891e-05,4.801203731684956e-06,0.0007507238939422519,-3.129099871720942e-05,0.0,0.0,0.0,0.0,0.0,0.4268261591606458,0.0,0.0,0.248090527,0.992362,4962.946449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_primary_rule_signal,0.0
SZ500_0004_0059,宝安区,no,low_pet_city_signal,0.079915834455135,0.0,0,0,0,5.7511872333807916e-05,0.026281443855733992,0.0011059814375753228,2.1118868536909585e-05,0.0,0.0,0.0,0.0,0.0,0.7991583445513503,0.0,0.0,0.25,1.0,5800.556,0.0,0.115838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_primary_rule_signal,0.115838
SZ500_0004_0060,宝安区,no,low_pet_city_signal,0.0715834971937624,0.0,0,0,0,1.9200638127549587e-05,0.0028168487868063395,0.0010299584344872319,8.165233085069556e-06,0.0,0.0,0.0,0.0,0.0,0.7158349719376242,0.0,0.0,0.25,1.0,2649.396,0.0,0.033123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_primary_rule_signal,0.033123
SZ500_0004_0061,宝安区,no,low_pet_city_signal,0.0670495987015593,0.0,0,0,0,1.1314731879332684e-05,0.0005693149252464294,0.0009717002778044048,1.5291686893403877e-06,0.0,0.0,0.0,0.0,0.0,0.6704959870155935,0.0,0.0,0.25,1.0,2367.716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_primary_rule_signal,0.0
