grid_id,district_name,edge_cell,grid_emergence_type_v51,emergence_index_v51,suppression_index_v51,is_suppressed_frontier,has_positive_rule,has_primary_positive_rule,pred_is_suppressed_frontier_v61,pred_has_positive_rule_v61,pred_has_primary_positive_rule_v61,pred_suppression_index_v61,positive_rule_count,positive_rule_norm,rule_liminal_exposure_norm,pet_ecology_norm,liminal_host_norm,liminal_potential_norm,rule_liminal_exposure_norm_v51,positive_rule_norm_v51,topology_norm,rule_silence_norm,restrictive_norm,valid_area_km2,boundary_share,road_density_m_per_km2,ped_path_density_m_per_km2,public_space_share,building_coverage_share,building_count_per_km2,primary_rule_count,primary_positive_rule_count,primary_restrictive_rule_count,shopping_mall_host_count,hotel_host_count,restaurant_host_count,residential_property_host_count,park_or_recreation_host_count,primary_source_support_class,public_space_share_raw
SZ500_0001_0065,宝安区,no,low_pet_city_signal,0.0061765367088872,0.0,0,0,0,2.589403038937053e-06,0.0002532861565098939,0.0002425319404453964,-0.006532078778897846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0617653670888722,0.0,0.0,0.154290859,0.617163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_primary_rule_signal,0.0
SZ500_0001_0066,宝安区,no,low_pet_city_signal,0.0458222172590079,0.0,0,0,0,2.948743766274544e-05,0.000692768218010912,0.000688867420366621,-0.0025700681155682026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4582221725900789,0.0,0.0,0.232888358,0.931553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_primary_rule_signal,0.0
SZ500_0001_0067,宝安区,no,low_pet_city_signal,0.0871457086798265,0.0,0,0,0,9.542573712623393e-05,0.0012595660718376478,0.001067242990081457,0.0072043609010960935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8714570867982655,0.0,0.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_primary_rule_signal,0.0
SZ500_0001_0068,宝安区,no,low_pet_city_signal,0.1657354577146488,0.0,0,0,0,3.6074548061806903e-06,0.0011122991082866992,0.0009871195703484515,0.008025048972618257,0.0,0.0,0.0,0.0,0.0,0.4595612926578567,0.0,0.0,0.8301442503623464,0.0,0.0,0.25,1.0,9734.788,0.0,0.0,0.012704,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,no_primary_rule_signal,0.0
SZ500_0001_0069,宝安区,no,low_pet_city_signal,0.0826350861588604,0.0,0,0,0,0.0002193981299664617,0.0015141323946142131,0.001027256884497841,0.0059911466186272355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8263508615886044,0.0,0.0,0.25,1.0,699.604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_primary_rule_signal,0.0
SZ500_0001_0070,宝安区,no,low_pet_city_signal,0.083021975849398,0.0,0,0,0,8.438991359707949e-05,0.001550244265086111,0.0010151783225542028,0.00608628402217648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8302197584939801,0.0,0.0,0.25,1.0,177.992,0.0,0.00213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_primary_rule_signal,0.00213
SZ500_0001_0071,宝安区,no,low_pet_city_signal,0.0871549092048833,0.0,0,0,0,0.0006581414943383628,0.001591572171445218,0.0010672969385684089,0.007206868958065257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8715490920488336,0.0,0.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_primary_rule_signal,0.0
SZ500_0001_0072,宝安区,no,low_pet_city_signal,0.0465956806043491,0.0,0,0,0,7.265040719230965e-05,0.0008172597729308392,0.0008418258761783463,-0.0037765458993246626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4659568060434917,0.0,0.0,0.2492683269999999,0.997073,396.223625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_primary_rule_signal,0.0
SZ500_0001_0073,宝安区,no,low_pet_city_signal,0.0076908064290157,0.0,0,0,0,6.301952171787051e-06,0.0003124446564938135,0.0003157739790843956,-0.00829974730314488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0769080642901573,0.0,0.0,0.180920122,0.72368,5928.533477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_primary_rule_signal,0.0
SZ500_0001_0074,宝安区,yes,low_pet_city_signal,0.0,0.0,0,0,0,0.00027237588952164405,0.0017843522473440588,0.0014776658755205321,-0.0035090159546732613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0684215669999999,0.273686,19698.233453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_primary_rule_signal,0.0
SZ500_0001_0075,宝安区,yes,low_pet_city_signal,0.0,0.0,0,0,0,0.00011589031613830651,0.0007694499018020075,0.0003890397056415121,0.0037006027189866036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000658518,0.002634,75563.614055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_primary_rule_signal,0.0
SZ500_0002_0060,宝安区,yes,low_pet_city_signal,0.0,0.0,0,0,0,0.00038672351543867205,0.0011736457807820016,0.0008078681583382789,0.0019836747848803182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.038e-05,0.000242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_primary_rule_signal,0.0
SZ500_0002_0061,宝安区,yes,low_pet_city_signal,0.0108856940623493,0.0,0,0,0,0.0005915141542023988,0.0018763434490439315,0.0018666732275087678,-0.0016178762093407711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1088569406234934,0.0,0.0,0.075517649,0.302071,123.666456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_primary_rule_signal,0.0
SZ500_0002_0062,宝安区,no,low_pet_city_signal,0.0471657447054337,0.0,0,0,0,2.7380160488258342e-05,0.000699669356149427,0.0005813980930227079,-0.00045006657546907414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4716574470543371,0.0,0.0,0.212751899,0.851008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_primary_rule_signal,0.0
SZ500_0002_0063,宝安区,no,low_pet_city_signal,0.0870889765247615,0.0,0,0,0,9.527104601570338e-05,0.0015793384787358793,0.0010594163537351617,0.007188895753617183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8708897652476149,0.0,0.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_primary_rule_signal,0.0
SZ500_0002_0064,宝安区,no,low_pet_city_signal,0.1619582273329313,0.0,0,0,0,3.268867488999151e-06,0.0011270970620935038,0.0010120944876636203,0.006881792376682752,0.0,0.0,0.0,0.0,0.0,0.4564587640633498,0.0,0.0,0.7979564980152832,0.0,0.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,no_primary_rule_signal,0.0
SZ500_0002_0065,宝安区,no,low_pet_city_signal,0.0758992456736808,0.0,0,0,0,0.00035903274857014783,0.0013706285888585089,0.0009832766187649136,0.004138582617040587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7589924567368087,0.0,0.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_primary_rule_signal,0.0
SZ500_0002_0066,宝安区,no,low_pet_city_signal,0.0711498985898934,0.0,0,0,0,0.00014922076867823634,0.001286850918664576,0.000952647738215749,0.00284391378249578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.711498985898934,0.0,0.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_primary_rule_signal,0.0
SZ500_0002_0067,宝安区,no,low_pet_city_signal,0.0683743451707142,0.0,0,0,0,4.920525937792793e-05,0.00121316353882092,0.0009045194753103557,0.002195581521985235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6837434517071428,0.0,0.0,0.25,1.0,4625.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_primary_rule_signal,0.0
SZ500_0002_0068,宝安区,no,low_pet_city_signal,0.0657350367675223,0.0,0,0,0,7.369278010487416e-05,0.0010983482577330956,0.0008206512253037517,0.0017963413687342722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6573503676752234,0.0,0.0,0.25,1.0,17926.776,0.0,0.0,0.003368,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_primary_rule_signal,0.0
SZ500_0002_0069,宝安区,no,low_pet_city_signal,0.2029129141368799,0.0,0,0,0,7.322898131137438e-08,0.0006515712710584132,0.0008819350582633546,0.004617632070825328,0.0,0.0,0.0,0.0,0.0,0.7654826373333495,0.0,0.0,0.65126039416877,0.0,0.0,0.25,1.0,10529.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,no_primary_rule_signal,0.0
SZ500_0002_0070,宝安区,no,low_pet_city_signal,0.1455175882424678,0.0,0,0,0,1.36931425914981e-06,0.0007592268449513661,0.0008589019666681915,0.0034054910813528655,0.0,0.0,0.0,0.0,0.0,0.4430822391674956,0.0,0.0,0.6576278519231865,0.0,0.0,0.25,1.0,14350.492,0.0,0.041831,0.042357,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,no_primary_rule_signal,0.041831
SZ500_0002_0071,宝安区,no,low_pet_city_signal,0.0684011194489946,0.0,0,0,0,8.028438338281432e-05,0.0010294126332143394,0.0008928844428864013,0.0030051250956573267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6840111944899461,0.0,0.0,0.25,1.0,10678.332,2198.44,0.187054,0.244007,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_primary_rule_signal,0.187054
SZ500_0002_0072,宝安区,no,low_pet_city_signal,0.0720722569191175,0.0,0,0,0,0.00012081527717861376,0.001241482180554961,0.0009051677798174377,0.00337861826676214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7207225691911752,0.0,0.0,0.25,1.0,7649.288,717.016,0.0,0.002591,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_primary_rule_signal,0.0
SZ500_0002_0073,宝安区,no,low_pet_city_signal,0.2185994377613163,0.0,0,0,0,4.0528749362547394e-08,0.0007300056352246117,0.0009879731222755192,0.008742567407664104,0.0,0.0,0.0,0.0,0.0,0.7807957177754434,0.0,0.0,0.7805620856173652,0.0,0.0,0.25,1.0,11306.156,2612.444,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,no_primary_rule_signal,1.137023
SZ500_0002_0074,宝安区,no,low_pet_city_signal,0.2287520503540355,0.0,0,0,0,1.081198691776152e-07,0.0007299144151123449,0.0009907619287737523,0.01040517240188929,0.0,0.0,0.0,0.0,0.0,0.790715817172951,0.0,0.0,0.8642320326290436,0.0,0.0,0.25,1.0,11261.484,3074.852,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,no_primary_rule_signal,1.689989
SZ500_0002_0075,宝安区,no,low_pet_city_signal,0.0513909672963452,0.0,0,0,0,3.8097291340321013e-05,0.0005657890683171582,0.0005105450978651372,0.0018847643630840322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5139096729634525,0.0,0.0,0.205264494,0.821058,6533.049013,1759.797776,0.161207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_primary_rule_signal,0.161207
SZ500_0002_0076,宝安区,yes,low_pet_city_signal,0.0,0.0,0,0,0,0.0002705549353405459,0.001512950295851447,0.0012014094101504252,-0.0015168363798573892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043872797,0.175491,13372.956367,0.0,0.002499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_primary_rule_signal,0.002499
SZ500_0003_0058,宝安区,yes,low_pet_city_signal,0.0,0.0,0,0,0,0.00034860180606650703,0.0015134923742427552,0.001133276423217063,-0.0008185200140471138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032234831,0.128939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_primary_rule_signal,0.0
SZ500_0003_0059,宝安区,yes,low_pet_city_signal,0.0090781076625884,0.0,0,0,0,0.0010837509893216416,0.0031197876098448198,0.002697056832950845,-0.004924936319131157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0907810766258845,0.0,0.0,0.10823316,0.432933,1619.244971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_primary_rule_signal,0.0
SZ500_0003_0060,宝安区,no,low_pet_city_signal,0.0439912718158793,0.0,0,0,0,3.7727710530613505e-05,0.0005539576317907603,0.0004122872949344193,0.001037890014863485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4399127181587937,0.0,0.0,0.1871839599999999,0.748736,5403.347595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_primary_rule_signal,0.0
SZ500_0003_0061,宝安区,no,low_pet_city_signal,0.0817078354598162,0.0,0,0,0,0.00033832361914780667,0.0011843992202651523,0.0009725505547725771,0.005896623160579331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8170783545981625,0.0,0.0,0.25,1.0,7459.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_primary_rule_signal,0.0
SZ500_0003_0062,宝安区,no,low_pet_city_signal,0.0731518794836934,0.0,0,0,0,0.0002310812435655079,0.00129230284577755,0.000972758346795008,0.0035670191222952757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.731518794836934,0.0,0.0,0.25,1.0,3144.1,0.0,0.117373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_primary_rule_signal,0.117373
SZ500_0003_0063,宝安区,no,low_pet_city_signal,0.0691541569312742,0.0,0,0,0,0.00011533731572626139,0.0011095970229092432,0.0009566998976878661,0.002744320508671294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6915415693127421,0.0,0.0,0.25,1.0,1647.244,0.0,0.45913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_primary_rule_signal,0.45913
SZ500_0003_0064,宝安区,no,low_pet_city_signal,0.0651984880810858,0.0,0,0,0,6.768781606650702e-05,0.0011728867324905085,0.0009225893199532513,0.0015820335233182325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6519848808108581,0.0,0.0,0.25,1.0,3809.736,0.0,0.306871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_primary_rule_signal,0.306871
SZ500_0003_0065,宝安区,no,low_pet_city_signal,0.0630237852916692,0.0,0,0,0,0.00012518122244751362,0.0011292483427022975,0.0008777735356751009,0.0008297614451555496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6302378529166921,0.0,0.0,0.25,1.0,5042.66,0.0,0.093852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_primary_rule_signal,0.093852
SZ500_0003_0066,宝安区,no,low_pet_city_signal,0.0605701802819463,0.0,0,0,0,6.200083995867247e-05,0.0009125130383249473,0.0007577740217672875,0.0005023374244936402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6057018028194638,0.0,0.0,0.25,1.0,15015.288,0.0,0.102428,0.126064,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_primary_rule_signal,0.102428
SZ500_0003_0067,宝安区,no,low_pet_city_signal,0.0583684773507606,0.0,0,0,0,4.614290510346897e-05,0.0007227366838237767,0.0008244580945357975,-1.1707792058085476e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5836847735076064,0.0,0.0,0.25,1.0,14830.224,0.0,0.0,0.360211,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_primary_rule_signal,0.0
SZ500_0003_0068,宝安区,no,low_pet_city_signal,0.1498082023742761,0.0,0,0,0,4.781115554902701e-07,0.0003463653731393986,0.0008117747499730248,0.002123170315884923,0.0,0.0,0.0,0.0,0.0,0.519715828089138,0.0,0.0,0.5625935331823132,0.0,0.0,0.25,1.0,23492.268,295.736,0.0,0.450007,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,no_primary_rule_signal,0.0
SZ500_0003_0069,宝安区,no,low_pet_city_signal,0.0555067472943434,0.0,0,0,0,2.3940754588419928e-05,0.0005618619392921992,0.0005386507754729595,-0.0004928944892182013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5550674729434344,0.0,0.0,0.25,1.0,18521.812,455.8,0.0,0.546334,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_primary_rule_signal,0.0
SZ500_0003_0070,宝安区,no,low_pet_city_signal,0.1498008606318477,0.0,0,0,0,4.988015712576369e-07,0.0006332984689230761,0.0008727856725652566,0.0003842417218674482,0.0,0.0,0.0,0.0,0.0,0.5197094202753346,0.0,0.0,0.5625316498228747,0.0,0.0,0.25,1.0,5748.176,0.0,0.004271,0.098066,68.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,no_primary_rule_signal,0.004271
SZ500_0003_0071,宝安区,no,low_pet_city_signal,0.1946479298308394,0.0,0,0,0,3.2715713754471845e-08,0.0006522941076298526,0.000833089090493725,0.003503115311009025,0.0,0.0,0.0,0.0,0.0,0.7574239897023176,0.0,0.0,0.5831161168442225,0.0,0.0,0.25,1.0,11835.576,3936.568,0.118967,0.069878,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,no_primary_rule_signal,0.118967
SZ500_0003_0072,宝安区,no,low_pet_city_signal,0.0609795524223019,0.0,0,0,0,5.391003922692321e-05,0.0010568207077579753,0.0008501550354537941,0.0007308951109394751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6097955242230196,0.0,0.0,0.25,1.0,6871.904,2792.124,0.0,0.082746,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_primary_rule_signal,0.0
SZ500_0003_0073,宝安区,no,low_pet_city_signal,0.0645240822212486,0.0,0,0,0,7.654959959757502e-05,0.0011396102984725582,0.0009579031545620619,0.0019848059642713772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6452408222124868,0.0,0.0,0.25,1.0,2693.752,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_primary_rule_signal,1.157754
SZ500_0003_0074,宝安区,no,low_pet_city_signal,0.1956148625712297,0.0,0,0,0,9.868832929422272e-08,0.0006016354632884094,0.0009614588339692029,0.0056728938919142075,0.0,0.0,0.0,0.0,0.0,0.6997091510377238,0.0,0.0,0.6966721538443944,0.0,0.0,0.25,1.0,7159.008,6541.624,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,no_primary_rule_signal,2.394653
SZ500_0003_0075,宝安区,no,low_pet_city_signal,0.0785871202524856,0.0,0,0,0,0.00012086190328478542,0.0014447994170527518,0.0009939314431488704,0.005816196448251626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7858712025248559,0.0,0.0,0.25,1.0,3817.756,1730.884,0.698399,0.000272,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_primary_rule_signal,0.698399
SZ500_0003_0076,宝安区,no,low_pet_city_signal,0.0457385412247954,0.0,0,0,0,3.197036434282697e-05,0.0005162633263536777,0.0005583481450576082,-0.0006567816415631589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4573854122479541,0.0,0.0,0.218487507,0.87395,8535.554392,1412.643699,0.100393,0.196259,36.615366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_primary_rule_signal,0.100393
SZ500_0003_0077,宝安区,yes,low_pet_city_signal,0.0,0.0,0,0,0,0.0002887211224199888,0.0009787957291508514,0.0009371400918448506,0.0005294108479826226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02050256,0.08201,13930.260416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_primary_rule_signal,0.0
SZ500_0004_0055,宝安区,yes,low_pet_city_signal,0.0,0.0,0,0,0,0.0003625545472344728,0.0012362687063718393,0.0008929794604949786,0.001097728971483733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010232705,0.040931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_primary_rule_signal,0.0
SZ500_0004_0056,宝安区,yes,low_pet_city_signal,0.0,0.0,0,0,0,0.0005193934651288872,0.0023903102788581073,0.0021625314457138756,-0.005857195374987939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.090088103,0.360352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_primary_rule_signal,0.0
SZ500_0004_0057,宝安区,no,low_pet_city_signal,0.0058695760306802,0.0,0,0,0,5.975700782422457e-06,0.00032068587966271905,0.00032583752744644735,-0.009121502998837225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0586957603068026,0.0,0.0,0.18310297,0.732412,154.748992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_primary_rule_signal,0.0
