target,feature,coefficient,abs_coefficient,spec
is_suppressed_frontier,restaurant_host_count,0.0,0.0,core_plus_controls
has_positive_rule,edge_cell_no,-3.2486896155706777,3.2486896155706777,core_plus_controls
has_positive_rule,positive_rule_norm_v51,1.392484888614078,1.392484888614078,core_plus_controls
has_positive_rule,district_name_龙岗区,-0.9303279988926173,0.9303279988926173,core_plus_controls
has_positive_rule,district_name_宝安区,-0.5340900190597959,0.5340900190597959,core_plus_controls
has_positive_rule,residential_property_host_count,-0.5067395626099708,0.5067395626099708,core_plus_controls
has_positive_rule,district_name_坪山区,-0.42046438494914734,0.42046438494914734,core_plus_controls
has_positive_rule,edge_cell_yes,-0.34876728984895483,0.34876728984895483,core_plus_controls
has_positive_rule,rule_silence_norm,0.3438952932263842,0.3438952932263842,core_plus_controls
has_positive_rule,primary_positive_rule_count,0.33458940574067875,0.33458940574067875,core_plus_controls
has_positive_rule,district_name_罗湖区,-0.3325117571589273,0.3325117571589273,core_plus_controls
has_positive_rule,district_name_福田区,-0.3259240823222498,0.3259240823222498,core_plus_controls
has_positive_rule,district_name_南山区,-0.31988209509118287,0.31988209509118287,core_plus_controls
has_positive_rule,district_name_光明区,-0.2945777716388332,0.2945777716388332,core_plus_controls
has_positive_rule,rule_liminal_exposure_norm_v51,0.27249942865895865,0.27249942865895865,core_plus_controls
has_positive_rule,topology_norm,0.265605972465909,0.265605972465909,core_plus_controls
has_positive_rule,district_name_龙华区,-0.23328091082312144,0.23328091082312144,core_plus_controls
has_positive_rule,liminal_potential_norm,-0.2224578353625456,0.2224578353625456,core_plus_controls
has_positive_rule,district_name_盐田区,-0.2063978854837304,0.2063978854837304,core_plus_controls
has_positive_rule,boundary_share,0.20598427295539626,0.20598427295539626,core_plus_controls
has_positive_rule,valid_area_km2,0.20598417511308323,0.20598417511308323,core_plus_controls
has_positive_rule,primary_rule_count,0.11530577085301973,0.11530577085301973,core_plus_controls
has_positive_rule,primary_restrictive_rule_count,0.09214142087186261,0.09214142087186261,core_plus_controls
has_positive_rule,building_coverage_share,-0.08375670907059361,0.08375670907059361,core_plus_controls
has_positive_rule,park_or_recreation_host_count,-0.07610475779566822,0.07610475779566822,core_plus_controls
has_positive_rule,liminal_host_norm,-0.04907688769142292,0.04907688769142292,core_plus_controls
has_positive_rule,building_count_per_km2,0.04501900512387503,0.04501900512387503,core_plus_controls
has_positive_rule,pet_ecology_norm,-0.04114029644404236,0.04114029644404236,core_plus_controls
has_positive_rule,hotel_host_count,-0.02826223295410179,0.02826223295410179,core_plus_controls
has_positive_rule,road_density_m_per_km2,-0.026698469119532248,0.026698469119532248,core_plus_controls
has_positive_rule,shopping_mall_host_count,0.026458491201806912,0.026458491201806912,core_plus_controls
has_positive_rule,ped_path_density_m_per_km2,-0.013942622819290224,0.013942622819290224,core_plus_controls
has_positive_rule,public_space_share,0.011370849215680271,0.011370849215680271,core_plus_controls
has_positive_rule,restaurant_host_count,0.0,0.0,core_plus_controls
has_positive_rule,restrictive_norm,0.0,0.0,core_plus_controls
has_primary_positive_rule,edge_cell_no,-3.20200462105552,3.20200462105552,core_plus_controls
has_primary_positive_rule,primary_positive_rule_count,1.4375968471897609,1.4375968471897609,core_plus_controls
has_primary_positive_rule,district_name_龙岗区,-0.9089706182638595,0.9089706182638595,core_plus_controls
has_primary_positive_rule,district_name_宝安区,-0.6180759149534055,0.6180759149534055,core_plus_controls
has_primary_positive_rule,district_name_南山区,-0.38126841196675865,0.38126841196675865,core_plus_controls
has_primary_positive_rule,district_name_坪山区,-0.3329695327199615,0.3329695327199615,core_plus_controls
has_primary_positive_rule,district_name_龙华区,-0.33256907542217334,0.33256907542217334,core_plus_controls
has_primary_positive_rule,positive_rule_norm_v51,0.31474202884824964,0.31474202884824964,core_plus_controls
has_primary_positive_rule,district_name_光明区,-0.3122174871238201,0.3122174871238201,core_plus_controls
has_primary_positive_rule,edge_cell_yes,-0.29905026491810976,0.29905026491810976,core_plus_controls
has_primary_positive_rule,primary_rule_count,0.2676432834369307,0.2676432834369307,core_plus_controls
has_primary_positive_rule,valid_area_km2,0.263291644954375,0.263291644954375,core_plus_controls
has_primary_positive_rule,boundary_share,0.2632916269883014,0.2632916269883014,core_plus_controls
has_primary_positive_rule,district_name_盐田区,-0.23761172244838116,0.23761172244838116,core_plus_controls
has_primary_positive_rule,district_name_福田区,-0.19941084464829129,0.19941084464829129,core_plus_controls
has_primary_positive_rule,district_name_罗湖区,-0.17796127842697096,0.17796127842697096,core_plus_controls
has_primary_positive_rule,topology_norm,0.10743539151045388,0.10743539151045388,core_plus_controls
has_primary_positive_rule,pet_ecology_norm,-0.09622925729599972,0.09622925729599972,core_plus_controls
has_primary_positive_rule,rule_liminal_exposure_norm_v51,-0.07926611546987788,0.07926611546987788,core_plus_controls
has_primary_positive_rule,road_density_m_per_km2,-0.05517916022963055,0.05517916022963055,core_plus_controls
has_primary_positive_rule,hotel_host_count,0.03564528225099521,0.03564528225099521,core_plus_controls
has_primary_positive_rule,residential_property_host_count,-0.03469063030284088,0.03469063030284088,core_plus_controls
has_primary_positive_rule,building_count_per_km2,-0.03190943231192534,0.03190943231192534,core_plus_controls
has_primary_positive_rule,rule_silence_norm,0.030925825356042647,0.030925825356042647,core_plus_controls
has_primary_positive_rule,ped_path_density_m_per_km2,-0.024866429969857246,0.024866429969857246,core_plus_controls
has_primary_positive_rule,primary_restrictive_rule_count,0.02364881172061643,0.02364881172061643,core_plus_controls
has_primary_positive_rule,liminal_host_norm,0.02180213585554058,0.02180213585554058,core_plus_controls
has_primary_positive_rule,liminal_potential_norm,0.02098635405566337,0.02098635405566337,core_plus_controls
has_primary_positive_rule,public_space_share,0.01808997961517482,0.01808997961517482,core_plus_controls
has_primary_positive_rule,park_or_recreation_host_count,-0.012434109991910965,0.012434109991910965,core_plus_controls
has_primary_positive_rule,shopping_mall_host_count,-0.009874349477239877,0.009874349477239877,core_plus_controls
has_primary_positive_rule,building_coverage_share,-0.007177872318549359,0.007177872318549359,core_plus_controls
has_primary_positive_rule,restaurant_host_count,0.0,0.0,core_plus_controls
has_primary_positive_rule,restrictive_norm,0.0,0.0,core_plus_controls
suppression_index_v51,pet_ecology_norm,0.0760662060972933,0.0760662060972933,core_plus_controls
suppression_index_v51,rule_silence_norm,0.07472946261895035,0.07472946261895035,core_plus_controls
suppression_index_v51,liminal_host_norm,0.06312287822464602,0.06312287822464602,core_plus_controls
suppression_index_v51,positive_rule_norm_v51,-0.020105423740283596,0.020105423740283596,core_plus_controls
suppression_index_v51,primary_rule_count,0.00913823859161749,0.00913823859161749,core_plus_controls
suppression_index_v51,primary_restrictive_rule_count,-0.00892138497607925,0.00892138497607925,core_plus_controls
suppression_index_v51,topology_norm,0.004722327110948705,0.004722327110948705,core_plus_controls
suppression_index_v51,residential_property_host_count,-0.0030848664835528513,0.0030848664835528513,core_plus_controls
suppression_index_v51,boundary_share,-0.0018421009691708893,0.0018421009691708893,core_plus_controls
suppression_index_v51,valid_area_km2,-0.0018417760002241294,0.0018417760002241294,core_plus_controls
suppression_index_v51,primary_positive_rule_count,-0.0018417461995519791,0.0018417461995519791,core_plus_controls
suppression_index_v51,liminal_potential_norm,0.001451310990970647,0.001451310990970647,core_plus_controls
suppression_index_v51,edge_cell_no,0.0014262193504664172,0.0014262193504664172,core_plus_controls
suppression_index_v51,edge_cell_yes,-0.001426219350459404,0.001426219350459404,core_plus_controls
suppression_index_v51,hotel_host_count,-0.0013274609341765713,0.0013274609341765713,core_plus_controls
suppression_index_v51,district_name_罗湖区,-0.0012063594675826464,0.0012063594675826464,core_plus_controls
suppression_index_v51,district_name_福田区,-0.0008774987455192398,0.0008774987455192398,core_plus_controls
suppression_index_v51,district_name_龙华区,0.0006087807468565425,0.0006087807468565425,core_plus_controls
suppression_index_v51,ped_path_density_m_per_km2,0.0005896005416757393,0.0005896005416757393,core_plus_controls
suppression_index_v51,park_or_recreation_host_count,-0.0005729229071996199,0.0005729229071996199,core_plus_controls
suppression_index_v51,district_name_宝安区,0.0003926087391357461,0.0003926087391357461,core_plus_controls
suppression_index_v51,public_space_share,0.00037196421788664554,0.00037196421788664554,core_plus_controls
suppression_index_v51,district_name_南山区,0.00036733491591657916,0.00036733491591657916,core_plus_controls
suppression_index_v51,shopping_mall_host_count,0.0003337005346447206,0.0003337005346447206,core_plus_controls
suppression_index_v51,district_name_盐田区,0.0003185315169408424,0.0003185315169408424,core_plus_controls
suppression_index_v51,road_density_m_per_km2,0.00029622265162205423,0.00029622265162205423,core_plus_controls
suppression_index_v51,district_name_坪山区,0.00029613087812320634,0.00029613087812320634,core_plus_controls
suppression_index_v51,building_coverage_share,-0.000253528636692879,0.000253528636692879,core_plus_controls
suppression_index_v51,building_count_per_km2,0.00023203078342962842,0.00023203078342962842,core_plus_controls
suppression_index_v51,district_name_龙岗区,0.00013696321917408015,0.00013696321917408015,core_plus_controls
suppression_index_v51,district_name_光明区,-3.649180616732365e-05,3.649180616732365e-05,core_plus_controls
suppression_index_v51,rule_liminal_exposure_norm_v51,1.1617600770816986e-06,1.1617600770816986e-06,core_plus_controls
suppression_index_v51,restrictive_norm,0.0,0.0,core_plus_controls
suppression_index_v51,restaurant_host_count,0.0,0.0,core_plus_controls
