grid_id,district_name,centroid_lon,centroid_lat,valid_area_km2,boundary_share,edge_cell,parent_grid_id_500m,grid_emergence_type_v51,emergence_index_v51,suppression_index_v51,readiness_deficit_index_v51,pet_service_count_2025,host_candidates,positive_rule_present,pop2025_1km_centroid_value,pop2025_100m_centroid_value,frontier_v51,emergent_core_v51
SZ500_0002_0073,宝安区,113.76247471,22.72525471,0.25,1.0,no,,low_pet_city_signal,0.2185994377613163,0.0,0.0,0.0,2.0,0,381.746826171875,15.08431339263916,0,0
SZ500_0002_0074,宝安区,113.76256537,22.72976632,0.25,1.0,no,,low_pet_city_signal,0.2287520503540355,0.0,0.0,0.0,3.0,0,381.746826171875,10.4625825881958,0,0
SZ500_0002_0075,宝安区,113.76265606,22.73427792,0.20526449400000002,0.821058,no,,low_pet_city_signal,0.0513909672963452,0.0,0.0,0.0,0.0,0,467.0724182128906,16.375394821166992,0,0
SZ500_0002_0076,宝安区,113.76274678,22.73878952,0.043872797,0.175491,yes,,low_pet_city_signal,0.0,0.0,0.0,0.0,0.0,0,467.0724182128906,2.2024319171905518,0,0
SZ500_0003_0058,宝安区,113.76597849,22.65749642,0.032234831,0.128939,yes,,low_pet_city_signal,0.0,0.0,0.0,0.0,0.0,0,,,0,0
SZ500_0003_0059,宝安区,113.76606897,22.66200805,0.10823316000000001,0.432933,yes,,low_pet_city_signal,0.0090781076625884,0.0,0.0,0.0,0.0,0,,,0,0
SZ500_0003_0060,宝安区,113.76615948,22.66651967,0.18718395999999998,0.748736,no,,low_pet_city_signal,0.0439912718158793,0.0,0.0,0.0,0.0,0,,,0,0
SZ500_0003_0061,宝安区,113.76625,22.6710313,0.25,1.0,no,,low_pet_city_signal,0.0817078354598162,0.0,0.0,0.0,0.0,0,128.33729553222656,5.995261192321777,0,0
SZ500_0003_0062,宝安区,113.76634056,22.67554292,0.25,1.0,no,,low_pet_city_signal,0.0731518794836934,0.0,0.0,0.0,0.0,0,,,0,0
SZ500_0003_0063,宝安区,113.76643113,22.68005453,0.25,1.0,no,,low_pet_city_signal,0.0691541569312742,0.0,0.0,0.0,0.0,0,,,0,0
SZ500_0003_0064,宝安区,113.76652173,22.68456615,0.25,1.0,no,,low_pet_city_signal,0.0651984880810858,0.0,0.0,0.0,0.0,0,7.957220554351807,0.95005202293396,0,0
SZ500_0003_0065,宝安区,113.76661235,22.68907776,0.25,1.0,no,,low_pet_city_signal,0.0630237852916692,0.0,0.0,0.0,0.0,0,7.957220554351807,,0,0
SZ500_0003_0066,宝安区,113.76670299,22.69358937,0.25,1.0,no,,low_pet_city_signal,0.0605701802819463,0.0,0.0,0.0,0.0,0,3610.343017578125,2.5213539600372314,0,0
SZ500_0003_0067,宝安区,113.76679366,22.69810097,0.25,1.0,no,,low_pet_city_signal,0.0583684773507606,0.0,0.0,0.0,0.0,0,3610.343017578125,4.255853176116943,0,0
SZ500_0003_0068,宝安区,113.76688435,22.70261257,0.25,1.0,no,,low_pet_city_signal,0.1498082023742761,0.0,0.0,0.0,1.0,0,3205.10009765625,1.2401050329208374,0,0
SZ500_0003_0069,宝安区,113.76697506,22.70712417,0.25,1.0,no,,low_pet_city_signal,0.0555067472943434,0.0,0.0,0.0,0.0,0,3205.10009765625,141.22073364257812,0,0
SZ500_0003_0070,宝安区,113.76706579,22.71163577,0.25,1.0,no,,low_pet_city_signal,0.1498008606318477,0.0,0.0,0.0,4.0,0,477.72735595703125,11.57303237915039,0,0
SZ500_0003_0071,宝安区,113.76715655,22.71614736,0.25,1.0,no,,low_pet_city_signal,0.1946479298308394,0.0,0.0,0.0,1.0,0,477.72735595703125,,0,0
SZ500_0003_0072,宝安区,113.76724733,22.72065895,0.25,1.0,no,,low_pet_city_signal,0.0609795524223019,0.0,0.0,0.0,0.0,0,577.2691650390625,,0,0
SZ500_0003_0073,宝安区,113.76733814,22.72517054,0.25,1.0,no,,low_pet_city_signal,0.0645240822212486,0.0,0.0,0.0,0.0,0,778.7158813476562,0.8622109889984131,0,0
SZ500_0003_0074,宝安区,113.76742896,22.72968213,0.25,1.0,no,,low_pet_city_signal,0.1956148625712297,0.0,0.0,0.0,4.0,0,778.7158813476562,12.808246612548828,0,0
SZ500_0003_0075,宝安区,113.76751981,22.73419371,0.25,1.0,no,,low_pet_city_signal,0.0785871202524856,0.0,0.0,0.0,0.0,0,4375.61669921875,1.0639259815216064,0,0
SZ500_0003_0076,宝安区,113.76761069,22.73870529,0.21848750700000003,0.87395,no,,low_pet_city_signal,0.0457385412247954,0.0,0.0,0.0,0.0,0,4375.61669921875,2.904109001159668,0,0
SZ500_0003_0077,宝安区,113.76770158,22.74321686,0.020502560000000003,0.08201,yes,,low_pet_city_signal,0.0,0.0,0.0,0.0,0.0,0,975.3450317382812,2.369112014770508,0,0
SZ500_0004_0055,宝安区,113.77056773,22.64387753,0.010232705,0.040931,yes,,low_pet_city_signal,0.0,0.0,0.0,0.0,0.0,0,,,0,0
SZ500_0004_0056,宝安区,113.7706583,22.64838915,0.090088103,0.360352,yes,,low_pet_city_signal,0.0,0.0,0.0,0.0,0.0,0,,,0,0
SZ500_0004_0057,宝安区,113.7707489,22.65290077,0.18310297,0.732412,no,,low_pet_city_signal,0.0058695760306802,0.0,0.0,0.0,0.0,0,,,0,0
SZ500_0004_0058,宝安区,113.77083952,22.65741238,0.248090527,0.992362,no,,low_pet_city_signal,0.0426826159160645,0.0,0.0,0.0,0.0,0,,,0,0
SZ500_0004_0059,宝安区,113.77093016,22.66192399,0.25,1.0,no,,low_pet_city_signal,0.079915834455135,0.0,0.0,0.0,0.0,0,2.1364476680755615,,0,0
SZ500_0004_0060,宝安区,113.77102082,22.6664356,0.25,1.0,no,,low_pet_city_signal,0.0715834971937624,0.0,0.0,0.0,0.0,0,2.1364476680755615,,0,0
SZ500_0004_0061,宝安区,113.77111151,22.6709472,0.25,1.0,no,,low_pet_city_signal,0.0670495987015593,0.0,0.0,0.0,0.0,0,343.3355407714844,8.727219581604004,0,0
SZ500_0004_0062,宝安区,113.77120222,22.6754588,0.25,1.0,no,,low_pet_city_signal,0.0626481702196167,0.0,0.0,0.0,0.0,0,1109.77099609375,,0,0
SZ500_0004_0063,宝安区,113.77129295,22.6799704,0.25,1.0,no,,low_pet_city_signal,0.0602909202810289,0.0,0.0,0.0,0.0,0,1109.77099609375,0.44833800196647644,0,0
SZ500_0004_0064,宝安区,113.77138371,22.68448199,0.25,1.0,no,,low_pet_city_signal,0.0581916576288937,0.0,0.0,0.0,0.0,0,429.5621337890625,2.502624034881592,0,0
SZ500_0004_0065,宝安区,113.77147448,22.68899359,0.25,1.0,no,,low_pet_city_signal,0.150273602592708,0.0,0.0,0.0,16.0,0,429.5621337890625,,0,0
SZ500_0004_0066,宝安区,113.77156529,22.69350518,0.25,1.0,no,,low_pet_city_signal,0.1844190570785429,0.0,0.0,0.0,2.0,0,3610.343017578125,142.54273986816406,0,0
SZ500_0004_0067,宝安区,113.77165611,22.69801676,0.25,1.0,no,,low_pet_city_signal,0.1469029682927117,0.0,0.0,0.0,1.0,0,3610.343017578125,130.2017364501953,0,0
SZ500_0004_0068,宝安区,113.77174696,22.70252835,0.25,1.0,no,,low_pet_city_signal,0.1710106204524669,0.0,0.0,0.0,2.0,0,3205.10009765625,1.8879239559173584,0,0
SZ500_0004_0069,宝安区,113.77183783,22.70703993,0.25,1.0,no,,low_pet_city_signal,0.2287526681835583,0.0,0.0,0.0,16.0,0,3205.10009765625,,0,0
SZ500_0004_0070,宝安区,113.77192873,22.71155151,0.25,1.0,no,,low_pet_city_signal,0.1952591727917794,0.0,0.0,0.0,16.0,0,477.72735595703125,1.5531820058822632,0,0
SZ500_0004_0071,宝安区,113.77201964,22.71606308,0.25,1.0,no,,low_pet_city_signal,0.1420343997481505,0.0,0.0,0.0,3.0,0,477.72735595703125,0.0,0,0
SZ500_0004_0072,宝安区,113.77211058,22.72057465,0.25,1.0,no,,low_pet_city_signal,0.1327703951477251,0.0,0.0,0.0,3.0,0,577.2691650390625,2.2980499267578125,0,0
SZ500_0004_0073,宝安区,113.77220155,22.72508622,0.25,1.0,no,,low_pet_city_signal,0.0570501007287914,0.0,0.0,0.0,0.0,0,778.7158813476562,1.36068594455719,0,0
SZ500_0004_0074,宝安区,113.77229253,22.72959779,0.25,1.0,no,,low_pet_city_signal,0.0604716911719845,0.0,0.0,0.0,0.0,0,778.7158813476562,,0,0
SZ500_0004_0075,宝安区,113.77238354,22.73410935,0.25,1.0,no,,low_pet_city_signal,0.1623445606841669,0.0,0.0,0.0,1.0,0,4375.61669921875,9.317898750305176,0,0
SZ500_0004_0076,宝安区,113.77247457,22.73862091,0.25,1.0,no,,low_pet_city_signal,0.1583586522598891,0.0,0.0,0.0,5.0,0,4375.61669921875,126.67793273925781,0,0
SZ500_0004_0077,宝安区,113.77256563,22.74313247,0.175129508,0.700518,no,,low_pet_city_signal,0.0473131391280258,0.0,0.0,0.0,0.0,0,975.3450317382812,9.671462059020996,0,0
SZ500_0004_0078,宝安区,113.77265671,22.74764402,0.000491398,0.001966,yes,,low_pet_city_signal,0.0,0.0,0.0,0.0,0.0,0,975.3450317382812,9.023266792297363,0,0
SZ500_0005_0053,宝安区,113.77524687,22.63477019,0.016353561,0.065414,yes,,low_pet_city_signal,0.0,0.0,0.0,0.0,0.0,0,,,0,0
SZ500_0005_0054,宝安区,113.77533755,22.6392818,0.126424341,0.505697,no,,low_pet_city_signal,0.0103393375245399,0.0,0.0,0.0,0.0,0,,,0,0
SZ500_0005_0055,宝安区,113.77542826,22.6437934,0.234751561,0.939006,no,,low_pet_city_signal,0.0464422553133365,0.0,0.0,0.0,0.0,0,,,0,0
SZ500_0005_0056,宝安区,113.77551899,22.648305,0.25,1.0,no,,low_pet_city_signal,0.0843544122581622,0.0,0.0,0.0,0.0,0,,,0,0
SZ500_0005_0057,宝安区,113.77560974,22.6528166,0.25,1.0,no,,low_pet_city_signal,0.0764128239582276,0.0,0.0,0.0,0.0,0,,,0,0
SZ500_0005_0058,宝安区,113.77570052,22.65732819,0.25,1.0,no,,low_pet_city_signal,0.0704828229413219,0.0,0.0,0.0,0.0,0,,,0,0
SZ500_0005_0059,宝安区,113.77579132,22.66183978,0.25,1.0,no,,low_pet_city_signal,0.0659590968107823,0.0,0.0,0.0,0.0,0,4.967531204223633,,0,0
SZ500_0005_0060,宝安区,113.77588214,22.66635137,0.25,1.0,no,,low_pet_city_signal,0.061887225424074,0.0,0.0,0.0,0.0,0,4.967531204223633,,0,0
SZ500_0005_0061,宝安区,113.77597299,22.67086296,0.25,1.0,no,,low_pet_city_signal,0.0589975985526773,0.0,0.0,0.0,0.0,0,1031.7171630859375,,0,0
SZ500_0005_0062,宝安区,113.77606385,22.67537454,0.25,1.0,no,,low_pet_city_signal,0.1347811888841586,0.0,0.0,0.0,1.0,0,14842.669921875,3.85986590385437,0,0
SZ500_0005_0063,宝安区,113.77615475,22.67988612,0.25,1.0,no,,low_pet_city_signal,0.1410114980691121,0.0,0.0,0.0,16.0,0,14842.669921875,257.80230712890625,0,0
SZ500_0005_0064,宝安区,113.77624566,22.68439769,0.25,1.0,no,,low_pet_city_signal,0.1339299676762536,0.0,0.0,0.0,10.0,0,20801.876953125,236.90530395507812,0,0
SZ500_0005_0065,宝安区,113.7763366,22.68890927,0.25,1.0,no,,low_pet_city_signal,0.1596859322999991,0.0,0.0,0.0,8.0,0,20801.876953125,104.65975952148438,0,0
SZ500_0005_0066,宝安区,113.77642756,22.69342084,0.25,1.0,no,,low_pet_city_signal,0.1424378377337488,0.0,0.0,0.0,3.0,0,17766.52734375,37.05953598022461,0,0
SZ500_0005_0067,宝安区,113.77651854,22.69793241,0.25,1.0,no,,low_pet_city_signal,0.1467372439963268,0.0148880216915048,0.0,0.0,6.0,0,17766.52734375,0.5835520029067993,0,0
SZ500_0005_0068,宝安区,113.77660955,22.70244397,0.25,1.0,no,,mixed_or_transitional_zone,0.3666910993955289,0.1982486787383581,0.0,1.0,39.0,0,14891.16015625,0.6720200181007385,0,0
SZ500_0005_0069,宝安区,113.77670058,22.70695553,0.25,1.0,no,,rule_first_demonstration_zone,0.6639145966911383,0.0777744777541428,0.0,1.0,19.0,1,14891.16015625,8.221420288085938,0,0
SZ500_0005_0070,宝安区,113.77679163,22.71146709,0.25,1.0,no,,low_pet_city_signal,0.205279520865382,0.0,0.0,0.0,7.0,0,14792.6083984375,47.96000289916992,0,0
SZ500_0005_0071,宝安区,113.77688271,22.71597865,0.25,1.0,no,,low_pet_city_signal,0.2216859318466912,0.0533506111373574,0.0,0.0,1.0,0,14792.6083984375,161.83839416503906,0,0
SZ500_0005_0072,宝安区,113.77697381,22.7204902,0.25,1.0,no,,low_pet_city_signal,0.1323193764366218,0.0,0.0,0.0,1.0,0,12935.8359375,172.76368713378906,0,0
SZ500_0005_0073,宝安区,113.77706493,22.72500175,0.25,1.0,no,,low_pet_city_signal,0.1466076640905779,0.0,0.0,0.0,17.0,0,13821.265625,180.7652587890625,0,0
SZ500_0005_0074,宝安区,113.77715608,22.7295133,0.25,1.0,no,,low_pet_city_signal,0.1483583219546535,0.0,0.0,0.0,19.0,0,13821.265625,146.69198608398438,0,0
SZ500_0005_0075,宝安区,113.77724725,22.73402485,0.25,1.0,no,,low_pet_city_signal,0.1403725773793375,0.0,0.0,0.0,2.0,0,13781.0888671875,2.9793970584869385,0,0
SZ500_0005_0076,宝安区,113.77733844,22.73853639,0.25,1.0,no,,low_pet_city_signal,0.1552673456646184,0.0148880216915048,0.0,0.0,8.0,0,13781.0888671875,195.88470458984375,0,0
SZ500_0005_0077,宝安区,113.77742965,22.74304793,0.25,1.0,no,,low_pet_city_signal,0.181500163701999,0.0,0.0,0.0,9.0,0,9800.2333984375,149.51148986816406,0,0
SZ500_0005_0078,宝安区,113.77752089,22.74755946,0.08841869299999999,0.353675,yes,,low_pet_city_signal,0.0992822358663631,0.0,0.0,0.0,1.0,0,9800.2333984375,18.481273651123047,0,0
SZ500_0006_0051,宝安区,113.77992544,22.62566277,0.016365475,0.065462,yes,,low_pet_city_signal,0.0,0.0,0.0,0.0,0.0,0,,,0,0
SZ500_0006_0052,宝安区,113.78001624,22.63017436,0.126467157,0.505869,no,,low_pet_city_signal,0.0097248848724756,0.0,0.0,0.0,0.0,0,,,0,0
SZ500_0006_0053,宝安区,113.78010706,22.63468595,0.235092188,0.940369,no,,low_pet_city_signal,0.0439912718158793,0.0,0.0,0.0,0.0,0,,,0,0
SZ500_0006_0054,宝安区,113.7801979,22.63919754,0.25,1.0,no,,low_pet_city_signal,0.0814712511646219,0.0,0.0,0.0,0.0,0,,,0,0
SZ500_0006_0055,宝安区,113.78028877,22.64370912,0.25,1.0,no,,low_pet_city_signal,0.0727171570927809,0.0,0.0,0.0,0.0,0,,,0,0
SZ500_0006_0056,宝安区,113.78037965,22.6482207,0.25,1.0,no,,low_pet_city_signal,0.0681846418986649,0.0,0.0,0.0,0.0,0,,,0,0
SZ500_0006_0057,宝安区,113.78047057,22.65273228,0.25,1.0,no,,low_pet_city_signal,0.063899343294916,0.0,0.0,0.0,0.0,0,,,0,0
SZ500_0006_0058,宝安区,113.7805615,22.65724386,0.25,1.0,no,,low_pet_city_signal,0.0609971857437477,0.0,0.0,0.0,0.0,0,,,0,0
SZ500_0006_0059,宝安区,113.78065246,22.66175543,0.25,1.0,no,,low_pet_city_signal,0.0584895761633515,0.0,0.0,0.0,0.0,0,4.967531204223633,,0,0
SZ500_0006_0060,宝安区,113.78074344,22.666267,0.25,1.0,no,,low_pet_city_signal,0.0565813490781313,0.0,0.0,0.0,0.0,0,4.967531204223633,,0,0
SZ500_0006_0061,宝安区,113.78083444,22.67077856,0.25,1.0,no,,low_pet_city_signal,0.0553814648881966,0.0,0.0,0.0,0.0,0,1031.7171630859375,19.251028060913086,0,0
SZ500_0006_0062,宝安区,113.78092547,22.67529013,0.25,1.0,no,,low_pet_city_signal,0.0546277207843434,0.0,0.0,0.0,0.0,0,14842.669921875,22.1688232421875,0,0
SZ500_0006_0063,宝安区,113.78101652,22.67980169,0.25,1.0,no,,low_pet_city_signal,0.1491598065858176,0.0,0.0,0.0,8.0,0,14842.669921875,210.58607482910156,0,0
SZ500_0006_0064,宝安区,113.78110759,22.68431325,0.25,1.0,no,,low_pet_city_signal,0.1464351176155773,0.0,0.0,0.0,12.0,0,20801.876953125,198.89613342285156,0,0
SZ500_0006_0065,宝安区,113.78119869,22.6888248,0.25,1.0,no,,low_pet_city_signal,0.1454773631949796,0.0,0.0,0.0,15.0,0,20801.876953125,257.87286376953125,0,0
SZ500_0006_0066,宝安区,113.78128981,22.69333635,0.25,1.0,no,,low_pet_city_signal,0.1441506943466794,0.0,0.0,0.0,28.0,0,17766.52734375,285.5242004394531,0,0
SZ500_0006_0067,宝安区,113.78138095,22.6978479,0.25,1.0,no,,low_pet_city_signal,0.1645251533776179,0.0744401084575241,0.0,0.0,21.0,0,17766.52734375,273.5172424316406,0,0
SZ500_0006_0068,宝安区,113.78147212,22.70235945,0.25,1.0,no,,low_pet_city_signal,0.2486978557116139,0.2481011483265388,0.0,0.0,19.0,0,14891.16015625,240.53250122070312,0,0
SZ500_0006_0069,宝安区,113.78156331,22.70687099,0.25,1.0,no,,low_pet_city_signal,0.2569191751877199,0.0973215511471645,0.0,0.0,17.0,0,14891.16015625,245.92210388183594,0,0
SZ500_0006_0070,宝安区,113.78165452,22.71138253,0.25,1.0,no,,low_pet_city_signal,0.2497595459273474,0.1982174937882194,0.0,0.0,16.0,0,14792.6083984375,261.20697021484375,0,0
SZ500_0006_0071,宝安区,113.78174575,22.71589407,0.25,1.0,no,,mixed_or_transitional_zone,0.3709137674918684,0.4213273853653209,0.0504136178734524,1.0,16.0,0,14792.6083984375,135.80174255371094,0,0
SZ500_0006_0072,宝安区,113.78183701,22.72040561,0.25,1.0,no,,low_pet_city_signal,0.1705460416781661,0.089328130149029,0.0,0.0,14.0,0,12935.8359375,148.4147491455078,0,0
SZ500_0006_0073,宝安区,113.78192829,22.72491714,0.25,1.0,no,,low_pet_city_signal,0.1459842802504721,0.0,0.0,0.0,2.0,0,12935.8359375,10.760595321655273,0,0
SZ500_0006_0074,宝安区,113.7820196,22.72942867,0.25,1.0,no,,low_pet_city_signal,0.1459654375648771,0.0,0.0,0.0,11.0,0,13821.265625,213.8841094970703,0,0
SZ500_0006_0075,宝安区,113.78211093,22.73394019,0.25,1.0,no,,low_pet_city_signal,0.156953602343066,0.0297760433830096,0.0,0.0,10.0,0,13781.0888671875,213.52716064453125,0,0
SZ500_0006_0076,宝安区,113.78220228,22.73845172,0.25,1.0,no,,mixed_or_transitional_zone,0.5436157518578288,0.5722652483665123,0.0286494965086834,1.0,23.0,0,13781.0888671875,239.0747528076172,0,0
SZ500_0006_0077,宝安区,113.78229365,22.74296324,0.25,1.0,no,,low_pet_city_signal,0.23849484113747,0.1201647841218099,0.0,0.0,20.0,0,9800.2333984375,103.65174865722656,0,0
SZ500_0006_0078,宝安区,113.78238505,22.74747476,0.212242899,0.848972,no,,low_pet_city_signal,0.1502185374206574,0.0148880216915048,0.0,0.0,4.0,0,9800.2333984375,191.8679962158203,0,0
SZ500_0006_0079,宝安区,113.78247647,22.75198627,0.000602324,0.002409,yes,,low_pet_city_signal,0.0675239164012306,0.0,0.0,0.0,4.0,0,4229.5068359375,10.94102954864502,0,0
SZ500_0007_0049,宝安区,113.78460345,22.61655526,0.000723823,0.002895,yes,,low_pet_city_signal,0.0,0.0,0.0,0.0,0.0,0,,,0,0
SZ500_0007_0050,宝安区,113.78469436,22.62106684,0.093716044,0.374864,yes,,low_pet_city_signal,0.010385400530037,0.0,0.0,0.0,0.0,0,,,0,0
SZ500_0007_0051,宝安区,113.78478529,22.62557842,0.23082597700000002,0.923304,no,,low_pet_city_signal,0.0442870021848722,0.0,0.0,0.0,0.0,0,,,0,0
SZ500_0007_0052,宝安区,113.78487625,22.63008999,0.25,1.0,no,,low_pet_city_signal,0.0808774900433315,0.0,0.0,0.0,0.0,0,,,0,0
SZ500_0007_0053,宝安区,113.78496722,22.63460156,0.25,1.0,no,,low_pet_city_signal,0.0715834971937624,0.0,0.0,0.0,0.0,0,,,0,0
SZ500_0007_0054,宝安区,113.78505822,22.63911313,0.25,1.0,no,,low_pet_city_signal,0.0669922447504656,0.0,0.0,0.0,0.0,0,,,0,0
SZ500_0007_0055,宝安区,113.78514925,22.64362469,0.25,1.0,no,,low_pet_city_signal,0.0624382787095551,0.0,0.0,0.0,0.0,0,0.08174032717943192,,0,0
SZ500_0007_0056,宝安区,113.78524029,22.64813626,0.25,1.0,no,,low_pet_city_signal,0.0598051475959992,0.0,0.0,0.0,0.0,0,0.08174032717943192,,0,0
SZ500_0007_0057,宝安区,113.78533136,22.65264782,0.25,1.0,no,,low_pet_city_signal,0.057499976928644,0.0,0.0,0.0,0.0,0,23.475358963012695,,0,0
SZ500_0007_0058,宝安区,113.78542246,22.65715937,0.25,1.0,no,,low_pet_city_signal,0.0561278542018055,0.0,0.0,0.0,0.0,0,23.475358963012695,,0,0
SZ500_0007_0059,宝安区,113.78551357,22.66167093,0.25,1.0,no,,low_pet_city_signal,0.0551437240821318,0.0,0.0,0.0,0.0,0,55.08671951293945,1.116557002067566,0,0
