grid_id,district_name,grid_emergence_type_v51,emergence_index_v51,suppression_index_v51,queen_neighbor_count,frontier_neighbor_count,frontier_neighbor_share,frontier_v51
SZ500_0005_0056,宝安区,low_pet_city_signal,0.0843544122581622,0.0,8,0,0.0,0
SZ500_0005_0057,宝安区,low_pet_city_signal,0.0764128239582276,0.0,8,0,0.0,0
SZ500_0005_0058,宝安区,low_pet_city_signal,0.0704828229413219,0.0,8,0,0.0,0
SZ500_0005_0059,宝安区,low_pet_city_signal,0.0659590968107823,0.0,8,0,0.0,0
SZ500_0005_0060,宝安区,low_pet_city_signal,0.061887225424074,0.0,8,0,0.0,0
SZ500_0005_0061,宝安区,low_pet_city_signal,0.0589975985526773,0.0,8,0,0.0,0
SZ500_0005_0062,宝安区,low_pet_city_signal,0.1347811888841586,0.0,8,0,0.0,0
SZ500_0005_0063,宝安区,low_pet_city_signal,0.1410114980691121,0.0,8,0,0.0,0
SZ500_0005_0064,宝安区,low_pet_city_signal,0.1339299676762536,0.0,8,0,0.0,0
SZ500_0005_0065,宝安区,low_pet_city_signal,0.1596859322999991,0.0,8,0,0.0,0
SZ500_0005_0066,宝安区,low_pet_city_signal,0.1424378377337488,0.0,8,0,0.0,0
SZ500_0005_0067,宝安区,low_pet_city_signal,0.1467372439963268,0.0148880216915048,8,0,0.0,0
SZ500_0005_0068,宝安区,mixed_or_transitional_zone,0.3666910993955289,0.1982486787383581,8,0,0.0,0
SZ500_0005_0069,宝安区,rule_first_demonstration_zone,0.6639145966911383,0.0777744777541428,8,0,0.0,0
SZ500_0005_0070,宝安区,low_pet_city_signal,0.205279520865382,0.0,8,0,0.0,0
SZ500_0005_0071,宝安区,low_pet_city_signal,0.2216859318466912,0.0533506111373574,8,0,0.0,0
SZ500_0005_0072,宝安区,low_pet_city_signal,0.1323193764366218,0.0,8,0,0.0,0
SZ500_0005_0073,宝安区,low_pet_city_signal,0.1466076640905779,0.0,8,0,0.0,0
SZ500_0005_0074,宝安区,low_pet_city_signal,0.1483583219546535,0.0,8,0,0.0,0
SZ500_0005_0075,宝安区,low_pet_city_signal,0.1403725773793375,0.0,8,0,0.0,0
SZ500_0005_0076,宝安区,low_pet_city_signal,0.1552673456646184,0.0148880216915048,8,0,0.0,0
SZ500_0005_0077,宝安区,low_pet_city_signal,0.181500163701999,0.0,8,0,0.0,0
SZ500_0005_0078,宝安区,low_pet_city_signal,0.0992822358663631,0.0,6,0,0.0,0
SZ500_0006_0051,宝安区,low_pet_city_signal,0.0,0.0,4,0,0.0,0
SZ500_0006_0052,宝安区,low_pet_city_signal,0.0097248848724756,0.0,6,0,0.0,0
SZ500_0006_0053,宝安区,low_pet_city_signal,0.0439912718158793,0.0,7,0,0.0,0
SZ500_0006_0054,宝安区,low_pet_city_signal,0.0814712511646219,0.0,8,0,0.0,0
SZ500_0006_0055,宝安区,low_pet_city_signal,0.0727171570927809,0.0,8,0,0.0,0
SZ500_0006_0056,宝安区,low_pet_city_signal,0.0681846418986649,0.0,8,0,0.0,0
SZ500_0006_0057,宝安区,low_pet_city_signal,0.063899343294916,0.0,8,0,0.0,0
SZ500_0006_0058,宝安区,low_pet_city_signal,0.0609971857437477,0.0,8,0,0.0,0
SZ500_0006_0059,宝安区,low_pet_city_signal,0.0584895761633515,0.0,8,0,0.0,0
SZ500_0006_0060,宝安区,low_pet_city_signal,0.0565813490781313,0.0,8,0,0.0,0
SZ500_0006_0061,宝安区,low_pet_city_signal,0.0553814648881966,0.0,8,0,0.0,0
SZ500_0006_0062,宝安区,low_pet_city_signal,0.0546277207843434,0.0,8,0,0.0,0
SZ500_0006_0063,宝安区,low_pet_city_signal,0.1491598065858176,0.0,8,0,0.0,0
SZ500_0006_0064,宝安区,low_pet_city_signal,0.1464351176155773,0.0,8,0,0.0,0
SZ500_0006_0065,宝安区,low_pet_city_signal,0.1454773631949796,0.0,8,0,0.0,0
SZ500_0006_0066,宝安区,low_pet_city_signal,0.1441506943466794,0.0,8,0,0.0,0
SZ500_0006_0067,宝安区,low_pet_city_signal,0.1645251533776179,0.0744401084575241,8,0,0.0,0
SZ500_0006_0068,宝安区,low_pet_city_signal,0.2486978557116139,0.2481011483265388,8,0,0.0,0
SZ500_0006_0069,宝安区,low_pet_city_signal,0.2569191751877199,0.0973215511471645,8,0,0.0,0
SZ500_0006_0070,宝安区,low_pet_city_signal,0.2497595459273474,0.1982174937882194,8,0,0.0,0
SZ500_0006_0071,宝安区,mixed_or_transitional_zone,0.3709137674918684,0.4213273853653209,8,0,0.0,0
SZ500_0006_0072,宝安区,low_pet_city_signal,0.1705460416781661,0.089328130149029,8,0,0.0,0
SZ500_0006_0073,宝安区,low_pet_city_signal,0.1459842802504721,0.0,8,0,0.0,0
SZ500_0006_0074,宝安区,low_pet_city_signal,0.1459654375648771,0.0,8,0,0.0,0
SZ500_0006_0075,宝安区,low_pet_city_signal,0.156953602343066,0.0297760433830096,8,0,0.0,0
SZ500_0006_0076,宝安区,mixed_or_transitional_zone,0.5436157518578288,0.5722652483665123,8,0,0.0,0
SZ500_0006_0077,宝安区,low_pet_city_signal,0.23849484113747,0.1201647841218099,8,0,0.0,0
SZ500_0006_0078,宝安区,low_pet_city_signal,0.1502185374206574,0.0148880216915048,7,0,0.0,0
SZ500_0006_0079,宝安区,low_pet_city_signal,0.0675239164012306,0.0,4,0,0.0,0
SZ500_0007_0049,宝安区,low_pet_city_signal,0.0,0.0,4,0,0.0,0
SZ500_0007_0050,宝安区,low_pet_city_signal,0.010385400530037,0.0,6,0,0.0,0
SZ500_0007_0051,宝安区,low_pet_city_signal,0.0442870021848722,0.0,7,0,0.0,0
SZ500_0007_0052,宝安区,low_pet_city_signal,0.0808774900433315,0.0,8,0,0.0,0
SZ500_0007_0053,宝安区,low_pet_city_signal,0.0715834971937624,0.0,8,0,0.0,0
SZ500_0007_0054,宝安区,low_pet_city_signal,0.0669922447504656,0.0,8,0,0.0,0
SZ500_0007_0055,宝安区,low_pet_city_signal,0.0624382787095551,0.0,8,0,0.0,0
SZ500_0007_0056,宝安区,low_pet_city_signal,0.0598051475959992,0.0,8,0,0.0,0
SZ500_0007_0057,宝安区,low_pet_city_signal,0.057499976928644,0.0,8,0,0.0,0
SZ500_0007_0058,宝安区,low_pet_city_signal,0.0561278542018055,0.0,8,0,0.0,0
SZ500_0007_0059,宝安区,low_pet_city_signal,0.0551437240821318,0.0,8,0,0.0,0
SZ500_0007_0060,宝安区,low_pet_city_signal,0.0545332195918586,0.0,8,0,0.0,0
SZ500_0007_0061,宝安区,low_pet_city_signal,0.0540926276007986,0.0,8,0,0.0,0
SZ500_0007_0062,宝安区,low_pet_city_signal,0.1313145757644791,0.0,8,0,0.0,0
SZ500_0007_0063,宝安区,low_pet_city_signal,0.130369739429005,0.0,8,0,0.0,0
SZ500_0007_0064,宝安区,low_pet_city_signal,0.1472812642765286,0.0,8,0,0.0,0
SZ500_0007_0065,宝安区,low_pet_city_signal,0.1705648654660964,0.2233203253725725,8,0,0.0,0
SZ500_0007_0066,宝安区,low_pet_city_signal,0.2394485098028918,0.3271428571428572,8,0,0.0,0
SZ500_0007_0067,宝安区,low_pet_city_signal,0.1458763198093607,0.0,8,0,0.0,0
SZ500_0007_0068,宝安区,low_pet_city_signal,0.1278465705711845,0.0,8,0,0.0,0
SZ500_0007_0069,宝安区,low_pet_city_signal,0.1283595448273934,0.0,8,0,0.0,0
SZ500_0007_0070,宝安区,low_pet_city_signal,0.1323278513416045,0.0,8,0,0.0,0
SZ500_0007_0071,宝安区,mixed_or_transitional_zone,0.3958197257322752,0.4316261325471165,8,0,0.0,0
SZ500_0007_0072,宝安区,low_pet_city_signal,0.2448529260197368,0.3121998799239701,8,0,0.0,0
SZ500_0007_0073,宝安区,low_pet_city_signal,0.1298605790775405,0.0,8,0,0.0,0
SZ500_0007_0074,宝安区,low_pet_city_signal,0.1383597843264205,0.0,8,0,0.0,0
SZ500_0007_0075,宝安区,low_pet_city_signal,0.1497475753534255,0.0148880216915048,8,0,0.0,0
SZ500_0007_0076,宝安区,low_pet_city_signal,0.259437072698389,0.2421907235834741,8,0,0.0,0
SZ500_0007_0077,宝安区,low_pet_city_signal,0.1663549943605811,0.0297760433830096,8,0,0.0,0
SZ500_0007_0078,宝安区,mixed_or_transitional_zone,0.4125464809753562,0.3878286262227085,8,0,0.0,0
SZ500_0007_0079,宝安区,low_pet_city_signal,0.1396612130581189,0.0617356734445505,6,0,0.0,0
SZ500_0008_0004,南山区,low_pet_city_signal,0.0,0.0,3,0,0.0,0
SZ500_0008_0005,南山区,low_pet_city_signal,0.0,0.0,3,0,0.0,0
SZ500_0008_0048,宝安区,low_pet_city_signal,0.0,0.0,5,0,0.0,0
SZ500_0008_0049,宝安区,low_pet_city_signal,0.0469051808024802,0.0,7,0,0.0,0
SZ500_0008_0050,宝安区,low_pet_city_signal,0.0818946290745122,0.0,8,0,0.0,0
SZ500_0008_0051,宝安区,low_pet_city_signal,0.072335018883608,0.0,8,0,0.0,0
SZ500_0008_0052,宝安区,low_pet_city_signal,0.0666994722041254,0.0,8,0,0.0,0
SZ500_0008_0053,宝安区,low_pet_city_signal,0.0618085738443255,0.0,8,0,0.0,0
SZ500_0008_0054,宝安区,low_pet_city_signal,0.0589175235495636,0.0,8,0,0.0,0
SZ500_0008_0055,宝安区,low_pet_city_signal,0.056570674053176,0.0,8,0,0.0,0
SZ500_0008_0056,宝安区,low_pet_city_signal,0.0554748953340829,0.0,8,0,0.0,0
SZ500_0008_0057,宝安区,low_pet_city_signal,0.0548778261731079,0.0,8,0,0.0,0
SZ500_0008_0058,宝安区,low_pet_city_signal,0.1323661749396535,0.0,8,0,0.0,0
SZ500_0008_0059,宝安区,low_pet_city_signal,0.0539385557116416,0.0,8,0,0.0,0
SZ500_0008_0060,宝安区,low_pet_city_signal,0.0531455301763968,0.0,8,0,0.0,0
SZ500_0008_0061,宝安区,low_pet_city_signal,0.1309470224586321,0.0,8,0,0.0,0
SZ500_0008_0062,宝安区,low_pet_city_signal,0.1453793543787422,0.0,8,0,0.0,0
SZ500_0008_0063,宝安区,low_pet_city_signal,0.1441870547356084,0.0,8,0,0.0,0
SZ500_0008_0064,宝安区,low_pet_city_signal,0.1456221767279819,0.0148880216915048,8,0,0.0,0
SZ500_0008_0065,宝安区,mixed_or_transitional_zone,0.5346992535757451,0.4490173127038674,8,0,0.0,0
SZ500_0008_0066,宝安区,mixed_or_transitional_zone,0.540593714573181,0.4200772817618288,8,0,0.0,0
SZ500_0008_0067,宝安区,low_pet_city_signal,0.1482456286423085,0.0,8,0,0.0,0
SZ500_0008_0068,宝安区,low_pet_city_signal,0.1418736428262003,0.0,8,0,0.0,0
SZ500_0008_0069,宝安区,low_pet_city_signal,0.1421779807696555,0.0,8,0,0.0,0
SZ500_0008_0070,宝安区,low_pet_city_signal,0.1294175524299197,0.0,8,0,0.0,0
SZ500_0008_0071,宝安区,low_pet_city_signal,0.1432291562565529,0.0,8,0,0.0,0
SZ500_0008_0072,宝安区,low_pet_city_signal,0.1594240504064795,0.0297760433830096,8,0,0.0,0
SZ500_0008_0073,宝安区,low_pet_city_signal,0.2602843307506047,0.1483861590888849,8,0,0.0,0
SZ500_0008_0074,宝安区,low_pet_city_signal,0.1535496783666269,0.0,8,1,0.125,0
SZ500_0008_0075,宝安区,low_pet_city_signal,0.1503087627830457,0.0148880216915048,8,1,0.125,0
SZ500_0008_0076,宝安区,low_pet_city_signal,0.2306994354104945,0.0981235153374478,8,1,0.125,0
SZ500_0008_0077,宝安区,low_pet_city_signal,0.1523525959824746,0.0,8,0,0.0,0
SZ500_0008_0078,宝安区,low_pet_city_signal,0.2228689676785166,0.1203996104180218,8,0,0.0,0
SZ500_0008_0079,宝安区,low_pet_city_signal,0.1084605333166999,0.0,7,0,0.0,0
SZ500_0008_0080,宝安区,low_pet_city_signal,0.0,0.0,6,1,0.16666666666666666,0
SZ500_0008_0081,宝安区,low_pet_city_signal,0.1263532799615409,0.0446640650745145,5,1,0.2,0
SZ500_0008_0082,宝安区,low_pet_city_signal,0.0803711156666484,0.0,5,1,0.2,0
SZ500_0008_0083,宝安区,low_pet_city_signal,0.0881119761090635,0.0,5,0,0.0,0
SZ500_0008_0084,宝安区,low_pet_city_signal,0.065051265354341,0.0,3,0,0.0,0
SZ500_0009_0004,南山区,low_pet_city_signal,0.0565020451429925,0.0,6,0,0.0,0
SZ500_0009_0005,南山区,low_pet_city_signal,0.010269016306327,0.0,5,0,0.0,0
SZ500_0009_0046,宝安区,low_pet_city_signal,0.0,0.0,4,0,0.0,0
SZ500_0009_0047,宝安区,low_pet_city_signal,0.0069281346618049,0.0,6,0,0.0,0
SZ500_0009_0048,宝安区,low_pet_city_signal,0.0402052674405441,0.0,7,0,0.0,0
SZ500_0009_0049,宝安区,low_pet_city_signal,0.0750706414665072,0.0,8,0,0.0,0
SZ500_0009_0050,宝安区,low_pet_city_signal,0.067575400741022,0.0,8,0,0.0,0
SZ500_0009_0051,宝安区,low_pet_city_signal,0.0624116438395074,0.0,8,0,0.0,0
SZ500_0009_0052,宝安区,low_pet_city_signal,0.0586954280521242,0.0,8,0,0.0,0
SZ500_0009_0053,宝安区,low_pet_city_signal,0.0561261328250862,0.0,8,0,0.0,0
SZ500_0009_0054,宝安区,low_pet_city_signal,0.0549099449872136,0.0,8,0,0.0,0
SZ500_0009_0055,宝安区,low_pet_city_signal,0.0544162376313436,0.0,8,0,0.0,0
SZ500_0009_0056,宝安区,low_pet_city_signal,0.0544150076600998,0.0,8,0,0.0,0
SZ500_0009_0057,宝安区,low_pet_city_signal,0.0543063003046023,0.0,8,0,0.0,0
SZ500_0009_0058,宝安区,low_pet_city_signal,0.053667263483579,0.0,8,0,0.0,0
SZ500_0009_0059,宝安区,low_pet_city_signal,0.0522657602920533,0.0,8,0,0.0,0
SZ500_0009_0060,宝安区,low_pet_city_signal,0.1286670205859374,0.0,8,0,0.0,0
SZ500_0009_0061,宝安区,low_pet_city_signal,0.1723441026897642,0.25,8,0,0.0,0
SZ500_0009_0062,宝安区,low_pet_city_signal,0.2667874570574658,0.3418135728191086,8,0,0.0,0
SZ500_0009_0063,宝安区,low_pet_city_signal,0.1495422073725643,0.0595520867660193,8,0,0.0,0
SZ500_0009_0064,宝安区,low_pet_city_signal,0.1509654935419253,0.0595520867660193,8,0,0.0,0
SZ500_0009_0065,宝安区,low_pet_city_signal,0.3019857684155538,0.2256022935576939,8,0,0.0,0
SZ500_0009_0066,宝安区,mixed_or_transitional_zone,0.515784323667234,0.4963089518936031,8,0,0.0,0
SZ500_0009_0067,宝安区,low_pet_city_signal,0.2321155962289804,0.0952589643513375,8,0,0.0,0
SZ500_0009_0068,宝安区,low_pet_city_signal,0.2014831878100627,0.1488802169150483,8,0,0.0,0
SZ500_0009_0069,宝安区,low_pet_city_signal,0.1422580999316912,0.0,8,0,0.0,0
SZ500_0009_0070,宝安区,low_pet_city_signal,0.1422221646653371,0.0,8,0,0.0,0
SZ500_0009_0071,宝安区,low_pet_city_signal,0.142118633781636,0.0,8,0,0.0,0
SZ500_0009_0072,宝安区,low_pet_city_signal,0.2366944376070197,0.3058600757259443,8,0,0.0,0
SZ500_0009_0073,宝安区,mixed_or_transitional_zone,0.3134997318967998,0.380824823800141,8,1,0.125,0
SZ500_0009_0074,宝安区,low_pet_city_signal,0.1909930494229944,0.0446640650745145,8,2,0.25,0
SZ500_0009_0075,宝安区,suppressed_emergence_frontier,0.6513206056521391,0.6395103916744959,8,1,0.125,1
SZ500_0009_0076,宝安区,mixed_or_transitional_zone,0.4597980274757574,0.4868302367007598,8,1,0.125,0
SZ500_0009_0077,宝安区,low_pet_city_signal,0.1457967679995422,0.0148880216915048,8,0,0.0,0
SZ500_0009_0078,宝安区,low_pet_city_signal,0.1484877060282162,0.0,8,0,0.0,0
SZ500_0009_0079,宝安区,low_pet_city_signal,0.1717571665155955,0.0297760433830096,8,0,0.0,0
SZ500_0009_0080,宝安区,mixed_or_transitional_zone,0.3663329246341981,0.288389281606289,8,2,0.25,0
SZ500_0009_0081,宝安区,suppressed_emergence_frontier,0.5570153231238703,0.5613581742967825,8,1,0.125,1
SZ500_0009_0082,宝安区,low_pet_city_signal,0.2774215689801494,0.3030297381497446,8,2,0.25,0
SZ500_0009_0083,宝安区,low_pet_city_signal,0.2221244629651678,0.0,8,0,0.0,0
SZ500_0009_0084,宝安区,low_pet_city_signal,0.0938691429566789,0.0,6,0,0.0,0
SZ500_0010_0003,南山区,low_pet_city_signal,0.0,0.0,5,0,0.0,0
SZ500_0010_0004,南山区,low_pet_city_signal,0.0717103820343337,0.0,7,0,0.0,0
SZ500_0010_0005,南山区,low_pet_city_signal,0.0302345476247144,0.0,6,0,0.0,0
SZ500_0010_0045,宝安区,low_pet_city_signal,0.0,0.0,5,0,0.0,0
SZ500_0010_0046,宝安区,low_pet_city_signal,0.0472543035684926,0.0,7,0,0.0,0
SZ500_0010_0047,宝安区,low_pet_city_signal,0.0804829043229181,0.0,8,0,0.0,0
SZ500_0010_0048,宝安区,low_pet_city_signal,0.0705493637568854,0.0,8,0,0.0,0
SZ500_0010_0049,宝安区,low_pet_city_signal,0.0641267239937134,0.0,8,0,0.0,0
SZ500_0010_0050,宝安区,low_pet_city_signal,0.0593458812230887,0.0,8,0,0.0,0
SZ500_0010_0051,宝安区,low_pet_city_signal,0.0565268259596216,0.0,8,0,0.0,0
SZ500_0010_0052,宝安区,low_pet_city_signal,0.0545994052132823,0.0,8,0,0.0,0
SZ500_0010_0053,宝安区,low_pet_city_signal,0.0535020861630561,0.0,8,0,0.0,0
SZ500_0010_0054,宝安区,low_pet_city_signal,0.0530870943036379,0.0,8,0,0.0,0
SZ500_0010_0055,宝安区,low_pet_city_signal,0.1461420751063733,0.0,8,0,0.0,0
SZ500_0010_0056,宝安区,low_pet_city_signal,0.0533920568951505,0.0,8,0,0.0,0
SZ500_0010_0057,宝安区,low_pet_city_signal,0.0530990339135899,0.0,8,0,0.0,0
SZ500_0010_0058,宝安区,low_pet_city_signal,0.0517402711794016,0.0,8,0,0.0,0
SZ500_0010_0059,宝安区,low_pet_city_signal,0.1274108990839503,0.0,8,0,0.0,0
SZ500_0010_0060,宝安区,low_pet_city_signal,0.1560099020232889,0.0446640650745145,8,1,0.125,0
SZ500_0010_0061,宝安区,low_pet_city_signal,0.2684982167194556,0.24168032911452,8,2,0.25,0
SZ500_0010_0062,宝安区,mixed_or_transitional_zone,0.3214835107758383,0.3747041549178576,8,2,0.25,0
SZ500_0010_0063,宝安区,low_pet_city_signal,0.328249209710016,0.3325833375186702,8,1,0.125,0
SZ500_0010_0064,宝安区,mixed_or_transitional_zone,0.4609854390159876,0.5227582589979727,8,0,0.0,0
SZ500_0010_0065,宝安区,mixed_or_transitional_zone,0.4518082709612664,0.5227535751452445,8,0,0.0,0
SZ500_0010_0066,宝安区,low_pet_city_signal,0.2388360147960841,0.3105749496235709,8,0,0.0,0
SZ500_0010_0067,宝安区,low_pet_city_signal,0.1524042969379664,0.1191041735320386,8,0,0.0,0
SZ500_0010_0068,宝安区,mixed_or_transitional_zone,0.3342591004964546,0.3778873380746517,8,1,0.125,0
SZ500_0010_0069,宝安区,mixed_or_transitional_zone,0.3340883224102382,0.3841151857178328,8,1,0.125,0
SZ500_0010_0070,宝安区,low_pet_city_signal,0.1748975530003967,0.0595520867660193,8,1,0.125,0
SZ500_0010_0071,宝安区,low_pet_city_signal,0.1854607247037735,0.0148880216915048,8,0,0.0,0
