host_key,host_name,normalized_host_name,primary_venue_type,district_name,grid_id,lon_wgs84,lat_wgs84,liminal_class,verification_priority_score,liminal_potential_score,pet_service_exposure_500m,liminal_rule_exposure_800m,explicit_open_rule_exposure_800m,restrictive_rule_exposure_800m,nearest_liminal_rule_m,nearest_explicit_open_rule_m,strongest_rule_source_id,strongest_rule_name,strongest_rule_state,strongest_rule_distance_m,recommended_source_strategy,verification_question,claim_boundary
residential_property|中国凤凰大厦1栋|福田区,中国凤凰大厦1栋,中国凤凰大厦1栋,residential_property,福田区,SZ500_0064_0034,114.06006653204568,22.543790425423875,rule_liminal_threshold_core,1.0523090527962748,0.9452875483791304,0.980510639222744,1.75561586214461,0.5280263578708475,0.0,235.80250150354695,130.03553264027798,PPR_085,深圳国际创新中心A座周边宠物友好空间,explicit_open_rule,130.03553264027798,property_notice|community_public_account|subdistrict_governance_page,Does property/community management designate pet activity space or publish pet access/cleanup rules?,candidate_only_not_observed_pet_friendly
residential_property|中心天元北大堂深圳中心天元1栋ab座住宅|福田区,中心天元北大堂 深圳中心天元1栋AB座住宅,中心天元北大堂中心天元1栋AB座住宅,residential_property,福田区,SZ500_0064_0033,114.05993083921692,22.54131981986576,rule_liminal_threshold_core,1.0486234616526569,0.8960861067990581,2.5981438703316906,1.393410552082053,0.3622734141026119,0.1587302068314919,287.4673454933617,216.31119876460457,PPR_085,深圳国际创新中心A座周边宠物友好空间,explicit_open_rule,216.31119876460457,property_notice|community_public_account|subdistrict_governance_page,Does property/community management designate pet activity space or publish pet access/cleanup rules?,candidate_only_not_observed_pet_friendly
residential_property|中国凤凰大厦|福田区,中国凤凰大厦,中国凤凰大厦,residential_property,福田区,SZ500_0064_0034,114.0596609540914,22.544062089143548,rule_liminal_threshold_core,1.0448350591562066,0.9478927154231206,0.5738274630386733,1.971065870468156,0.4243826824204815,0.0,210.3203544663724,181.27108550217145,PPR_085,深圳国际创新中心A座周边宠物友好空间,explicit_open_rule,181.27108550217145,property_notice|community_public_account|subdistrict_governance_page,Does property/community management designate pet activity space or publish pet access/cleanup rules?,candidate_only_not_observed_pet_friendly
shopping_mall|幺贰面馆深圳之眼购物中心|福田区,幺贰面馆 深圳之眼购物中心,幺贰面馆之眼,shopping_mall,福田区,SZ500_0064_0034,114.0606988887549,22.54335940420264,rule_liminal_threshold_core,1.0441848162812108,0.9699270996802728,1.485828501622853,1.3806065266048273,0.676872351972313,0.0,289.5733808439353,50.47343593331094,PPR_085,深圳国际创新中心A座周边宠物友好空间,explicit_open_rule,50.47343593331094,operator_site_or_mall_notice|wechat_official_account|mall_service_desk_rule,"Does the mall publish pet-entry rules, pet elevators, pet toilets, stroller/carrier rules, or pet-friendly tenant stickers?",candidate_only_not_observed_pet_friendly
shopping_mall|幸运时便利店深圳之眼购物中心|福田区,幸运时便利店 深圳之眼购物中心,幸运时便利之眼,shopping_mall,福田区,SZ500_0064_0034,114.06070088653152,22.54336140077139,rule_liminal_threshold_core,1.0437926256146057,0.9698610397132228,1.4846973555980254,1.3792368348976636,0.6768063530891714,0.0,289.8000696510292,50.52262755819499,PPR_085,深圳国际创新中心A座周边宠物友好空间,explicit_open_rule,50.52262755819499,operator_site_or_mall_notice|wechat_official_account|mall_service_desk_rule,"Does the mall publish pet-entry rules, pet elevators, pet toilets, stroller/carrier rules, or pet-friendly tenant stickers?",candidate_only_not_observed_pet_friendly
shopping_mall|岗厦北地铁站2-6出口深圳之眼购物中心|福田区,岗厦北地铁站2-6出口深圳之眼购物中心,岗厦北地铁站2-6出口之眼,shopping_mall,福田区,SZ500_0064_0034,114.06082676352538,22.54323020251624,rule_liminal_threshold_core,1.0400701425834422,0.9688314810338516,1.6040144270261032,1.3098733437957724,0.6985153971961015,0.0,301.6527693483469,31.128612049833844,PPR_085,深圳国际创新中心A座周边宠物友好空间,explicit_open_rule,31.128612049833844,operator_site_or_mall_notice|wechat_official_account|mall_service_desk_rule,"Does the mall publish pet-entry rules, pet elevators, pet toilets, stroller/carrier rules, or pet-friendly tenant stickers?",candidate_only_not_observed_pet_friendly
residential_property|万物新生|福田区,万物新生,万物新生,residential_property,福田区,SZ500_0064_0034,114.0608078901726,22.54158734416391,rule_liminal_threshold_core,1.0240834107824466,0.902949922739975,3.0302871474002577,1.0991042246130065,0.470443279690153,0.1353313948727916,343.1111812112207,157.80749232653113,PPR_085,深圳国际创新中心A座周边宠物友好空间,explicit_open_rule,157.80749232653113,property_notice|community_public_account|subdistrict_governance_page,Does property/community management designate pet activity space or publish pet access/cleanup rules?,candidate_only_not_observed_pet_friendly
park_or_recreation|极客森超乐场|福田区,极客森超乐场,极客森超乐场,park_or_recreation,福田区,SZ500_0064_0033,114.05975407540032,22.54063816210973,rule_liminal_threshold_core,1.0231607934614142,0.9325068183883544,2.974992627222809,1.1463607980472468,0.2585644477999059,0.20045632286271,332.9821009145039,291.49786275909383,PPR_085,深圳国际创新中心A座周边宠物友好空间,explicit_open_rule,291.49786275909383,official_park_notice|operator_event_page|on_site_rule_board,"Does the public or operator notice explicitly allow pets, designate pet zones, or require leash/cleanup rules?",candidate_only_not_observed_pet_friendly
residential_property|彼岸国际|福田区,彼岸国际,彼岸国际,residential_property,福田区,SZ500_0064_0034,114.06087681896878,22.541578231505003,rule_liminal_threshold_core,1.0175628647003836,0.8996982260798226,3.052059681211907,1.069247496191648,0.469886070070215,0.1346760592445753,349.80568781651374,158.08266981076133,PPR_085,深圳国际创新中心A座周边宠物友好空间,explicit_open_rule,158.08266981076133,property_notice|community_public_account|subdistrict_governance_page,Does property/community management designate pet activity space or publish pet access/cleanup rules?,candidate_only_not_observed_pet_friendly
residential_property|深圳中心天元南大堂|福田区,深圳中心天元南大堂,中心天元南大堂,residential_property,福田区,SZ500_0064_0033,114.0598179882584,22.540909036694075,rule_liminal_threshold_core,1.0133891693890709,0.8718123349894205,2.837243503923809,1.2476053811085674,0.294967735861242,0.1822865265728188,312.97214728762896,261.7462352095705,PPR_085,深圳国际创新中心A座周边宠物友好空间,explicit_open_rule,261.7462352095705,property_notice|community_public_account|subdistrict_governance_page,Does property/community management designate pet activity space or publish pet access/cleanup rules?,candidate_only_not_observed_pet_friendly
shopping_mall|福田深圳之眼购物中心|福田区,福田深圳之眼购物中心,福田之眼,shopping_mall,福田区,SZ500_0064_0034,114.06107750364332,22.5432287917239,rule_liminal_threshold_core,1.0124883941833722,0.9631547021657214,1.6316743778473657,1.1733619561202722,0.7022473493122774,0.0,327.43217456380347,26.58249292956101,PPR_085,深圳国际创新中心A座周边宠物友好空间,explicit_open_rule,26.58249292956101,operator_site_or_mall_notice|wechat_official_account|mall_service_desk_rule,"Does the mall publish pet-entry rules, pet elevators, pet toilets, stroller/carrier rules, or pet-friendly tenant stickers?",candidate_only_not_observed_pet_friendly
residential_property|岭南空间|福田区,岭南空间,岭南空间,residential_property,福田区,SZ500_0064_0033,114.06075794557508,22.54153742965823,rule_liminal_threshold_core,1.011654141911456,0.875203769548485,3.0246222281179294,1.1068775598959952,0.4579934461788391,0.1379179113228071,341.40683166490203,163.99950390975476,PPR_085,深圳国际创新中心A座周边宠物友好空间,explicit_open_rule,163.99950390975476,property_notice|community_public_account|subdistrict_governance_page,Does property/community management designate pet activity space or publish pet access/cleanup rules?,candidate_only_not_observed_pet_friendly
residential_property|华嵘大厦|福田区,华嵘大厦,华嵘大厦,residential_property,福田区,SZ500_0064_0033,114.06086183553305,22.541563257100773,rule_liminal_threshold_core,1.004975844763953,0.8715901301522103,3.050809341967601,1.0716354433819717,0.4662819175730212,0.1354424924226714,349.2613667011012,159.86683103688506,PPR_085,深圳国际创新中心A座周边宠物友好空间,explicit_open_rule,159.86683103688506,property_notice|community_public_account|subdistrict_governance_page,Does property/community management designate pet activity space or publish pet access/cleanup rules?,candidate_only_not_observed_pet_friendly
hotel|芝芝·女子youthhostel|福田区,芝芝·女子Youth Hostel,芝芝·女子YouthHostel,hotel,福田区,SZ500_0064_0034,114.0612504274151,22.54167061484844,rule_liminal_threshold_core,0.9973578484053471,0.9092928085437174,3.00407466097979,0.9486651125442358,0.487268106338812,0.1260643936329708,379.5647437742972,149.57314723689117,PPR_085,深圳国际创新中心A座周边宠物友好空间,explicit_open_rule,149.57314723689117,hotel_group_policy_page|booking_policy_page|operator_phone_verification,"Does the hotel allow pets through general policy, package-only access, cleaning-fee access, or service-animal-only rules?",candidate_only_not_observed_pet_friendly
residential_property|卓悦中心北区2层扶梯旁|福田区,卓悦中心北区2层扶梯旁,卓悦中心北区2层扶梯旁,residential_property,福田区,SZ500_0064_0033,114.0598729369782,22.54078095253984,rule_liminal_threshold_core,0.996397397919965,0.8599678204736855,2.93766509482218,1.1725992765831443,0.2818619560920936,0.1891159068714021,327.5866933434114,271.9322067898625,PPR_085,深圳国际创新中心A座周边宠物友好空间,explicit_open_rule,271.9322067898625,property_notice|community_public_account|subdistrict_governance_page,Does property/community management designate pet activity space or publish pet access/cleanup rules?,candidate_only_not_observed_pet_friendly
shopping_mall|cafemall|福田区,CAFE MALL,CAFEMALL,shopping_mall,福田区,SZ500_0064_0033,114.0607759893518,22.540575463012026,rule_liminal_threshold_core,0.967307089154289,0.9060260670978204,3.257457319930838,0.8518323314604465,0.2846791307952694,0.1815967927937378,407.36779517272953,269.69683392054964,PPR_085,深圳国际创新中心A座周边宠物友好空间,explicit_open_rule,269.69683392054964,operator_site_or_mall_notice|wechat_official_account|mall_service_desk_rule,"Does the mall publish pet-entry rules, pet elevators, pet toilets, stroller/carrier rules, or pet-friendly tenant stickers?",candidate_only_not_observed_pet_friendly
hotel|海蓝青年旅舍|福田区,海蓝青年旅舍,海蓝青年旅舍,hotel,福田区,SZ500_0064_0034,114.0615860920823,22.54158107713028,rule_liminal_threshold_core,0.9639137452007572,0.8924278724231286,3.0545690346287944,0.8271486985526184,0.4491947055308115,0.1238399130357569,415.1446412863566,168.43609427438176,PPR_085,深圳国际创新中心A座周边宠物友好空间,explicit_open_rule,168.43609427438176,hotel_group_policy_page|booking_policy_page|operator_phone_verification,"Does the hotel allow pets through general policy, package-only access, cleaning-fee access, or service-animal-only rules?",candidate_only_not_observed_pet_friendly
residential_property|嘉麟豪庭|福田区,嘉麟豪庭,嘉麟豪庭,residential_property,福田区,SZ500_0064_0034,114.06153514386658,22.54157615967624,rule_liminal_threshold_core,0.955861676535728,0.8677482384111344,3.0528687826810104,0.8415188690937041,0.4517470051413246,0.1247876156011601,410.57950128900814,167.1435770798704,PPR_085,深圳国际创新中心A座周边宠物友好空间,explicit_open_rule,167.1435770798704,property_notice|community_public_account|subdistrict_governance_page,Does property/community management designate pet activity space or publish pet access/cleanup rules?,candidate_only_not_observed_pet_friendly
residential_property|嘉麟豪庭a座|福田区,嘉麟豪庭A座,嘉麟豪庭A座,residential_property,福田区,SZ500_0064_0033,114.06125244052464,22.541437626999667,rule_liminal_threshold_core,0.9545003698400444,0.8407835447217011,3.038629269500113,0.9063260977123588,0.4361959313156233,0.1339122735055505,391.2296008956979,175.09571407619146,PPR_085,深圳国际创新中心A座周边宠物友好空间,explicit_open_rule,175.09571407619146,property_notice|community_public_account|subdistrict_governance_page,Does property/community management designate pet activity space or publish pet access/cleanup rules?,candidate_only_not_observed_pet_friendly
hotel|臻舍太空舱青年酒店|福田区,臻舍太空舱青年酒店,臻舍太空舱青年酒,hotel,福田区,SZ500_0064_0033,114.0615271585184,22.54147517925453,rule_liminal_threshold_core,0.9487733530948846,0.8607550349809562,3.066176453922856,0.8289461323880234,0.4315780077205564,0.1281330792858968,414.5677552277773,177.49490771078487,PPR_085,深圳国际创新中心A座周边宠物友好空间,explicit_open_rule,177.49490771078487,hotel_group_policy_page|booking_policy_page|operator_phone_verification,"Does the hotel allow pets through general policy, package-only access, cleaning-fee access, or service-animal-only rules?",candidate_only_not_observed_pet_friendly
residential_property|岗厦天元·5栋a座|福田区,岗厦天元·5栋A座,岗厦天元·5栋A座,residential_property,福田区,SZ500_0064_0033,114.06073201878095,22.540829518886643,rule_liminal_threshold_core,0.9475764373868608,0.8287206752723948,3.1648512888414886,0.9281432226599146,0.3222098637845869,0.169330246850653,385.1298825341101,242.12913633801944,PPR_085,深圳国际创新中心A座周边宠物友好空间,explicit_open_rule,242.12913633801944,property_notice|community_public_account|subdistrict_governance_page,Does property/community management designate pet activity space or publish pet access/cleanup rules?,candidate_only_not_observed_pet_friendly
hotel|途掌柜楠舍精品民宿|福田区,途掌柜楠舍精品民宿,途掌柜楠舍精品民宿,hotel,福田区,SZ500_0064_0033,114.05931659980452,22.53996394766474,rule_liminal_threshold_core,0.9471519603566664,0.8393409197753053,3.233167144204489,0.958621269335466,0.1799321217544839,0.2652454787108262,376.9223055092525,378.4912243687011,PPR_029,深圳养犬服务平台领养和寻宠功能,conditional_liminal_rule,376.9223055092525,hotel_group_policy_page|booking_policy_page|operator_phone_verification,"Does the hotel allow pets through general policy, package-only access, cleaning-fee access, or service-animal-only rules?",candidate_only_not_observed_pet_friendly
hotel|夜景太空舱国际青年旅舍|福田区,夜景太空舱国际青年旅舍,夜景太空舱国际青年旅舍,hotel,福田区,SZ500_0064_0033,114.0615381491621,22.5414481632906,rule_liminal_threshold_core,0.9460334783752786,0.8588898213441923,3.0696103329608904,0.8217323824298307,0.4254807663934855,0.1288301058270073,416.89336603467353,180.6917044744878,PPR_085,深圳国际创新中心A座周边宠物友好空间,explicit_open_rule,180.6917044744878,hotel_group_policy_page|booking_policy_page|operator_phone_verification,"Does the hotel allow pets through general policy, package-only access, cleaning-fee access, or service-animal-only rules?",candidate_only_not_observed_pet_friendly
hotel|摆渡纯女生青年旅舍|福田区,摆渡纯女生青年旅舍,摆渡纯女生青年旅舍,hotel,福田区,SZ500_0064_0033,114.06158609689562,22.541507082020583,rule_liminal_threshold_core,0.9459190933830214,0.8593145486105329,3.065765781673279,0.8166832317018761,0.4342252046993534,0.126151041171054,418.5377312007679,176.11733394684734,PPR_085,深圳国际创新中心A座周边宠物友好空间,explicit_open_rule,176.11733394684734,hotel_group_policy_page|booking_policy_page|operator_phone_verification,"Does the hotel allow pets through general policy, package-only access, cleaning-fee access, or service-animal-only rules?",candidate_only_not_observed_pet_friendly
hotel|青青女子青旅|福田区,青青女子青旅,青青女子青旅,hotel,福田区,SZ500_0064_0033,114.06162805252178,22.54153901227988,rule_liminal_threshold_core,0.9443381427531619,0.8586440761943092,3.062853293684132,0.8092274921878178,0.4376341850287056,0.1244777400472412,420.9913400511472,174.35219787654708,PPR_085,深圳国际创新中心A座周边宠物友好空间,explicit_open_rule,174.35219787654708,hotel_group_policy_page|booking_policy_page|operator_phone_verification,"Does the hotel allow pets through general policy, package-only access, cleaning-fee access, or service-animal-only rules?",candidate_only_not_observed_pet_friendly
residential_property|安联大厦|福田区,安联大厦,安联大厦,residential_property,福田区,SZ500_0064_0034,114.0585661170168,22.544976900593667,rule_liminal_threshold_core,0.9439678269041054,0.918422719001352,0.181961974302303,1.894613413651252,0.2166328601467624,0.0,219.0266984944409,332.84587473252606,PPR_029,深圳养犬服务平台领养和寻宠功能,conditional_liminal_rule,219.0266984944409,property_notice|community_public_account|subdistrict_governance_page,Does property/community management designate pet activity space or publish pet access/cleanup rules?,candidate_only_not_observed_pet_friendly
hotel|星济青年旅舍|福田区,星济青年旅舍,星济青年旅舍,hotel,福田区,SZ500_0064_0033,114.06155813157294,22.541408133676377,rule_liminal_threshold_core,0.9416638268420339,0.8559276241624771,3.07418445785365,0.8101045521409569,0.4163477868886008,0.1298049027947378,420.7011124198664,185.54619034197927,PPR_085,深圳国际创新中心A座周边宠物友好空间,explicit_open_rule,185.54619034197927,hotel_group_policy_page|booking_policy_page|operator_phone_verification,"Does the hotel allow pets through general policy, package-only access, cleaning-fee access, or service-animal-only rules?",candidate_only_not_observed_pet_friendly
hotel|城市1线太空舱国际青年旅舍|福田区,城市1线太空舱国际青年旅舍,城市1线太空舱国际青年旅舍,hotel,福田区,SZ500_0064_0033,114.06155813157294,22.541408133676377,rule_liminal_threshold_core,0.9416638268420339,0.8559276241624771,3.07418445785365,0.8101045521409569,0.4163477868886008,0.1298049027947378,420.7011124198664,185.54619034197927,PPR_085,深圳国际创新中心A座周边宠物友好空间,explicit_open_rule,185.54619034197927,hotel_group_policy_page|booking_policy_page|operator_phone_verification,"Does the hotel allow pets through general policy, package-only access, cleaning-fee access, or service-animal-only rules?",candidate_only_not_observed_pet_friendly
residential_property|安联大厦a区|福田区,安联大厦A区,安联大厦A区,residential_property,福田区,SZ500_0064_0034,114.05859708076268,22.544991845832325,rule_liminal_threshold_core,0.9386714500636655,0.916115968819296,0.1822967089240856,1.8724793961230568,0.2178078102332349,0.0,221.61201994041545,331.5533980491643,PPR_029,深圳养犬服务平台领养和寻宠功能,conditional_liminal_rule,221.61201994041545,property_notice|community_public_account|subdistrict_governance_page,Does property/community management designate pet activity space or publish pet access/cleanup rules?,candidate_only_not_observed_pet_friendly
residential_property|嘉麟豪庭b座|福田区,嘉麟豪庭B座,嘉麟豪庭B座,residential_property,福田区,SZ500_0064_0033,114.06152815458098,22.54152017467004,rule_liminal_threshold_core,0.9368108347635409,0.8298180566393233,3.060850127641025,0.8353729899990414,0.4406748958302012,0.1266687735625667,412.5188798361285,172.785903045882,PPR_085,深圳国际创新中心A座周边宠物友好空间,explicit_open_rule,172.785903045882,property_notice|community_public_account|subdistrict_governance_page,Does property/community management designate pet activity space or publish pet access/cleanup rules?,candidate_only_not_observed_pet_friendly
residential_property|福岗园|福田区,福岗园,福岗园,residential_property,福田区,SZ500_0064_0033,114.05930460931457,22.540021964389343,rule_liminal_threshold_core,0.9358170493799749,0.8072006299818186,3.182119290141613,0.9833340321003172,0.1836269692078052,0.2597107996488823,370.5180115255495,373.3620379082466,PPR_029,深圳养犬服务平台领养和寻宠功能,conditional_liminal_rule,370.5180115255495,property_notice|community_public_account|subdistrict_governance_page,Does property/community management designate pet activity space or publish pet access/cleanup rules?,candidate_only_not_observed_pet_friendly
residential_property|蓝色城堡|福田区,蓝色城堡,蓝色城堡,residential_property,福田区,SZ500_0064_0034,114.061881787215,22.541710593451853,rule_liminal_threshold_core,0.9339717615441039,0.8598929913006713,3.015016293959593,0.7603151881757689,0.4474942480451127,0.0682366113275927,437.8916410162388,169.29986130657784,PPR_085,深圳国际创新中心A座周边宠物友好空间,explicit_open_rule,169.29986130657784,property_notice|community_public_account|subdistrict_governance_page,Does property/community management designate pet activity space or publish pet access/cleanup rules?,candidate_only_not_observed_pet_friendly
residential_property|嘉麟豪庭c座|福田区,嘉麟豪庭C座,嘉麟豪庭C座,residential_property,福田区,SZ500_0064_0034,114.06178589248888,22.541563756868147,rule_liminal_threshold_core,0.9332634163448822,0.8541824774242635,3.0579612388773727,0.7690236969376044,0.429540379923749,0.121218455995117,434.7753611040934,178.5594806958743,PPR_085,深圳国际创新中心A座周边宠物友好空间,explicit_open_rule,178.5594806958743,property_notice|community_public_account|subdistrict_governance_page,Does property/community management designate pet activity space or publish pet access/cleanup rules?,candidate_only_not_observed_pet_friendly
residential_property|中洲大厦|福田区,中洲大厦,中洲大厦,residential_property,福田区,SZ500_0064_0033,114.05866632160392,22.540082057275008,rule_liminal_threshold_core,0.9289360394485201,0.8112322533583008,2.5526636587672584,1.0966469524772955,0.1636655820345517,0.2629052083859881,343.6532000610023,402.8697606056142,PPR_029,深圳养犬服务平台领养和寻宠功能,conditional_liminal_rule,343.6532000610023,property_notice|community_public_account|subdistrict_governance_page,Does property/community management designate pet activity space or publish pet access/cleanup rules?,candidate_only_not_observed_pet_friendly
hotel|百香苑女子青年旅舍|福田区,百香苑女子青年旅舍,百香苑女子青年旅舍,hotel,福田区,SZ500_0064_0033,114.0612115270364,22.540752738507567,rule_liminal_threshold_core,0.9242927131009386,0.8384356304282778,3.209069810742876,0.7859963908695353,0.3109389960564838,0.1620810346217816,428.8386566034053,250.0119978040759,PPR_085,深圳国际创新中心A座周边宠物友好空间,explicit_open_rule,250.0119978040759,hotel_group_policy_page|booking_policy_page|operator_phone_verification,"Does the hotel allow pets through general policy, package-only access, cleaning-fee access, or service-animal-only rules?",candidate_only_not_observed_pet_friendly
hotel|果果树youthhouse|福田区,果果树YouthHouse,果果树YouthHouse,hotel,福田区,SZ500_0064_0033,114.06175693305975,22.54138581511469,rule_liminal_threshold_core,0.923978421511021,0.8448384335192042,3.0805518315818565,0.7540087830365712,0.3987756804045936,0.127111813215944,440.1791188350668,195.1337728162895,PPR_085,深圳国际创新中心A座周边宠物友好空间,explicit_open_rule,195.1337728162895,hotel_group_policy_page|booking_policy_page|operator_phone_verification,"Does the hotel allow pets through general policy, package-only access, cleaning-fee access, or service-animal-only rules?",candidate_only_not_observed_pet_friendly
