candidate_id,year,name,candidate_classes,candidate_confidence,category_primary,category_secondary,category_tertiary,address,district,lon_wgs84,lat_wgs84,pet_service_weight,grid_id,district_name,a_medical_flag,a_retail_flag,a_grooming_flag,a_boarding_flag,a_training_flag
01d9131ac13ce5b2,2025,理想派宠物用品超市,A_RETAIL,high,购物服务,专卖店,宠物用品店,融创荟地下商业1层108(融创荟大门下扶梯),龙华区,114.01392373288051,22.646176580900097,1.0,SZ500_0054_0056,龙华区,0,1,0,0,0
01e001267bb89ca7,2025,安记宠物店,A_RETAIL,high,购物服务,专卖店,宠物用品店,育才路梨园新村35栋109-110,宝安区,113.9364972540393,22.675526466072835,1.0,SZ500_0038_0063,宝安区,0,1,0,0,0
01e2dc924a4e8a84,2025,宠时光宠物生活馆,A_RETAIL,high,购物服务,专卖店,宠物用品店,民治民福北路30号,龙华区,114.03117051536644,22.62390215360183,1.0,SZ500_0058_0052,龙华区,0,1,0,0,0
01f291e5d0c644aa,2025,苏欣宠物店.洗美寄养.猫舍犬舍,A_RETAIL,high,购物服务,购物相关场所,购物相关场所,辅岐路融湖二期南1门8-18号,龙岗区,114.11694904298722,22.69294133917095,1.0,SZ500_0075_0067,龙岗区,0,1,0,0,0
01feb26d05223e95,2025,宠物猫舍犬舍基地大市场,A_RETAIL,high,购物服务,专卖店,宠物用品店,龙华街道清华社区龙华和平路48号,龙华区,114.03229189685374,22.67418110715125,1.0,SZ500_0058_0063,龙华区,0,1,0,0,0
01ff96655a02479c,2025,深圳迈瑞动物医疗科技股份有限公司,A_MEDICAL,high,公司企业,公司,公司,观澜街道观澜社区观光路1301-88号银星智界三期4号楼,龙华区,114.04373571283432,22.72528889913902,1.15,SZ500_0060_0074,龙华区,1,0,0,0,0
0200b1afeba8af68,2025,侨城宠物诊所,A_MEDICAL,high,医疗保健服务,动物医疗场所,宠物诊所,沙河东路东华大厦A104,南山区,113.96112484328049,22.549843715684545,1.15,SZ500_0044_0035,南山区,1,0,0,0,0
022bac91d73bf3fb,2025,壹宠宠物用品,A_RETAIL,high,购物服务,购物相关场所,购物相关场所,南山村正一坊140,南山区,113.9100484237838,22.520085078479845,1.0,SZ500_0033_0028,南山区,0,1,0,0,0
025e58890006ebb7,2025,雅康宠物,A_MEDICAL,high,医疗保健服务,动物医疗场所,宠物诊所,振明路22-1号附近,光明区,113.90148575809272,22.7757438095242,1.15,SZ500_0030_0085,光明区,1,0,0,0,0
0264e25d43c8da5f,2025,吉宠宠物生活馆(城市山林店),A_RETAIL,high,购物服务,专卖店,宠物用品店,城市山林西商铺B109-1,南山区,113.9090504313961,22.51457260659622,1.0,SZ500_0033_0027,南山区,0,1,0,0,0
026732a02129eefa,2025,米乐乖乖宠物生活馆(欢乐港湾),A_RETAIL,high,购物服务,专卖店,宠物用品店,欢乐港湾B1-018号(临海地铁站出入口步行320米),宝安区,113.88271285638872,22.54599738717313,1.0,SZ500_0027_0034,宝安区,0,1,0,0,0
026f45ba53bcaf9d,2025,泰宁宠物医院(龙华总院),A_MEDICAL,high,医疗保健服务,动物医疗场所,宠物诊所,东环二路美丽家园北区3栋107-109商铺,龙华区,114.02797997965732,22.66084555538184,1.15,SZ500_0057_0060,龙华区,1,0,0,0,0
02a7c4b0d14e2c42,2025,宠爱有家宠物(人民路店),A_RETAIL,high,购物服务,专卖店,宠物用品店,龙华人民路与龙胜路交叉口北180米,龙华区,114.0219846611983,22.643263795197523,1.0,SZ500_0056_0056,龙华区,0,1,0,0,0
02c4501a8c5873ef,2025,暖生宠医大药房(福田店八卦岭店),A_MEDICAL,high,医疗保健服务,动物医疗场所,宠物诊所,八卦岭八卦一路工业区7栋6楼605(园岭地铁站A出口步行500米),福田区,114.09503123952766,22.56006506266155,1.15,SZ500_0071_0038,福田区,1,0,0,0,0
02e234eb5c3ca7de,2025,宠医星宠物医院,A_MEDICAL,high,医疗保健服务,动物医疗场所,宠物诊所,宝源路与金海路交叉口南120米(碧海湾地铁站B口旁),宝安区,113.851801082045,22.576811958129053,1.15,SZ500_0021_0040,宝安区,1,0,0,0,0
0317c1deae89513e,2025,新诺德动物医院,A_MEDICAL,high,医疗保健服务,动物医疗场所,宠物诊所,政丰北路90号,宝安区,113.81513271931756,22.676688161179243,1.15,SZ500_0013_0062,宝安区,1,0,0,0,0
031ac7c903f34c0c,2025,五洲宠物医疗,A_MEDICAL,high,医疗保健服务,动物医疗场所,宠物诊所,龙环二路369号2层,龙华区,114.02595930138769,22.663220568918828,1.15,SZ500_0056_0060,龙华区,1,0,0,0,0
03203dbe18d3d2ee,2025,宠物家(龙华山姆店),A_RETAIL,high,购物服务,专卖店,宠物用品店,华盛珑悦东门旁,龙华区,114.02659754449118,22.652948987876577,1.0,SZ500_0057_0058,龙华区,0,1,0,0,0
03484df48ca6bebd,2025,CatNip猫舍(龙光玖钻店),A_RETAIL,high,购物服务,专卖店,宠物用品店,红木街龙光玖钻南区4A833,龙华区,114.0184173468642,22.623332648365853,1.0,SZ500_0055_0051,龙华区,0,1,0,0,0
035c29855c6e8cb6,2025,CATS SAY萌猫馆(贝尔路店),A_RETAIL,high,购物服务,专卖店,宠物用品店,贝尔路中海日辉台1栋119号,龙岗区,114.06210589540017,22.6439327507352,1.0,SZ500_0064_0056,龙岗区,0,1,0,0,0
0389286f27f4f934,2025,灵康·中兽医·骨科·猫科,A_MEDICAL,high,医疗保健服务,动物医疗场所,兽医站,工业三路与太子路交叉口西40米,南山区,113.9106615063854,22.48998137870637,1.15,SZ500_0033_0021,南山区,1,0,0,0,0
0393556102363a26,2025,诺念宠物(潜龙·华城A区店),A_RETAIL,high,购物服务,专卖店,宠物用品店,民治大道125号,龙华区,114.03923414603784,22.612808563937183,1.0,SZ500_0059_0049,龙华区,0,1,0,0,0
03b6100c840f5439,2025,爱宝康宠物医院(龙岗中骏店),A_MEDICAL,high,医疗保健服务,动物医疗场所,宠物诊所,宝龙街道中骏四季阳光一期1栋11,龙岗区,114.29817094475185,22.72492936956684,1.15,SZ500_0112_0075,龙岗区,1,0,0,0,0
04420611423c3195,2025,米乐乖乖宠物生活馆(西丽宝能店),A_RETAIL,high,购物服务,专卖店,宠物用品店,桃源街道福光社区留仙大道3288号(塘朗地铁站D口旁)宝能环球汇(西丽店)L2层L2010-B,南山区,113.992189731725,22.593852756027417,1.0,SZ500_0050_0045,南山区,0,1,0,0,0
044dafaec0a826a6,2025,宠缘宠物托运,A_RETAIL,high,购物服务,专卖店,宠物用品店,福永街道兴围村南十巷七号,宝安区,113.82648549375467,22.63806851884241,1.0,SZ500_0016_0054,宝安区,0,1,0,0,0
0477609e7d12b8e7,2025,海兰宠物店,A_RETAIL,high,购物服务,购物相关场所,购物相关场所,海城路223-1号(坪洲地铁站D口步行340米),宝安区,113.86427373768126,22.56928198745361,1.0,SZ500_0024_0039,宝安区,0,1,0,0,0
04adef2f09dfb59f,2025,派多格宠物医院(沙头角店),A_MEDICAL,high,医疗保健服务,动物医疗场所,宠物诊所,海山街道鹏湾社区海景二路1015号深中润君临海域C区C1商铺01,盐田区,114.23869060432358,22.55921687906801,1.15,SZ500_0101_0038,盐田区,1,0,0,0,0
04bc24d1778378ab,2025,它主义宠物,A_RETAIL,high,购物服务,专卖店,宠物用品店,锦龙大道16-110,坪山区,114.3241671805699,22.684809729646503,1.0,SZ500_0118_0066,坪山区,0,1,0,0,0
04ce4c9ba27bef9e,2025,宠物心语宠物医院(应人石塘头店),A_MEDICAL|B_AQUARIUM,high,购物服务,花鸟鱼虫市场,宠物市场,石岩街道应人石社区松白路168号103,宝安区,113.91564598899456,22.65381375068633,1.15,SZ500_0034_0058,宝安区,1,0,0,0,0
0520b2a0b6817e03,2025,有间宠舍,A_RETAIL,high,购物服务,专卖店,宠物用品店,园山街道荷坳路94号,龙岗区,114.21787066004563,22.685181303267804,1.0,SZ500_0096_0066,龙岗区,0,1,0,0,0
053fa6f0429c6c0f,2025,深圳猫咪狗狗宠物店,A_RETAIL,high,购物服务,专卖店,宠物用品店,锦龙路与惠康路交叉口东北40米,龙岗区,114.1229530626201,22.600455948557805,1.0,SZ500_0077_0047,龙岗区,0,1,0,0,0
05a0c4209a784084,2025,袖虎宠物(卓悦中心东区店),A_RETAIL,high,购物服务,专卖店,宠物用品店,福华一路348号卓悦中心东区B2层,福田区,114.06098993629732,22.537973276282024,1.0,SZ500_0064_0033,福田区,0,1,0,0,0
05a19cbc5934ab9c,2025,百分百宠物(汇鑫花园店),A_RETAIL,high,购物服务,专卖店,宠物用品店,沿河南路汇鑫花园宠物城3063号10A,罗湖区,114.13127864555814,22.54545825242632,1.0,SZ500_0079_0035,罗湖区,0,1,0,0,0
05b3a39bbc7e9895,2025,袖虎宠物(艺丰花园店),A_RETAIL,high,购物服务,专卖店,宠物用品店,梅林路14号-9商铺(孖岭地铁站C口步行280米),福田区,114.0650818063903,22.572721995435646,1.0,SZ500_0065_0040,福田区,0,1,0,0,0
05dc00e2773b3998,2025,好好宠物医院龙华分院,A_MEDICAL,high,医疗保健服务,动物医疗场所,宠物诊所,和平路和平花园A栋9号商铺,龙华区,114.01596627688886,22.6536160713928,1.15,SZ500_0054_0058,龙华区,1,0,0,0,0
060b037fbfd566d7,2025,瑞鹏宠物医院(华强北分院),A_MEDICAL,high,医疗保健服务,动物医疗场所,宠物诊所,红荔路3001-6号(华新地铁站A1出口旁),福田区,114.08087352918344,22.551367229092087,1.15,SZ500_0068_0036,福田区,1,0,0,0,0
06139f61ed079488,2025,爱龙翔宠物医院(金满堂大厦店),A_MEDICAL,high,医疗保健服务,动物医疗场所,宠物诊所,流塘路13号金满堂大厦,宝安区,113.88061211582452,22.584069967335573,1.15,SZ500_0027_0042,宝安区,1,0,0,0,0
065d66c7d1be4821,2025,米依宠物医院(牙科·外科),A_MEDICAL,high,医疗保健服务,动物医疗场所,宠物诊所,华侨城香山里花园一期1栋101-102室,南山区,113.9708127760883,22.555886404282447,1.15,SZ500_0046_0036,南山区,1,0,0,0,0
068ecbf249f3adc6,2025,维可宠物医院,A_MEDICAL,high,医疗保健服务,动物医疗场所,宠物诊所,布吉街道吉华路234-18号,龙岗区,114.10685469671556,22.61462466003359,1.15,SZ500_0073_0050,龙岗区,1,0,0,0,0
075347c29cccf815,2025,犬喵梦宠物店(中铁·诺德公馆店),A_RETAIL,high,购物服务,专卖店,宠物用品店,永香路中铁诺德公馆一期2栋116号,龙岗区,114.07160790951974,22.62330530491481,1.0,SZ500_0066_0052,龙岗区,0,1,0,0,0
0757a8d5c24dc96e,2025,喵屋(景鸿商业广场店),A_RETAIL,high,购物服务,专卖店,宠物用品店,新安街道上川社区31区上合路67号景鸿商业城1,宝安区,113.89563419485027,22.579461151776364,1.0,SZ500_0030_0041,宝安区,0,1,0,0,0
078f25a675d46c85,2025,瑞派宠物医院,A_MEDICAL,high,医疗保健服务,动物医疗场所,宠物诊所,大新趣坊·JOY PLAZA,南山区,113.91359025145351,22.53582575038854,1.15,SZ500_0034_0032,南山区,1,0,0,0,0
07b7bfd8ece4690e,2025,金色世家宠物,A_RETAIL,high,购物服务,专卖店,宠物用品店,福保街道新港社区新洲路东侧新洲同创汇一层F105商铺,福田区,114.0406248332282,22.516396481687504,1.0,SZ500_0060_0028,福田区,0,1,0,0,0
08109ce21b8488d1,2025,屋虎猫馆(福田kkone店),A_RETAIL,high,购物服务,专卖店,宠物用品店,滨河大道9289号KK one时尚潮流购物中心F2层,福田区,114.02241997016937,22.530161595344723,1.0,SZ500_0056_0031,福田区,0,1,0,0,0
0815ae7ca4d78db8,2025,贝诺宠物医院,A_MEDICAL,high,医疗保健服务,动物医疗场所,宠物诊所,仙乡路与龙岗大道交叉口西北20米,龙岗区,114.27753764003396,22.745852145615743,1.15,SZ500_0108_0080,龙岗区,1,0,0,0,0
081f8feb8c1713cb,2025,哈喽猫咪领养馆宠物店,A_RETAIL,high,购物服务,专卖店,宠物用品店,沙头七路4-11号,宝安区,113.80147879034962,22.731809979671144,1.0,SZ500_0010_0075,宝安区,0,1,0,0,0
084a102c238edce2,2025,宠物美容培训,A_GROOMING,high,科教文化服务,培训机构,培训机构,联润路与布龙路辅路交叉口西南40米,龙华区,113.99231775926332,22.666262470885847,0.95,SZ500_0050_0061,龙华区,0,0,1,0,0
086ad9204d3956ba,2025,猫缘乐宠(撸猫),A_RETAIL,high,购物服务,专卖店,宠物用品店,公明静宁路61号,光明区,113.89128244549948,22.78425055414904,1.0,SZ500_0028_0087,光明区,0,1,0,0,0
0876a11b31a4fb5d,2025,宠物家(宝安天虹购物中心店),A_RETAIL,high,购物服务,专卖店,宠物用品店,西乡大道与新湖路交汇处天虹商场(合正汇一城店)L1层,宝安区,113.86017300162904,22.57815511070953,1.0,SZ500_0023_0041,宝安区,0,1,0,0,0
0886a6bf9a64dc45,2025,TOM喵馆(万科生活广场外围店),A_RETAIL,high,购物服务,专卖店,宠物用品店,新安街道海富社区万科生活广场外围商铺宝安大道2060-15号,宝安区,113.88438722666982,22.56443510965581,1.0,SZ500_0028_0038,宝安区,0,1,0,0,0
08963f7332988729,2025,新爱康宠物医院(平湖总店),A_MEDICAL,high,医疗保健服务,动物医疗场所,宠物诊所,平湖街道新河路1号平吉上苑103,龙岗区,114.11693647029664,22.670821607219168,1.15,SZ500_0075_0062,龙岗区,1,0,0,0,0
08b2175732698a32,2025,半里小宠(横岗花半里·雅筑店),A_RETAIL,high,购物服务,专卖店,宠物用品店,龙岗区横岗街道荷坳社区长江埔路74号半里小宠8号铺,龙岗区,114.22390166016584,22.6794279422182,1.0,SZ500_0097_0065,龙岗区,0,1,0,0,0
08ce740fd9e44e6d,2025,联合宠物医院(新沙分院),A_MEDICAL,high,医疗保健服务,动物医疗场所,宠物诊所,沙井街道新沙路万科翡丽郡花园二期5栋1085-1086商铺,宝安区,113.80803258797826,22.736386679309188,1.15,SZ500_0011_0076,宝安区,1,0,0,0,0
08d31bf40079fd8e,2025,宝龙宠物医院,A_MEDICAL,high,医疗保健服务,动物医疗场所,宠物诊所,东环二路美丽365花园106号商铺,龙华区,114.0258345114488,22.66428967982972,1.15,SZ500_0056_0061,龙华区,1,0,0,0,0
08db9ad59447b8d5,2025,联合宠物医院(新安分院),A_MEDICAL,high,医疗保健服务,动物医疗场所,宠物诊所,新安街道31区怡园路1135号1-8层107单元,宝安区,113.89806044550848,22.57980464040468,1.15,SZ500_0030_0041,宝安区,1,0,0,0,0
08dc1543b243e0d2,2025,宠百,A_MEDICAL|A_RETAIL,high,购物服务,专卖店,宠物用品店,南新社区布沙路167号玉岭花园,龙岗区,114.1465794594609,22.607793724390334,1.15,SZ500_0082_0049,龙岗区,1,1,0,0,0
09054fa224e2f42f,2025,瑞派宠物医院鲲鹏店,A_MEDICAL,high,医疗保健服务,动物医疗场所,宠物诊所,泉园路46-2号,南山区,113.92473521645395,22.54661041256502,1.15,SZ500_0036_0034,南山区,1,0,0,0,0
092922c997603338,2025,洗马布布宠物店,A_RETAIL,high,购物服务,专卖店,宠物用品店,赤石岗小区706号3号铺位,龙岗区,114.29423302375318,22.727258724792428,1.0,SZ500_0111_0076,龙岗区,0,1,0,0,0
09391a6afb20efa5,2025,萌宠俱乐部·赛级洗护·宠物用品·宠物寄养,A_RETAIL|A_BOARDING|B_LEISURE,high,购物服务,专卖店,宠物用品店,西丽街道万科云城三期5栋063号,南山区,113.9413784583354,22.57645861182008,1.1,SZ500_0039_0041,南山区,0,1,0,1,0
0948ae2a48accdaa,2025,小灰灰宠物生活馆(固戍花园店),A_RETAIL,high,购物服务,专卖店,宠物用品店,西乡固戍花园40号商铺,宝安区,113.84019922802892,22.59272854266508,1.0,SZ500_0019_0044,宝安区,0,1,0,0,0
09720a8650d3fa66,2025,101 PET(宝安中心店),A_RETAIL,high,购物服务,专卖店,宠物用品店,新安街道海旺社区新锦安壹号公馆1栋39号,宝安区,113.88965097547324,22.55562017740545,1.0,SZ500_0029_0036,宝安区,0,1,0,0,0
09813c5b1cb6a41d,2025,壹家宠物店(南山店),A_RETAIL,high,购物服务,专卖店,宠物用品店,桂庙路22-95瑞峰创业广场A186号,南山区,113.9209875297377,22.527710077519348,1.0,SZ500_0035_0030,南山区,0,1,0,0,0
09906f1dfdd745bd,2025,猫咪之春宠物店,A_RETAIL,high,购物服务,购物相关场所,购物相关场所,华悦路与华盛路交叉口东60米,龙华区,114.00169425256468,22.678527297612145,1.0,SZ500_0051_0064,龙华区,0,1,0,0,0
0998a8e4e7b0b102,2025,深圳市驰德郝宠物食品有限公司,A_RETAIL,high,公司企业,公司,公司,坪地街道中心社区黄竹北路五巷4号,龙岗区,114.29927217274734,22.76443465149787,1.0,SZ500_0112_0084,龙岗区,0,1,0,0,0
09992a364b7750b8,2025,胖胖家宠物生活馆,A_RETAIL,high,购物服务,专卖店,宠物用品店,龙平西路与和谐路交叉口北120米,龙岗区,114.22150920708069,22.732548551235183,1.0,SZ500_0096_0077,龙岗区,0,1,0,0,0
099e6d21024e474c,2025,贝诺宠物医院(南湾分院),A_MEDICAL,high,医疗保健服务,动物医疗场所,宠物诊所,布沙路127-131号,龙岗区,114.14744551907572,22.609080959509285,1.15,SZ500_0082_0049,龙岗区,1,0,0,0,0
0a3732da36d82c74,2025,木木宠物屋(六约分店),A_RETAIL,high,购物服务,专卖店,宠物用品店,横岗街道六约社区礼耕路18号尚景泰寓2号店一楼木木宠物屋,龙岗区,114.1848731578277,22.63947945990808,1.0,SZ500_0089_0056,龙岗区,0,1,0,0,0
0a4660fddfd6cc94,2025,玛斯宠物,A_RETAIL,high,购物服务,专卖店,宠物用品店,新沙路6号金碧诚大厦1楼1号铺,福田区,114.0428377026537,22.534457491843664,1.0,SZ500_0060_0032,福田区,0,1,0,0,0
0a4fd44e718cf7d6,2025,医佳宠物医院,A_MEDICAL,high,医疗保健服务,动物医疗场所,宠物诊所,大浪街道同胜社区金龙路1号悠山美地家园2栋B136商铺,龙华区,113.9900612905904,22.66804084690009,1.15,SZ500_0049_0061,龙华区,1,0,0,0,0
0a86355294951aa0,2025,得宠·宠物生活馆,A_RETAIL,high,购物服务,专卖店,宠物用品店,坪山街道和平社区立新西路15号201,坪山区,114.34399001810968,22.69232956660345,1.0,SZ500_0122_0068,坪山区,0,1,0,0,0
0aa1cbb605e76dc7,2025,壹+猫舍(绿景公馆1866北区店),A_RETAIL,high,购物服务,专卖店,宠物用品店,绿景公馆1866北区佐阾荟A104铺,龙华区,114.0233862524179,22.630542217020643,1.0,SZ500_0056_0053,龙华区,0,1,0,0,0
0aaa890cd09c2ba7,2025,宠物家(下梅林店),A_RETAIL,high,购物服务,专卖店,宠物用品店,梅林街道梅河社区梅华路226下梅林原股份公司103商铺,福田区,114.0369724969956,22.566093090966582,1.0,SZ500_0059_0039,福田区,0,1,0,0,0
0aba841f106a75a3,2025,一念宠物服务·善终服务,A_MEDICAL,high,医疗保健服务,动物医疗场所,宠物诊所,龙华区元芬建涛科技园A栋(元芬地铁站B口步行250米),龙华区,114.0018250844584,22.66049195355379,1.15,SZ500_0051_0060,龙华区,1,0,0,0,0
0ad259700e2dcf1f,2025,佩佩熊宠物(前海花园2期店),A_RETAIL,high,购物服务,专卖店,宠物用品店,桃园路268-7号(大新地铁站C1口步行210米),南山区,113.90798169273998,22.535524993468705,1.0,SZ500_0033_0032,南山区,0,1,0,0,0
0ae688536483772c,2025,瑞派宠物医院·皮肤科·绝育中心(佰佳百门前院),A_MEDICAL,high,医疗保健服务,动物医疗场所,宠物诊所,南湾街道宝岭社区颂雅苑101,龙岗区,114.13623004720756,22.60991956824573,1.15,SZ500_0079_0049,龙岗区,1,0,0,0,0
0af054502e38e0e6,2025,星期八宠宠物,A_RETAIL,high,购物服务,专卖店,宠物用品店,大浪街道同胜社区华荣路317号,龙华区,113.99311125267192,22.674227285145808,1.0,SZ500_0050_0063,龙华区,0,1,0,0,0
0b34d7dd9a18f73a,2025,狗友会宠物用品店(裕亨花园店),A_RETAIL,high,购物服务,专卖店,宠物用品店,裕亨路裕亨花园7栋106,福田区,114.06613037930823,22.519887303639408,1.0,SZ500_0065_0029,福田区,0,1,0,0,0
0b6d75aa74aab78e,2025,漫漫宠宠物店,A_RETAIL,high,购物服务,购物相关场所,购物相关场所,径贝新村65栋4铺(65-4宠物用品),宝安区,113.8730805938473,22.571724846604173,1.0,SZ500_0025_0039,宝安区,0,1,0,0,0
0b7c186fe631cbc4,2025,创凡宠物医院(龙华分院),A_MEDICAL,high,医疗保健服务,动物医疗场所,宠物诊所,民治街道民泰社区惠鑫公寓B栋127,龙华区,114.04100550146406,22.60324577855131,1.15,SZ500_0060_0047,龙华区,1,0,0,0,0
0b809ef7c0bb2649,2025,My MiniMe小小的我宠物生活馆(南玻科技大厦店),A_RETAIL,high,购物服务,专卖店,宠物用品店,南海大道1010号南玻科技大厦,南山区,113.91376784601324,22.495076941460425,1.0,SZ500_0034_0023,南山区,0,1,0,0,0
0b98dec8393e3923,2025,瑞鹏宠物医院(固戍院),A_MEDICAL,high,医疗保健服务,动物医疗场所,宠物诊所,航城大道怡宝花园首层10-11号,宝安区,113.85293862182326,22.61234307236838,1.15,SZ500_0021_0048,宝安区,1,0,0,0,0
0bf7e72e38bdf80a,2025,明诚宠物,A_RETAIL,high,购物服务,专卖店,宠物用品店,桂花路与厦村路交叉口南40米,龙岗区,114.15926170085396,22.614090916795213,1.0,SZ500_0084_0050,龙岗区,0,1,0,0,0
0c0de2703fc749ac,2025,佳佳源宠物店,A_RETAIL,high,购物服务,购物相关场所,购物相关场所,金鹏路与长盛路交叉口西60米,龙岗区,114.11193627813752,22.609447903094075,1.0,SZ500_0074_0049,龙岗区,0,1,0,0,0
0c62a5b35a9860d7,2025,龙翔宠物医院(华夏路),A_MEDICAL,high,医疗保健服务,动物医疗场所,宠物诊所,光明街道华夏路美景花园商铺44-28号,光明区,113.93692356920384,22.75856396266144,1.15,SZ500_0038_0081,光明区,1,0,0,0,0
0c69500fc683a777,2025,萌小糯宠物生活馆(玉华花园店),A_RETAIL,high,购物服务,专卖店,宠物用品店,人民路玉华花园玉磷阁108号,龙华区,114.02254733960916,22.643553147189994,1.0,SZ500_0056_0056,龙华区,0,1,0,0,0
0c85e0253f22b289,2025,宠壮壮宠物用品猫粮狗粮猫砂笼子连锁超市,A_RETAIL,high,购物服务,专卖店,宠物用品店,民利路与民富路交叉口西北180米,龙华区,114.03125065862956,22.619092750943,1.0,SZ500_0058_0051,龙华区,0,1,0,0,0
0c970f1e317d11e6,2025,蔚蓝宠物馆(东方瑞景苑店),A_RETAIL,high,购物服务,专卖店,宠物用品店,东方瑞景苑A座105.106商铺,龙岗区,114.26374369411282,22.73167795391709,1.0,SZ500_0105_0077,龙岗区,0,1,0,0,0
0c9c9a3f09e56798,2025,可可拉宠物酒店,A_BOARDING,high,购物服务,专卖店,专营店,龙岗街道南联社区沿河南路27-50号金地凯旋广场1栋E单元101商铺,龙岗区,114.24499375483316,22.71431708096709,1.1,SZ500_0101_0073,龙岗区,0,0,0,1,0
0cb4ce304cf9fe55,2025,猫博士24h宠物医院猫骨科急重症异宠专科,A_MEDICAL,high,医疗保健服务,动物医疗场所,宠物诊所,畔湖一路191号(凤凰城地铁站A口步行180米),光明区,113.92739922902813,22.748274003461667,1.15,SZ500_0036_0079,光明区,1,0,0,0,0
0cedc9a6c752d811,2025,胖虎宠物用品店,A_RETAIL,high,购物服务,专卖店,宠物用品店,布龙路辅路与和勘一路交叉口北160米,龙岗区,114.0572260854948,22.630732461753563,1.0,SZ500_0063_0053,龙岗区,0,1,0,0,0
0cfc090fb7cb42d2,2025,宠物家(石厦北店),A_RETAIL,high,购物服务,专卖店,宠物用品店,福保街道明月社区石厦北三街7号华荣净菜市场111商铺,福田区,114.0494503205154,22.52803731584333,1.0,SZ500_0062_0030,福田区,0,1,0,0,0
0dcba93c66b29c3d,2025,创凡宠物医院(西乡分院),A_MEDICAL,high,医疗保健服务,动物医疗场所,宠物诊所,西乡街道碧海富通城15栋101,宝安区,113.84949360242564,22.572274541025976,1.15,SZ500_0021_0039,宝安区,1,0,0,0,0
0dd958d98b9600c7,2025,瑞鹏宠物医院(泰宁分院),A_MEDICAL,high,医疗保健服务,动物医疗场所,宠物诊所,爱国路泰宁广场3041号,罗湖区,114.13660557454384,22.56841240342856,1.15,SZ500_0080_0040,罗湖区,1,0,0,0,0
0ddbae262afef70e,2025,于小二宠物(可乐园店),A_RETAIL,high,购物服务,专卖店,宠物用品店,可乐园东门旁,龙华区,113.99488624085193,22.66704755071313,1.0,SZ500_0050_0061,龙华区,0,1,0,0,0
