grid_id,district_name,liminal_surface,liminal_or_frontier_hosts,ecology_silent_hosts,positive_rule_count
SZ500_0005_0059,宝安区,0.0,0.0,0.0,0.0
SZ500_0005_0060,宝安区,0.0,0.0,0.0,0.0
SZ500_0005_0061,宝安区,0.0,0.0,0.0,0.0
SZ500_0005_0062,宝安区,0.0,0.0,0.0,0.0
SZ500_0005_0063,宝安区,0.0,0.0,0.0,0.0
SZ500_0005_0064,宝安区,0.0,0.0,0.0,0.0
SZ500_0005_0065,宝安区,0.0,0.0,0.0,0.0
SZ500_0005_0066,宝安区,0.0,0.0,0.0,0.0
SZ500_0005_0067,宝安区,0.35,0.0,1.0,0.0
SZ500_0005_0068,宝安区,1.0499999999999998,0.0,3.0,0.0
SZ500_0005_0069,宝安区,3.0,3.0,0.0,1.0
SZ500_0005_0070,宝安区,0.0,0.0,0.0,0.0
SZ500_0005_0071,宝安区,0.0,0.0,0.0,0.0
SZ500_0005_0072,宝安区,0.0,0.0,0.0,0.0
SZ500_0005_0073,宝安区,0.0,0.0,0.0,0.0
SZ500_0005_0074,宝安区,0.0,0.0,0.0,0.0
SZ500_0005_0075,宝安区,0.0,0.0,0.0,0.0
SZ500_0005_0076,宝安区,0.35,0.0,1.0,0.0
SZ500_0005_0077,宝安区,0.0,0.0,0.0,0.0
SZ500_0005_0078,宝安区,0.0,0.0,0.0,0.0
SZ500_0006_0051,宝安区,0.0,0.0,0.0,0.0
SZ500_0006_0052,宝安区,0.0,0.0,0.0,0.0
SZ500_0006_0053,宝安区,0.0,0.0,0.0,0.0
SZ500_0006_0054,宝安区,0.0,0.0,0.0,0.0
SZ500_0006_0055,宝安区,0.0,0.0,0.0,0.0
SZ500_0006_0056,宝安区,0.0,0.0,0.0,0.0
SZ500_0006_0057,宝安区,0.0,0.0,0.0,0.0
SZ500_0006_0058,宝安区,0.0,0.0,0.0,0.0
SZ500_0006_0059,宝安区,0.0,0.0,0.0,0.0
SZ500_0006_0060,宝安区,0.0,0.0,0.0,0.0
SZ500_0006_0061,宝安区,0.0,0.0,0.0,0.0
SZ500_0006_0062,宝安区,0.0,0.0,0.0,0.0
SZ500_0006_0063,宝安区,0.0,0.0,0.0,0.0
SZ500_0006_0064,宝安区,0.0,0.0,0.0,0.0
SZ500_0006_0065,宝安区,0.0,0.0,0.0,0.0
SZ500_0006_0066,宝安区,0.0,0.0,0.0,0.0
SZ500_0006_0067,宝安区,1.75,0.0,5.0,0.0
SZ500_0006_0068,宝安区,4.199999999999999,0.0,12.0,0.0
SZ500_0006_0069,宝安区,0.35,0.0,1.0,0.0
SZ500_0006_0070,宝安区,3.15,0.0,9.0,0.0
SZ500_0006_0071,宝安区,5.6,0.0,16.0,0.0
SZ500_0006_0072,宝安区,2.0999999999999996,0.0,6.0,0.0
SZ500_0006_0073,宝安区,0.0,0.0,0.0,0.0
SZ500_0006_0074,宝安区,0.0,0.0,0.0,0.0
SZ500_0006_0075,宝安区,0.7,0.0,2.0,0.0
SZ500_0006_0076,宝安区,10.0,3.0,20.0,0.0
SZ500_0006_0077,宝安区,1.75,0.0,5.0,0.0
SZ500_0006_0078,宝安区,0.35,0.0,1.0,0.0
SZ500_0006_0079,宝安区,0.0,0.0,0.0,0.0
SZ500_0007_0049,宝安区,0.0,0.0,0.0,0.0
SZ500_0007_0050,宝安区,0.0,0.0,0.0,0.0
SZ500_0007_0051,宝安区,0.0,0.0,0.0,0.0
SZ500_0007_0052,宝安区,0.0,0.0,0.0,0.0
SZ500_0007_0053,宝安区,0.0,0.0,0.0,0.0
SZ500_0007_0054,宝安区,0.0,0.0,0.0,0.0
SZ500_0007_0055,宝安区,0.0,0.0,0.0,0.0
SZ500_0007_0056,宝安区,0.0,0.0,0.0,0.0
SZ500_0007_0057,宝安区,0.0,0.0,0.0,0.0
SZ500_0007_0058,宝安区,0.0,0.0,0.0,0.0
SZ500_0007_0059,宝安区,0.0,0.0,0.0,0.0
SZ500_0007_0060,宝安区,0.0,0.0,0.0,0.0
SZ500_0007_0061,宝安区,0.0,0.0,0.0,0.0
SZ500_0007_0062,宝安区,0.0,0.0,0.0,0.0
SZ500_0007_0063,宝安区,0.0,0.0,0.0,0.0
SZ500_0007_0064,宝安区,0.0,0.0,0.0,0.0
SZ500_0007_0065,宝安区,5.25,0.0,15.0,0.0
SZ500_0007_0066,宝安区,8.649999999999999,2.0,19.0,0.0
SZ500_0007_0067,宝安区,0.0,0.0,0.0,0.0
SZ500_0007_0068,宝安区,0.0,0.0,0.0,0.0
SZ500_0007_0069,宝安区,0.0,0.0,0.0,0.0
SZ500_0007_0070,宝安区,0.0,0.0,0.0,0.0
SZ500_0007_0071,宝安区,6.25,1.0,15.0,0.0
SZ500_0007_0072,宝安区,6.6499999999999995,0.0,19.0,0.0
SZ500_0007_0073,宝安区,0.0,0.0,0.0,0.0
SZ500_0007_0074,宝安区,0.0,0.0,0.0,0.0
SZ500_0007_0075,宝安区,0.35,0.0,1.0,0.0
SZ500_0007_0076,宝安区,4.55,0.0,13.0,0.0
SZ500_0007_0077,宝安区,0.7,0.0,2.0,0.0
SZ500_0007_0078,宝安区,5.199999999999999,1.0,12.0,0.0
SZ500_0007_0079,宝安区,0.35,0.0,1.0,0.0
SZ500_0008_0004,南山区,0.0,0.0,0.0,0.0
SZ500_0008_0005,南山区,0.0,0.0,0.0,0.0
SZ500_0008_0048,宝安区,0.0,0.0,0.0,0.0
SZ500_0008_0049,宝安区,0.0,0.0,0.0,0.0
SZ500_0008_0050,宝安区,0.0,0.0,0.0,0.0
SZ500_0008_0051,宝安区,0.0,0.0,0.0,0.0
SZ500_0008_0052,宝安区,0.0,0.0,0.0,0.0
SZ500_0008_0053,宝安区,0.0,0.0,0.0,0.0
SZ500_0008_0054,宝安区,0.0,0.0,0.0,0.0
SZ500_0008_0055,宝安区,0.0,0.0,0.0,0.0
SZ500_0008_0056,宝安区,0.0,0.0,0.0,0.0
SZ500_0008_0057,宝安区,0.0,0.0,0.0,0.0
SZ500_0008_0058,宝安区,0.0,0.0,0.0,0.0
SZ500_0008_0059,宝安区,0.0,0.0,0.0,0.0
SZ500_0008_0060,宝安区,0.0,0.0,0.0,0.0
SZ500_0008_0061,宝安区,0.0,0.0,0.0,0.0
SZ500_0008_0062,宝安区,0.0,0.0,0.0,0.0
SZ500_0008_0063,宝安区,0.0,0.0,0.0,0.0
SZ500_0008_0064,宝安区,0.35,0.0,1.0,0.0
SZ500_0008_0065,宝安区,5.8,3.0,8.0,0.0
SZ500_0008_0066,宝安区,4.449999999999999,2.0,7.0,0.0
SZ500_0008_0067,宝安区,0.0,0.0,0.0,0.0
SZ500_0008_0068,宝安区,0.0,0.0,0.0,0.0
SZ500_0008_0069,宝安区,0.0,0.0,0.0,0.0
SZ500_0008_0070,宝安区,0.0,0.0,0.0,0.0
SZ500_0008_0071,宝安区,0.0,0.0,0.0,0.0
SZ500_0008_0072,宝安区,0.7,0.0,2.0,0.0
SZ500_0008_0073,宝安区,2.4,1.0,4.0,0.0
SZ500_0008_0074,宝安区,0.0,0.0,0.0,0.0
SZ500_0008_0075,宝安区,0.35,0.0,1.0,0.0
SZ500_0008_0076,宝安区,2.4,1.0,4.0,0.0
SZ500_0008_0077,宝安区,0.0,0.0,0.0,0.0
SZ500_0008_0078,宝安区,1.4,0.0,4.0,0.0
SZ500_0008_0079,宝安区,0.0,0.0,0.0,0.0
SZ500_0008_0080,宝安区,0.0,0.0,0.0,0.0
SZ500_0008_0081,宝安区,1.0499999999999998,0.0,3.0,0.0
SZ500_0008_0082,宝安区,0.0,0.0,0.0,0.0
SZ500_0008_0083,宝安区,0.0,0.0,0.0,0.0
SZ500_0008_0084,宝安区,0.0,0.0,0.0,0.0
SZ500_0009_0004,南山区,0.0,0.0,0.0,0.0
SZ500_0009_0005,南山区,0.0,0.0,0.0,0.0
SZ500_0009_0046,宝安区,0.0,0.0,0.0,0.0
SZ500_0009_0047,宝安区,0.0,0.0,0.0,0.0
SZ500_0009_0048,宝安区,0.0,0.0,0.0,0.0
SZ500_0009_0049,宝安区,0.0,0.0,0.0,0.0
SZ500_0009_0050,宝安区,0.0,0.0,0.0,0.0
SZ500_0009_0051,宝安区,0.0,0.0,0.0,0.0
SZ500_0009_0052,宝安区,0.0,0.0,0.0,0.0
SZ500_0009_0053,宝安区,0.0,0.0,0.0,0.0
SZ500_0009_0054,宝安区,0.0,0.0,0.0,0.0
SZ500_0009_0055,宝安区,0.0,0.0,0.0,0.0
SZ500_0009_0056,宝安区,0.0,0.0,0.0,0.0
SZ500_0009_0057,宝安区,0.0,0.0,0.0,0.0
SZ500_0009_0058,宝安区,0.0,0.0,0.0,0.0
SZ500_0009_0059,宝安区,0.0,0.0,0.0,0.0
SZ500_0009_0060,宝安区,0.0,0.0,0.0,0.0
SZ500_0009_0061,宝安区,6.3,0.0,18.0,0.0
SZ500_0009_0062,宝安区,14.0,0.0,40.0,0.0
SZ500_0009_0063,宝安区,1.4,0.0,4.0,0.0
SZ500_0009_0064,宝安区,1.4,0.0,4.0,0.0
SZ500_0009_0065,宝安区,2.8,0.0,8.0,0.0
SZ500_0009_0066,宝安区,5.199999999999999,1.0,12.0,0.0
SZ500_0009_0067,宝安区,1.0499999999999998,0.0,3.0,0.0
SZ500_0009_0068,宝安区,3.5,0.0,10.0,0.0
SZ500_0009_0069,宝安区,0.0,0.0,0.0,0.0
SZ500_0009_0070,宝安区,0.0,0.0,0.0,0.0
SZ500_0009_0071,宝安区,0.0,0.0,0.0,0.0
SZ500_0009_0072,宝安区,5.6,0.0,16.0,0.0
SZ500_0009_0073,宝安区,5.949999999999999,0.0,17.0,0.0
SZ500_0009_0074,宝安区,1.0499999999999998,0.0,3.0,0.0
SZ500_0009_0075,宝安区,38.2,34.0,12.0,0.0
SZ500_0009_0076,宝安区,6.25,1.0,15.0,0.0
SZ500_0009_0077,宝安区,0.35,0.0,1.0,0.0
SZ500_0009_0078,宝安区,0.0,0.0,0.0,0.0
SZ500_0009_0079,宝安区,0.7,0.0,2.0,0.0
SZ500_0009_0080,宝安区,3.8,1.0,8.0,0.0
SZ500_0009_0081,宝安区,10.0,3.0,20.0,0.0
SZ500_0009_0082,宝安区,5.6,0.0,16.0,0.0
SZ500_0009_0083,宝安区,0.0,0.0,0.0,0.0
SZ500_0009_0084,宝安区,0.0,0.0,0.0,0.0
SZ500_0010_0003,南山区,0.0,0.0,0.0,0.0
SZ500_0010_0004,南山区,0.0,0.0,0.0,0.0
SZ500_0010_0005,南山区,0.0,0.0,0.0,0.0
SZ500_0010_0045,宝安区,0.0,0.0,0.0,0.0
SZ500_0010_0046,宝安区,0.0,0.0,0.0,0.0
SZ500_0010_0047,宝安区,0.0,0.0,0.0,0.0
SZ500_0010_0048,宝安区,0.0,0.0,0.0,0.0
SZ500_0010_0049,宝安区,0.0,0.0,0.0,0.0
SZ500_0010_0050,宝安区,0.0,0.0,0.0,0.0
SZ500_0010_0051,宝安区,0.0,0.0,0.0,0.0
SZ500_0010_0052,宝安区,0.0,0.0,0.0,0.0
SZ500_0010_0053,宝安区,0.0,0.0,0.0,0.0
SZ500_0010_0054,宝安区,0.0,0.0,0.0,0.0
SZ500_0010_0055,宝安区,0.0,0.0,0.0,0.0
SZ500_0010_0056,宝安区,0.0,0.0,0.0,0.0
SZ500_0010_0057,宝安区,0.0,0.0,0.0,0.0
SZ500_0010_0058,宝安区,0.0,0.0,0.0,0.0
SZ500_0010_0059,宝安区,0.0,0.0,0.0,0.0
SZ500_0010_0060,宝安区,1.0499999999999998,0.0,3.0,0.0
SZ500_0010_0061,宝安区,3.5,0.0,10.0,0.0
SZ500_0010_0062,宝安区,10.85,0.0,31.0,0.0
SZ500_0010_0063,宝安区,6.8999999999999995,2.0,14.0,0.0
SZ500_0010_0064,宝安区,10.799999999999999,1.0,28.0,0.0
SZ500_0010_0065,宝安区,19.7,5.0,42.0,0.0
SZ500_0010_0066,宝安区,12.6,0.0,36.0,0.0
SZ500_0010_0067,宝安区,2.8,0.0,8.0,0.0
SZ500_0010_0068,宝安区,11.149999999999999,1.0,29.0,0.0
SZ500_0010_0069,宝安区,8.7,1.0,22.0,0.0
SZ500_0010_0070,宝安区,1.4,0.0,4.0,0.0
SZ500_0010_0071,宝安区,0.35,0.0,1.0,0.0
SZ500_0010_0072,宝安区,1.75,0.0,5.0,0.0
SZ500_0010_0073,宝安区,10.35,3.0,21.0,0.0
SZ500_0010_0074,宝安区,14.799999999999999,5.0,28.0,0.0
SZ500_0010_0075,宝安区,5.949999999999999,0.0,17.0,0.0
SZ500_0010_0076,宝安区,1.4,0.0,4.0,0.0
SZ500_0010_0077,宝安区,0.7,0.0,2.0,0.0
SZ500_0010_0078,宝安区,3.8499999999999996,0.0,11.0,0.0
SZ500_0010_0079,宝安区,2.8,0.0,8.0,0.0
SZ500_0010_0080,宝安区,5.949999999999999,0.0,17.0,0.0
SZ500_0010_0081,宝安区,7.15,4.0,9.0,0.0
SZ500_0010_0082,宝安区,5.949999999999999,0.0,17.0,0.0
SZ500_0010_0083,宝安区,0.0,0.0,0.0,0.0
SZ500_0010_0084,宝安区,0.0,0.0,0.0,0.0
SZ500_0010_0085,宝安区,0.0,0.0,0.0,0.0
SZ500_0010_0086,宝安区,0.0,0.0,0.0,0.0
SZ500_0011_0002,南山区,0.0,0.0,0.0,0.0
SZ500_0011_0003,南山区,0.0,0.0,0.0,0.0
SZ500_0011_0004,南山区,0.0,0.0,0.0,0.0
SZ500_0011_0005,南山区,0.0,0.0,0.0,0.0
SZ500_0011_0006,南山区,0.0,0.0,0.0,0.0
SZ500_0011_0043,宝安区,0.0,0.0,0.0,0.0
SZ500_0011_0044,宝安区,0.0,0.0,0.0,0.0
SZ500_0011_0045,宝安区,0.0,0.0,0.0,0.0
SZ500_0011_0046,宝安区,0.0,0.0,0.0,0.0
SZ500_0011_0047,宝安区,0.0,0.0,0.0,0.0
SZ500_0011_0048,宝安区,0.0,0.0,0.0,0.0
SZ500_0011_0049,宝安区,0.0,0.0,0.0,0.0
SZ500_0011_0050,宝安区,0.0,0.0,0.0,0.0
SZ500_0011_0051,宝安区,0.0,0.0,0.0,0.0
SZ500_0011_0052,宝安区,0.0,0.0,0.0,0.0
SZ500_0011_0053,宝安区,0.0,0.0,0.0,0.0
SZ500_0011_0054,宝安区,0.0,0.0,0.0,0.0
SZ500_0011_0055,宝安区,0.0,0.0,0.0,0.0
SZ500_0011_0056,宝安区,0.0,0.0,0.0,0.0
SZ500_0011_0057,宝安区,0.0,0.0,0.0,0.0
SZ500_0011_0058,宝安区,0.0,0.0,0.0,0.0
SZ500_0011_0059,宝安区,0.0,0.0,0.0,0.0
SZ500_0011_0060,宝安区,2.0999999999999996,0.0,6.0,0.0
SZ500_0011_0061,宝安区,14.35,7.0,21.0,0.0
SZ500_0011_0062,宝安区,16.299999999999997,3.0,38.0,0.0
SZ500_0011_0063,宝安区,15.749999999999998,0.0,45.0,0.0
SZ500_0011_0064,宝安区,2.8,0.0,8.0,0.0
SZ500_0011_0065,宝安区,6.949999999999999,1.0,17.0,0.0
SZ500_0011_0066,宝安区,23.75,1.0,65.0,0.0
SZ500_0011_0067,宝安区,9.0,2.0,20.0,0.0
SZ500_0011_0068,宝安区,4.85,1.0,11.0,0.0
SZ500_0011_0069,宝安区,16.25,11.0,15.0,0.0
SZ500_0011_0070,宝安区,4.449999999999999,2.0,7.0,0.0
SZ500_0011_0071,宝安区,1.75,0.0,5.0,0.0
SZ500_0011_0072,宝安区,1.75,0.0,5.0,0.0
SZ500_0011_0073,宝安区,4.5,1.0,10.0,0.0
SZ500_0011_0074,宝安区,7.8,5.0,8.0,0.0
SZ500_0011_0075,宝安区,5.8,3.0,8.0,0.0
SZ500_0011_0076,宝安区,15.85,12.0,11.0,0.0
SZ500_0011_0077,宝安区,6.8999999999999995,2.0,14.0,0.0
SZ500_0011_0078,宝安区,5.6,0.0,16.0,0.0
SZ500_0011_0079,宝安区,0.35,0.0,1.0,0.0
SZ500_0011_0080,宝安区,2.0999999999999996,0.0,6.0,0.0
SZ500_0011_0081,宝安区,12.7,5.0,22.0,0.0
SZ500_0011_0082,宝安区,3.15,0.0,9.0,0.0
SZ500_0011_0083,宝安区,0.0,0.0,0.0,0.0
SZ500_0011_0084,宝安区,0.0,0.0,0.0,0.0
SZ500_0011_0085,宝安区,0.0,0.0,0.0,0.0
SZ500_0011_0086,宝安区,0.0,0.0,0.0,0.0
SZ500_0012_0001,南山区,0.0,0.0,0.0,0.0
SZ500_0012_0002,南山区,0.0,0.0,0.0,0.0
SZ500_0012_0003,南山区,0.0,0.0,0.0,0.0
SZ500_0012_0004,南山区,0.0,0.0,0.0,0.0
SZ500_0012_0005,南山区,0.0,0.0,0.0,0.0
SZ500_0012_0006,南山区,0.0,0.0,0.0,0.0
SZ500_0012_0043,宝安区,0.0,0.0,0.0,0.0
SZ500_0012_0044,宝安区,0.0,0.0,0.0,0.0
SZ500_0012_0045,宝安区,0.0,0.0,0.0,0.0
SZ500_0012_0046,宝安区,0.0,0.0,0.0,0.0
SZ500_0012_0047,宝安区,0.0,0.0,0.0,0.0
SZ500_0012_0048,宝安区,0.0,0.0,0.0,0.0
SZ500_0012_0049,宝安区,0.0,0.0,0.0,0.0
SZ500_0012_0050,宝安区,0.0,0.0,0.0,0.0
SZ500_0012_0051,宝安区,0.0,0.0,0.0,0.0
SZ500_0012_0052,宝安区,0.0,0.0,0.0,0.0
SZ500_0012_0053,宝安区,0.0,0.0,0.0,0.0
SZ500_0012_0054,宝安区,0.0,0.0,0.0,1.0
SZ500_0012_0055,宝安区,0.0,0.0,0.0,0.0
SZ500_0012_0056,宝安区,0.0,0.0,0.0,0.0
SZ500_0012_0057,宝安区,0.0,0.0,0.0,0.0
SZ500_0012_0058,宝安区,0.35,0.0,1.0,0.0
SZ500_0012_0059,宝安区,1.0499999999999998,0.0,3.0,0.0
SZ500_0012_0060,宝安区,4.15,1.0,9.0,0.0
SZ500_0012_0061,宝安区,5.5,2.0,10.0,0.0
SZ500_0012_0062,宝安区,5.35,5.0,1.0,0.0
SZ500_0012_0063,宝安区,4.05,3.0,3.0,0.0
SZ500_0012_0064,宝安区,0.0,0.0,0.0,0.0
SZ500_0012_0065,宝安区,0.0,0.0,0.0,0.0
SZ500_0012_0066,宝安区,3.15,0.0,9.0,0.0
SZ500_0012_0067,宝安区,3.8499999999999996,0.0,11.0,0.0
SZ500_0012_0068,宝安区,15.7,15.0,2.0,0.0
SZ500_0012_0069,宝安区,9.95,4.0,17.0,0.0
SZ500_0012_0070,宝安区,3.8,1.0,8.0,0.0
SZ500_0012_0071,宝安区,0.7,0.0,2.0,0.0
SZ500_0012_0072,宝安区,7.3,1.0,18.0,0.0
SZ500_0012_0073,宝安区,7.0,0.0,20.0,0.0
SZ500_0012_0074,宝安区,2.4,1.0,4.0,0.0
SZ500_0012_0075,宝安区,13.0,6.0,20.0,0.0
SZ500_0012_0076,宝安区,4.1,2.0,6.0,0.0
SZ500_0012_0077,宝安区,3.4,2.0,4.0,0.0
SZ500_0012_0078,宝安区,4.15,1.0,9.0,0.0
SZ500_0012_0079,宝安区,0.0,0.0,0.0,0.0
SZ500_0012_0080,宝安区,0.0,0.0,0.0,0.0
SZ500_0012_0081,宝安区,1.75,0.0,5.0,0.0
SZ500_0012_0082,宝安区,0.35,0.0,1.0,0.0
SZ500_0012_0083,宝安区,0.0,0.0,0.0,0.0
SZ500_0012_0084,宝安区,1.0499999999999998,0.0,3.0,0.0
SZ500_0012_0085,宝安区,0.0,0.0,0.0,0.0
SZ500_0012_0086,宝安区,0.0,0.0,0.0,0.0
SZ500_0012_0087,宝安区,0.0,0.0,0.0,0.0
SZ500_0012_0088,宝安区,0.0,0.0,0.0,0.0
SZ500_0013_0001,南山区,0.0,0.0,0.0,0.0
SZ500_0013_0002,南山区,0.0,0.0,0.0,0.0
SZ500_0013_0003,南山区,0.0,0.0,0.0,0.0
SZ500_0013_0004,南山区,0.0,0.0,0.0,0.0
SZ500_0013_0005,南山区,0.0,0.0,0.0,0.0
SZ500_0013_0006,南山区,0.0,0.0,0.0,0.0
SZ500_0013_0042,宝安区,0.0,0.0,0.0,0.0
SZ500_0013_0043,宝安区,0.0,0.0,0.0,0.0
SZ500_0013_0044,宝安区,0.0,0.0,0.0,0.0
SZ500_0013_0045,宝安区,0.0,0.0,0.0,0.0
SZ500_0013_0046,宝安区,0.0,0.0,0.0,0.0
SZ500_0013_0047,宝安区,0.0,0.0,0.0,0.0
SZ500_0013_0048,宝安区,0.0,0.0,0.0,0.0
SZ500_0013_0049,宝安区,0.0,0.0,0.0,0.0
SZ500_0013_0050,宝安区,0.0,0.0,0.0,0.0
SZ500_0013_0051,宝安区,0.0,0.0,0.0,0.0
SZ500_0013_0052,宝安区,0.0,0.0,0.0,0.0
SZ500_0013_0053,宝安区,0.0,0.0,0.0,0.0
SZ500_0013_0054,宝安区,0.0,0.0,0.0,0.0
SZ500_0013_0055,宝安区,0.0,0.0,0.0,0.0
SZ500_0013_0056,宝安区,0.0,0.0,0.0,0.0
SZ500_0013_0057,宝安区,1.75,0.0,5.0,0.0
SZ500_0013_0058,宝安区,14.0,7.0,20.0,0.0
SZ500_0013_0059,宝安区,8.049999999999999,0.0,23.0,0.0
SZ500_0013_0060,宝安区,8.3,2.0,18.0,0.0
SZ500_0013_0061,宝安区,5.15,2.0,9.0,0.0
SZ500_0013_0062,宝安区,29.65,9.0,59.0,0.0
SZ500_0013_0063,宝安区,27.35,20.0,21.0,0.0
SZ500_0013_0064,宝安区,0.35,0.0,1.0,0.0
SZ500_0013_0065,宝安区,0.0,0.0,0.0,0.0
SZ500_0013_0066,宝安区,3.5,0.0,10.0,0.0
SZ500_0013_0067,宝安区,5.25,0.0,15.0,0.0
SZ500_0013_0068,宝安区,0.35,0.0,1.0,0.0
SZ500_0013_0069,宝安区,1.75,0.0,5.0,0.0
SZ500_0013_0070,宝安区,0.0,0.0,0.0,0.0
SZ500_0013_0071,宝安区,53.25,41.0,35.0,0.0
