grid_id,district_name,district_adcode,boundary_share,edge_cell,intersect_area_m2,valid_area_km2,pet_medical_count,pet_retail_count,pet_grooming_count,pet_boarding_count,pet_training_count,pet_core_service_count,pet_service_diversity_count,pet_core_service_density_per_km2
SZ500_0003_0067,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0003_0068,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0003_0069,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0003_0070,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0003_0071,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0003_0072,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0003_0073,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0003_0074,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0003_0075,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0003_0076,宝安区,440306,0.87395,no,218487.507,0.21848750700000003,0,0,0,0,0,0,0,0.0
SZ500_0003_0077,宝安区,440306,0.08201,yes,20502.56,0.020502560000000003,0,0,0,0,0,0,0,0.0
SZ500_0004_0055,宝安区,440306,0.040931,yes,10232.705,0.010232705,0,0,0,0,0,0,0,0.0
SZ500_0004_0056,宝安区,440306,0.360352,yes,90088.103,0.090088103,0,0,0,0,0,0,0,0.0
SZ500_0004_0057,宝安区,440306,0.732412,no,183102.97,0.18310297,0,0,0,0,0,0,0,0.0
SZ500_0004_0058,宝安区,440306,0.992362,no,248090.527,0.248090527,0,0,0,0,0,0,0,0.0
SZ500_0004_0059,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0004_0060,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0004_0061,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0004_0062,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0004_0063,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0004_0064,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0004_0065,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0004_0066,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0004_0067,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0004_0068,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0004_0069,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0004_0070,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0004_0071,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0004_0072,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0004_0073,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0004_0074,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0004_0075,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0004_0076,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0004_0077,宝安区,440306,0.700518,no,175129.508,0.175129508,0,0,0,0,0,0,0,0.0
SZ500_0004_0078,宝安区,440306,0.001966,yes,491.398,0.000491398,0,0,0,0,0,0,0,0.0
SZ500_0005_0053,宝安区,440306,0.065414,yes,16353.561,0.016353561,0,0,0,0,0,0,0,0.0
SZ500_0005_0054,宝安区,440306,0.505697,no,126424.341,0.126424341,0,0,0,0,0,0,0,0.0
SZ500_0005_0055,宝安区,440306,0.939006,no,234751.561,0.234751561,0,0,0,0,0,0,0,0.0
SZ500_0005_0056,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0005_0057,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0005_0058,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0005_0059,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0005_0060,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0005_0061,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0005_0062,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0005_0063,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0005_0064,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0005_0065,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0005_0066,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0005_0067,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0005_0068,宝安区,440306,1.0,no,250000.0,0.25,0,1,0,0,0,1,1,4.0
SZ500_0005_0069,宝安区,440306,1.0,no,250000.0,0.25,0,2,0,0,0,2,2,8.0
SZ500_0005_0070,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0005_0071,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0005_0072,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0005_0073,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0005_0074,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0005_0075,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0005_0076,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0005_0077,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0005_0078,宝安区,440306,0.353675,yes,88418.693,0.08841869299999999,0,0,0,0,0,0,0,0.0
SZ500_0006_0051,宝安区,440306,0.065462,yes,16365.475,0.016365475,0,0,0,0,0,0,0,0.0
SZ500_0006_0052,宝安区,440306,0.505869,no,126467.157,0.126467157,0,0,0,0,0,0,0,0.0
SZ500_0006_0053,宝安区,440306,0.940369,no,235092.188,0.235092188,0,0,0,0,0,0,0,0.0
SZ500_0006_0054,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0006_0055,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0006_0056,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0006_0057,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0006_0058,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0006_0059,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0006_0060,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0006_0061,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0006_0062,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0006_0063,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0006_0064,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0006_0065,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0006_0066,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0006_0067,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0006_0068,宝安区,440306,1.0,no,250000.0,0.25,0,1,0,0,0,1,2,4.0
SZ500_0006_0069,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0006_0070,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0006_0071,宝安区,440306,1.0,no,250000.0,0.25,0,2,0,0,0,2,1,8.0
SZ500_0006_0072,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0006_0073,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0006_0074,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0006_0075,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0006_0076,宝安区,440306,1.0,no,250000.0,0.25,0,2,1,0,0,3,2,12.0
SZ500_0006_0077,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0006_0078,宝安区,440306,0.848972,no,212242.899,0.212242899,0,0,0,0,0,0,0,0.0
SZ500_0006_0079,宝安区,440306,0.002409,yes,602.324,0.000602324,0,0,0,0,0,0,0,0.0
SZ500_0007_0049,宝安区,440306,0.002895,yes,723.823,0.000723823,0,0,0,0,0,0,0,0.0
SZ500_0007_0050,宝安区,440306,0.374864,yes,93716.044,0.093716044,0,0,0,0,0,0,0,0.0
SZ500_0007_0051,宝安区,440306,0.923304,no,230825.977,0.23082597700000002,0,0,0,0,0,0,0,0.0
SZ500_0007_0052,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0007_0053,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0007_0054,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0007_0055,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0007_0056,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0007_0057,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0007_0058,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0007_0059,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0007_0060,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0007_0061,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0007_0062,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0007_0063,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0007_0064,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0007_0065,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0007_0066,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0007_0067,宝安区,440306,1.0,no,250000.0,0.25,0,1,0,0,0,1,1,4.0
SZ500_0007_0068,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0007_0069,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0007_0070,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0007_0071,宝安区,440306,1.0,no,250000.0,0.25,5,4,0,0,0,9,2,36.0
SZ500_0007_0072,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0007_0073,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0007_0074,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0007_0075,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0007_0076,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0007_0077,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0007_0078,宝安区,440306,1.0,no,250000.0,0.25,0,1,0,0,0,1,1,4.0
SZ500_0007_0079,宝安区,440306,0.280584,yes,70146.03,0.07014603,0,0,0,0,0,0,0,0.0
SZ500_0008_0004,南山区,440305,0.149797,yes,37449.184,0.037449184,0,0,0,0,0,0,0,0.0
SZ500_0008_0005,南山区,440305,0.110637,yes,27659.145,0.027659145,0,0,0,0,0,0,0,0.0
SZ500_0008_0048,宝安区,440306,0.147884,yes,36970.907,0.036970907,0,0,0,0,0,0,0,0.0
SZ500_0008_0049,宝安区,440306,0.742945,no,185736.332,0.185736332,0,0,0,0,0,0,0,0.0
SZ500_0008_0050,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0008_0051,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0008_0052,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0008_0053,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0008_0054,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0008_0055,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0008_0056,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0008_0057,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0008_0058,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0008_0059,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0008_0060,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0008_0061,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0008_0062,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0008_0063,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0008_0064,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0008_0065,宝安区,440306,1.0,no,250000.0,0.25,0,2,0,0,0,2,1,8.0
SZ500_0008_0066,宝安区,440306,1.0,no,250000.0,0.25,0,11,0,0,0,11,1,44.0
SZ500_0008_0067,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0008_0068,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0008_0069,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0008_0070,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0008_0071,宝安区,440306,1.0,no,250000.0,0.25,1,1,0,0,0,2,2,8.0
SZ500_0008_0072,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0008_0073,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0008_0074,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0008_0075,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0008_0076,宝安区,440306,1.0,no,250000.0,0.25,11,0,0,0,0,11,1,44.0
SZ500_0008_0077,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0008_0078,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0008_0079,宝安区,440306,0.9376,no,234399.969,0.234399969,0,0,0,0,0,0,0,0.0
SZ500_0008_0080,宝安区,440306,0.422143,yes,105535.853,0.105535853,0,0,0,0,0,0,0,0.0
SZ500_0008_0081,宝安区,440306,0.180972,yes,45242.92,0.04524292,0,0,0,0,0,0,0,0.0
SZ500_0008_0082,宝安区,440306,0.346795,yes,86698.775,0.08669877499999999,0,0,0,0,0,0,0,0.0
SZ500_0008_0083,宝安区,440306,0.510229,no,127557.229,0.127557229,0,1,0,0,0,1,1,7.839618
SZ500_0008_0084,宝安区,440306,0.028554,yes,7138.489,0.007138489,0,0,0,0,0,0,0,0.0
SZ500_0009_0004,南山区,440305,0.826808,no,206701.931,0.206701931,0,0,0,0,0,0,0,0.0
SZ500_0009_0005,南山区,440305,0.617896,no,154474.085,0.15447408499999998,0,0,0,0,0,0,0,0.0
SZ500_0009_0046,宝安区,440306,0.023868,yes,5966.899,0.005966899,0,0,0,0,0,0,0,0.0
SZ500_0009_0047,宝安区,440306,0.487794,yes,121948.377,0.121948377,0,0,0,0,0,0,0,0.0
SZ500_0009_0048,宝安区,440306,0.968933,no,242233.359,0.242233359,0,0,0,0,0,0,0,0.0
SZ500_0009_0049,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0009_0050,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0009_0051,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0009_0052,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0009_0053,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0009_0054,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0009_0055,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0009_0056,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0009_0057,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0009_0058,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0009_0059,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0009_0060,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0009_0061,宝安区,440306,1.0,no,250000.0,0.25,0,6,0,0,0,6,2,24.0
SZ500_0009_0062,宝安区,440306,1.0,no,250000.0,0.25,0,1,0,0,0,1,1,4.0
SZ500_0009_0063,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0009_0064,宝安区,440306,1.0,no,250000.0,0.25,0,1,0,0,0,1,2,4.0
SZ500_0009_0065,宝安区,440306,1.0,no,250000.0,0.25,0,3,0,0,0,3,1,12.0
SZ500_0009_0066,宝安区,440306,1.0,no,250000.0,0.25,10,0,0,0,0,10,1,40.0
SZ500_0009_0067,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0009_0068,宝安区,440306,1.0,no,250000.0,0.25,0,6,0,0,0,6,1,24.0
SZ500_0009_0069,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0009_0070,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0009_0071,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0009_0072,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0009_0073,宝安区,440306,1.0,no,250000.0,0.25,0,5,0,0,0,5,1,20.0
SZ500_0009_0074,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0009_0075,宝安区,440306,1.0,no,250000.0,0.25,3,4,0,0,0,7,3,28.0
SZ500_0009_0076,宝安区,440306,1.0,no,250000.0,0.25,8,3,0,0,0,11,2,44.0
SZ500_0009_0077,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0009_0078,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0009_0079,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0009_0080,宝安区,440306,1.0,no,250000.0,0.25,0,2,0,0,0,2,1,8.0
SZ500_0009_0081,宝安区,440306,1.0,no,250000.0,0.25,0,1,0,0,0,1,1,4.0
SZ500_0009_0082,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0009_0083,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0009_0084,宝安区,440306,0.520799,no,130199.794,0.130199794,0,0,0,0,0,0,0,0.0
SZ500_0010_0003,南山区,440305,0.16916,yes,42289.931,0.042289930999999996,0,0,0,0,0,0,0,0.0
SZ500_0010_0004,南山区,440305,0.997987,no,249496.841,0.249496841,0,0,0,0,0,0,0,0.0
SZ500_0010_0005,南山区,440305,0.408568,yes,102141.926,0.10214192600000001,0,0,0,0,0,0,0,0.0
SZ500_0010_0045,宝安区,440306,0.235458,yes,58864.441,0.058864440999999997,0,0,0,0,0,0,0,0.0
SZ500_0010_0046,宝安区,440306,0.834902,no,208725.589,0.20872558900000002,0,0,0,0,0,0,0,0.0
SZ500_0010_0047,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0010_0048,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0010_0049,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0010_0050,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0010_0051,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
SZ500_0010_0052,宝安区,440306,1.0,no,250000.0,0.25,0,0,0,0,0,0,0,0.0
