grid_id,district_name,baseline_mismatch_type,service_score,affordance_morphology_score
SZ500_0004_0069,宝安区,low_service_low_morph_affordance,0.0,0.3010747240182196
SZ500_0004_0070,宝安区,low_service_low_morph_affordance,0.0,0.4695214658945572
SZ500_0004_0071,宝安区,low_service_low_morph_affordance,0.0,0.5868089928542103
SZ500_0004_0072,宝安区,low_service_low_morph_affordance,0.0,0.5459721420588489
SZ500_0004_0073,宝安区,low_service_low_morph_affordance,0.0,0.586901042161045
SZ500_0004_0074,宝安区,low_service_high_morph_affordance,0.0,0.6635885461344551
SZ500_0004_0075,宝安区,low_service_low_morph_affordance,0.0,0.5577150191279946
SZ500_0004_0076,宝安区,low_service_low_morph_affordance,0.0,0.4565439042625866
SZ500_0004_0077,宝安区,low_service_low_morph_affordance,0.0,0.5406143062346441
SZ500_0004_0078,宝安区,low_service_low_morph_affordance,0.0,0.5557533110742777
SZ500_0005_0053,宝安区,low_service_low_morph_affordance,0.0,0.5557533110742777
SZ500_0005_0054,宝安区,low_service_low_morph_affordance,0.0,0.5557533110742777
SZ500_0005_0055,宝安区,low_service_low_morph_affordance,0.0,0.5557533110742777
SZ500_0005_0056,宝安区,low_service_low_morph_affordance,0.0,0.5389689462109208
SZ500_0005_0057,宝安区,low_service_low_morph_affordance,0.0,0.5226582112661567
SZ500_0005_0058,宝安区,low_service_low_morph_affordance,0.0,0.544613026097013
SZ500_0005_0059,宝安区,low_service_low_morph_affordance,0.0,0.5519417673977411
SZ500_0005_0060,宝安区,low_service_low_morph_affordance,0.0,0.5678571246555213
SZ500_0005_0061,宝安区,low_service_low_morph_affordance,0.0,0.5410299702711888
SZ500_0005_0062,宝安区,low_service_low_morph_affordance,0.0,0.5150538377702992
SZ500_0005_0063,宝安区,low_service_low_morph_affordance,0.0,0.3767215530892122
SZ500_0005_0064,宝安区,low_service_low_morph_affordance,0.0,0.4130444167525941
SZ500_0005_0065,宝安区,low_service_low_morph_affordance,0.0,0.311424370531988
SZ500_0005_0066,宝安区,low_service_low_morph_affordance,0.0,0.5751312314135234
SZ500_0005_0067,宝安区,low_service_low_morph_affordance,0.0,0.5390331396135081
SZ500_0005_0068,宝安区,low_service_low_morph_affordance,0.0210958043323216,0.5748964775479535
SZ500_0005_0069,宝安区,low_service_low_morph_affordance,0.0421916086646433,0.5474285479722744
SZ500_0005_0070,宝安区,low_service_low_morph_affordance,0.0,0.5586377555835538
SZ500_0005_0071,宝安区,low_service_low_morph_affordance,0.0,0.516388240925026
SZ500_0005_0072,宝安区,low_service_low_morph_affordance,0.0,0.4823448339253378
SZ500_0005_0073,宝安区,low_service_low_morph_affordance,0.0,0.3056450896693256
SZ500_0005_0074,宝安区,low_service_low_morph_affordance,0.0,0.4828628432078071
SZ500_0005_0075,宝安区,low_service_low_morph_affordance,0.0,0.5238399459900247
SZ500_0005_0076,宝安区,low_service_low_morph_affordance,0.0,0.3981868502195134
SZ500_0005_0077,宝安区,low_service_low_morph_affordance,0.0,0.430135519835882
SZ500_0005_0078,宝安区,low_service_low_morph_affordance,0.0,0.5520739914361658
SZ500_0006_0051,宝安区,low_service_low_morph_affordance,0.0,0.5557533110742777
SZ500_0006_0052,宝安区,low_service_low_morph_affordance,0.0,0.5557533110742777
SZ500_0006_0053,宝安区,low_service_low_morph_affordance,0.0,0.5557533110742777
SZ500_0006_0054,宝安区,low_service_low_morph_affordance,0.0,0.5468902753661651
SZ500_0006_0055,宝安区,low_service_low_morph_affordance,0.0,0.5239856049267874
SZ500_0006_0056,宝安区,low_service_low_morph_affordance,0.0,0.537841054258233
SZ500_0006_0057,宝安区,low_service_low_morph_affordance,0.0,0.5553988089182992
SZ500_0006_0058,宝安区,low_service_low_morph_affordance,0.0,0.5744621845213319
SZ500_0006_0059,宝安区,low_service_low_morph_affordance,0.0,0.5622827911280287
SZ500_0006_0060,宝安区,low_service_low_morph_affordance,0.0,0.5503233398989497
SZ500_0006_0061,宝安区,low_service_low_morph_affordance,0.0,0.5440340754450533
SZ500_0006_0062,宝安区,low_service_low_morph_affordance,0.0,0.4708235319700433
SZ500_0006_0063,宝安区,low_service_low_morph_affordance,0.0,0.3704120224681535
SZ500_0006_0064,宝安区,low_service_low_morph_affordance,0.0,0.3743780651903604
SZ500_0006_0065,宝安区,low_service_low_morph_affordance,0.0,0.3540574269897806
SZ500_0006_0066,宝安区,low_service_low_morph_affordance,0.0,0.3386887048545687
SZ500_0006_0067,宝安区,low_service_low_morph_affordance,0.0,0.3458937761353455
SZ500_0006_0068,宝安区,low_service_low_morph_affordance,0.0357024621864487,0.3567753057827432
SZ500_0006_0069,宝安区,low_service_low_morph_affordance,0.0,0.3248027526544168
SZ500_0006_0070,宝安区,low_service_low_morph_affordance,0.0,0.3781507372080151
SZ500_0006_0071,宝安区,low_service_low_morph_affordance,0.0275849508105163,0.4793390348199816
SZ500_0006_0072,宝安区,low_service_low_morph_affordance,0.0,0.4131085636761054
SZ500_0006_0073,宝安区,low_service_low_morph_affordance,0.0,0.4608723267390992
SZ500_0006_0074,宝安区,low_service_low_morph_affordance,0.0,0.3538962816798504
SZ500_0006_0075,宝安区,low_service_low_morph_affordance,0.0,0.349634242344643
SZ500_0006_0076,宝安区,low_service_low_morph_affordance,0.034074097288711,0.394430302980155
SZ500_0006_0077,宝安区,low_service_low_morph_affordance,0.0,0.3732813584028097
SZ500_0006_0078,宝安区,low_service_low_morph_affordance,0.0,0.4001775428290872
SZ500_0006_0079,宝安区,low_service_low_morph_affordance,0.0,0.4253755675515213
SZ500_0007_0049,宝安区,low_service_low_morph_affordance,0.0,0.5557533110742777
SZ500_0007_0050,宝安区,low_service_low_morph_affordance,0.0,0.5557533110742777
SZ500_0007_0051,宝安区,low_service_low_morph_affordance,0.0,0.5557533110742777
SZ500_0007_0052,宝安区,low_service_low_morph_affordance,0.0,0.5480870915979233
SZ500_0007_0053,宝安区,low_service_low_morph_affordance,0.0,0.526110928596508
SZ500_0007_0054,宝安区,low_service_low_morph_affordance,0.0,0.5306711509897586
SZ500_0007_0055,宝安区,low_service_low_morph_affordance,0.0,0.555299230916632
SZ500_0007_0056,宝安区,low_service_low_morph_affordance,0.0,0.57316933303969
SZ500_0007_0057,宝安区,low_service_low_morph_affordance,0.0,0.593124737310444
SZ500_0007_0058,宝安区,low_service_low_morph_affordance,0.0,0.574786921307505
SZ500_0007_0059,宝安区,low_service_low_morph_affordance,0.0,0.5543717090371015
SZ500_0007_0060,宝安区,low_service_low_morph_affordance,0.0,0.534811014432325
SZ500_0007_0061,宝安区,low_service_low_morph_affordance,0.0,0.5029986310287843
SZ500_0007_0062,宝安区,low_service_low_morph_affordance,0.0,0.461911987563501
SZ500_0007_0063,宝安区,low_service_low_morph_affordance,0.0,0.4311619726075992
SZ500_0007_0064,宝安区,low_service_low_morph_affordance,0.0,0.3677886201668079
SZ500_0007_0065,宝安区,low_service_low_morph_affordance,0.0,0.3783022331787607
SZ500_0007_0066,宝安区,low_service_low_morph_affordance,0.0,0.2653298518109249
SZ500_0007_0067,宝安区,low_service_low_morph_affordance,0.0210958043323216,0.4816551246202301
SZ500_0007_0068,宝安区,low_service_low_morph_affordance,0.0,0.4633984187279671
SZ500_0007_0069,宝安区,low_service_low_morph_affordance,0.0,0.4478014334560817
SZ500_0007_0070,宝安区,low_service_low_morph_affordance,0.0,0.4374637373800603
SZ500_0007_0071,宝安区,low_service_low_morph_affordance,0.0638356042899603,0.4575540601909187
SZ500_0007_0072,宝安区,low_service_low_morph_affordance,0.0,0.5124075516362337
SZ500_0007_0073,宝安区,low_service_low_morph_affordance,0.0,0.4214155612983399
SZ500_0007_0074,宝安区,low_service_low_morph_affordance,0.0,0.4277818036430804
SZ500_0007_0075,宝安区,low_service_low_morph_affordance,0.0,0.4427326149293604
SZ500_0007_0076,宝安区,low_service_low_morph_affordance,0.0,0.4554652810576984
SZ500_0007_0077,宝安区,low_service_low_morph_affordance,0.0,0.3948401546089591
SZ500_0007_0078,宝安区,low_service_low_morph_affordance,0.0210958043323216,0.4619155020520079
SZ500_0007_0079,宝安区,low_service_low_morph_affordance,0.0,0.3855512489014672
SZ500_0008_0004,南山区,low_service_low_morph_affordance,0.0,0.5635274734886164
SZ500_0008_0005,南山区,low_service_high_morph_affordance,0.0,0.6329476275141064
SZ500_0008_0048,宝安区,low_service_low_morph_affordance,0.0,0.5557533110742777
SZ500_0008_0049,宝安区,low_service_low_morph_affordance,0.0,0.5557533110742777
SZ500_0008_0050,宝安区,low_service_low_morph_affordance,0.0,0.5557533110742777
SZ500_0008_0051,宝安区,low_service_low_morph_affordance,0.0,0.527668391455838
SZ500_0008_0052,宝安区,low_service_low_morph_affordance,0.0,0.525728097816576
SZ500_0008_0053,宝安区,low_service_low_morph_affordance,0.0,0.5529430981086539
SZ500_0008_0054,宝安区,low_service_low_morph_affordance,0.0,0.5732453641258514
SZ500_0008_0055,宝安区,low_service_low_morph_affordance,0.0,0.5899154351856013
SZ500_0008_0056,宝安区,low_service_low_morph_affordance,0.0,0.5814537391937284
SZ500_0008_0057,宝安区,low_service_low_morph_affordance,0.0,0.5286804202107478
SZ500_0008_0058,宝安区,low_service_low_morph_affordance,0.0,0.4933502078087078
SZ500_0008_0059,宝安区,low_service_low_morph_affordance,0.0,0.4808203738964576
SZ500_0008_0060,宝安区,low_service_low_morph_affordance,0.0,0.3879866546081509
SZ500_0008_0061,宝安区,low_service_low_morph_affordance,0.0,0.4179100909783739
SZ500_0008_0062,宝安区,low_service_low_morph_affordance,0.0,0.4288574409700479
SZ500_0008_0063,宝安区,low_service_low_morph_affordance,0.0,0.3467273414368199
SZ500_0008_0064,宝安区,low_service_low_morph_affordance,0.0,0.3247512188390331
SZ500_0008_0065,宝安区,low_service_low_morph_affordance,0.0210958043323216,0.3518057070696365
SZ500_0008_0066,宝安区,low_service_low_morph_affordance,0.0497730854835165,0.3508365645862183
SZ500_0008_0067,宝安区,low_service_low_morph_affordance,0.0,0.4687580595934696
SZ500_0008_0068,宝安区,low_service_low_morph_affordance,0.0,0.447697245592515
SZ500_0008_0069,宝安区,low_service_low_morph_affordance,0.0,0.348012130127175
SZ500_0008_0070,宝安区,low_service_low_morph_affordance,0.0,0.3784189238280587
SZ500_0008_0071,宝安区,low_service_low_morph_affordance,0.0362466012341319,0.3570040438354147
SZ500_0008_0072,宝安区,low_service_low_morph_affordance,0.0,0.4321387594038539
SZ500_0008_0073,宝安区,low_service_low_morph_affordance,0.0,0.360263052852869
SZ500_0008_0074,宝安区,low_service_low_morph_affordance,0.0,0.3878530004223621
SZ500_0008_0075,宝安区,low_service_low_morph_affordance,0.0,0.4508961505447204
SZ500_0008_0076,宝安区,low_service_low_morph_affordance,0.0438280780530051,0.5359875249581254
SZ500_0008_0077,宝安区,low_service_low_morph_affordance,0.0,0.477223927112567
SZ500_0008_0078,宝安区,low_service_low_morph_affordance,0.0,0.3951707822065342
SZ500_0008_0079,宝安区,low_service_low_morph_affordance,0.0,0.4540750096393657
SZ500_0008_0080,宝安区,low_service_low_morph_affordance,0.0,0.4497260515245466
SZ500_0008_0081,宝安区,low_service_low_morph_affordance,0.0,0.4275781120515269
SZ500_0008_0082,宝安区,low_service_low_morph_affordance,0.0,0.3994170935802792
SZ500_0008_0083,宝安区,low_service_low_morph_affordance,0.0216181259077428,0.3512083831021277
SZ500_0008_0084,宝安区,low_service_low_morph_affordance,0.0,0.5448831896107162
SZ500_0009_0004,南山区,low_service_low_morph_affordance,0.0,0.5503976704415088
SZ500_0009_0005,南山区,low_service_low_morph_affordance,0.0,0.5879993034552681
SZ500_0009_0046,宝安区,low_service_low_morph_affordance,0.0,0.5557533110742777
SZ500_0009_0047,宝安区,low_service_low_morph_affordance,0.0,0.5557533110742777
SZ500_0009_0048,宝安区,low_service_low_morph_affordance,0.0,0.5557533110742777
SZ500_0009_0049,宝安区,low_service_low_morph_affordance,0.0,0.5479467714466634
SZ500_0009_0050,宝安区,low_service_low_morph_affordance,0.0,0.5283108270767252
SZ500_0009_0051,宝安区,low_service_low_morph_affordance,0.0,0.5724711063600779
SZ500_0009_0052,宝安区,low_service_low_morph_affordance,0.0,0.5700065235126366
SZ500_0009_0053,宝安区,low_service_low_morph_affordance,0.0,0.5878841439428036
SZ500_0009_0054,宝安区,low_service_low_morph_affordance,0.0,0.5791065554125094
SZ500_0009_0055,宝安区,low_service_low_morph_affordance,0.0,0.5295224599655876
SZ500_0009_0056,宝安区,low_service_low_morph_affordance,0.0,0.5192082087481825
SZ500_0009_0057,宝安区,low_service_low_morph_affordance,0.0,0.4719146436146165
SZ500_0009_0058,宝安区,low_service_low_morph_affordance,0.0,0.5271715281827261
SZ500_0009_0059,宝安区,low_service_low_morph_affordance,0.0,0.5338170403943784
SZ500_0009_0060,宝安区,low_service_low_morph_affordance,0.0,0.5369835067301827
SZ500_0009_0061,宝安区,low_service_low_morph_affordance,0.0562581797163992,0.4546335482545652
SZ500_0009_0062,宝安区,low_service_low_morph_affordance,0.0210958043323216,0.4492813452219165
SZ500_0009_0063,宝安区,low_service_low_morph_affordance,0.0,0.3783983305633779
SZ500_0009_0064,宝安区,low_service_low_morph_affordance,0.0357024621864487,0.4042593667455308
SZ500_0009_0065,宝安区,low_service_low_morph_affordance,0.0281290898581996,0.3893178594132024
SZ500_0009_0066,宝安区,low_service_low_morph_affordance,0.04868480738815,0.4382798359708045
SZ500_0009_0067,宝安区,low_service_low_morph_affordance,0.0,0.4215060211091251
SZ500_0009_0068,宝安区,low_service_low_morph_affordance,0.0411073828145889,0.4049616108247454
SZ500_0009_0069,宝安区,low_service_low_morph_affordance,0.0,0.3900997053334551
SZ500_0009_0070,宝安区,low_service_low_morph_affordance,0.0,0.4190610752388636
SZ500_0009_0071,宝安区,low_service_low_morph_affordance,0.0,0.3685677269097459
SZ500_0009_0072,宝安区,low_service_low_morph_affordance,0.0,0.4385551976270798
SZ500_0009_0073,宝安区,low_service_low_morph_affordance,0.0470523902451003,0.4257832949707422
SZ500_0009_0074,宝安区,low_service_low_morph_affordance,0.0,0.4615859014096689
SZ500_0009_0075,宝安区,low_service_low_morph_affordance,0.0627473261945938,0.4465336335543664
SZ500_0009_0076,宝安区,high_service_low_morph_affordance,0.0643797433376435,0.5287007250630213
SZ500_0009_0077,宝安区,low_service_low_morph_affordance,0.0,0.4926338154268932
SZ500_0009_0078,宝安区,low_service_low_morph_affordance,0.0,0.4006113137729498
SZ500_0009_0079,宝安区,low_service_low_morph_affordance,0.0,0.4422170680925358
SZ500_0009_0080,宝安区,low_service_low_morph_affordance,0.0275849508105163,0.3853958882708565
SZ500_0009_0081,宝安区,low_service_low_morph_affordance,0.0210958043323216,0.4187382880418886
SZ500_0009_0082,宝安区,low_service_low_morph_affordance,0.0,0.3742404809874039
SZ500_0009_0083,宝安区,low_service_low_morph_affordance,0.0,0.4310124437853584
SZ500_0009_0084,宝安区,low_service_low_morph_affordance,0.0,0.3769652145676134
SZ500_0010_0003,南山区,low_service_low_morph_affordance,0.0,0.5607176775645231
SZ500_0010_0004,南山区,low_service_low_morph_affordance,0.0,0.5864271839798656
SZ500_0010_0005,南山区,low_service_low_morph_affordance,0.0,0.6274792497085228
SZ500_0010_0045,宝安区,low_service_low_morph_affordance,0.0,0.5557533110742777
SZ500_0010_0046,宝安区,low_service_low_morph_affordance,0.0,0.5557533110742777
SZ500_0010_0047,宝安区,low_service_low_morph_affordance,0.0,0.5557533110742777
SZ500_0010_0048,宝安区,low_service_low_morph_affordance,0.0,0.5518064819543712
SZ500_0010_0049,宝安区,low_service_low_morph_affordance,0.0,0.5297567752300547
SZ500_0010_0050,宝安区,low_service_low_morph_affordance,0.0,0.5648786841573928
SZ500_0010_0051,宝安区,low_service_low_morph_affordance,0.0,0.5902123410194282
SZ500_0010_0052,宝安区,low_service_low_morph_affordance,0.0,0.582843123953402
SZ500_0010_0053,宝安区,low_service_low_morph_affordance,0.0,0.533676679935344
SZ500_0010_0054,宝安区,low_service_low_morph_affordance,0.0,0.5002417279999601
SZ500_0010_0055,宝安区,low_service_low_morph_affordance,0.0,0.3566030715689931
SZ500_0010_0056,宝安区,low_service_low_morph_affordance,0.0,0.5208348315054848
SZ500_0010_0057,宝安区,low_service_low_morph_affordance,0.0,0.5360152502944571
SZ500_0010_0058,宝安区,low_service_low_morph_affordance,0.0,0.5884092386561108
SZ500_0010_0059,宝安区,low_service_low_morph_affordance,0.0,0.5693649103277166
SZ500_0010_0060,宝安区,low_service_low_morph_affordance,0.0,0.5113571349191953
SZ500_0010_0061,宝安区,low_service_low_morph_affordance,0.048680755142838,0.4941408215287094
SZ500_0010_0062,宝安区,low_service_low_morph_affordance,0.0405632437669056,0.3884422667859324
SZ500_0010_0063,宝安区,low_service_low_morph_affordance,0.0275849508105163,0.4248127580928549
SZ500_0010_0064,宝安区,low_service_low_morph_affordance,0.0475965292927835,0.4230548536508108
SZ500_0010_0065,宝安区,low_service_low_morph_affordance,0.0351623753840774,0.4848893452468621
SZ500_0010_0066,宝安区,low_service_low_morph_affordance,0.0,0.435840670811993
SZ500_0010_0067,宝安区,low_service_low_morph_affordance,0.0210958043323216,0.3905939678524906
SZ500_0010_0068,宝安区,low_service_low_morph_affordance,0.0421916086646433,0.4277884176972563
SZ500_0010_0069,宝安区,low_service_low_morph_affordance,0.0421916086646433,0.3560051370969241
SZ500_0010_0070,宝安区,low_service_low_morph_affordance,0.0,0.4474485634239826
SZ500_0010_0071,宝安区,low_service_low_morph_affordance,0.0,0.4982415559267776
SZ500_0010_0072,宝安区,low_service_low_morph_affordance,0.0,0.4907224181582471
SZ500_0010_0073,宝安区,high_service_low_morph_affordance,0.0697806117204717,0.474136585246408
SZ500_0010_0074,宝安区,low_service_low_morph_affordance,0.0470523902451003,0.3917937627207346
SZ500_0010_0075,宝安区,low_service_low_morph_affordance,0.0346182363363942,0.4641486249623952
SZ500_0010_0076,宝安区,low_service_low_morph_affordance,0.0210958043323216,0.5175381170454609
SZ500_0010_0077,宝安区,low_service_low_morph_affordance,0.0,0.5341449184926998
SZ500_0010_0078,宝安区,low_service_low_morph_affordance,0.0210958043323216,0.4464132378902691
SZ500_0010_0079,宝安区,low_service_low_morph_affordance,0.0,0.4354244598038308
SZ500_0010_0080,宝安区,low_service_low_morph_affordance,0.0,0.4379117322575981
SZ500_0010_0081,宝安区,high_service_low_morph_affordance,0.0703652728621592,0.4823864647103414
SZ500_0010_0082,宝安区,low_service_low_morph_affordance,0.0,0.3998645709197085
SZ500_0010_0083,宝安区,low_service_low_morph_affordance,0.0,0.4250159667753616
SZ500_0010_0084,宝安区,low_service_low_morph_affordance,0.0,0.3486651355418338
SZ500_0010_0085,宝安区,low_service_low_morph_affordance,0.0,0.3199875533662714
SZ500_0010_0086,宝安区,low_service_low_morph_affordance,0.0,0.4867846390721512
SZ500_0011_0002,南山区,low_service_low_morph_affordance,0.0,0.6214231510447938
SZ500_0011_0003,南山区,low_service_low_morph_affordance,0.0,0.6173030005456432
SZ500_0011_0004,南山区,low_service_low_morph_affordance,0.0,0.6291437386114818
SZ500_0011_0005,南山区,low_service_low_morph_affordance,0.0,0.6060521598260299
SZ500_0011_0006,南山区,low_service_low_morph_affordance,0.0,0.5375333476211573
SZ500_0011_0043,宝安区,low_service_low_morph_affordance,0.0,0.5557533110742777
SZ500_0011_0044,宝安区,low_service_low_morph_affordance,0.0,0.5537803384736616
SZ500_0011_0045,宝安区,low_service_low_morph_affordance,0.0,0.533194978448293
SZ500_0011_0046,宝安区,low_service_low_morph_affordance,0.0,0.5557533110742777
SZ500_0011_0047,宝安区,low_service_low_morph_affordance,0.0,0.5557767499728501
SZ500_0011_0048,宝安区,low_service_low_morph_affordance,0.0,0.5138344089379122
SZ500_0011_0049,宝安区,low_service_low_morph_affordance,0.0,0.5825517406074101
SZ500_0011_0050,宝安区,low_service_low_morph_affordance,0.0,0.5170769537932881
SZ500_0011_0051,宝安区,low_service_low_morph_affordance,0.0,0.4471555371978098
SZ500_0011_0052,宝安区,low_service_low_morph_affordance,0.0,0.4400514278093695
SZ500_0011_0053,宝安区,low_service_low_morph_affordance,0.0,0.3417904197225151
SZ500_0011_0054,宝安区,low_service_low_morph_affordance,0.0,0.5137299568917152
SZ500_0011_0055,宝安区,low_service_low_morph_affordance,0.0,0.5281766354246009
SZ500_0011_0056,宝安区,low_service_low_morph_affordance,0.0,0.5892620166694894
SZ500_0011_0057,宝安区,low_service_low_morph_affordance,0.0,0.5783506548864187
SZ500_0011_0058,宝安区,low_service_low_morph_affordance,0.0,0.6007519282196683
SZ500_0011_0059,宝安区,low_service_low_morph_affordance,0.0,0.5863308535994965
SZ500_0011_0060,宝安区,low_service_low_morph_affordance,0.0427357477123266,0.5203141401484294
SZ500_0011_0061,宝安区,low_service_low_morph_affordance,0.063291465242277,0.4783520569193987
SZ500_0011_0062,宝安区,high_service_low_morph_affordance,0.0914205551004767,0.4919112739124764
SZ500_0011_0063,宝安区,low_service_low_morph_affordance,0.0622072393922226,0.4352131255722322
SZ500_0011_0064,宝安区,low_service_low_morph_affordance,0.0,0.5623433340153448
SZ500_0011_0065,宝安区,low_service_low_morph_affordance,0.034074097288711,0.5373906732566706
SZ500_0011_0066,宝安区,low_service_low_morph_affordance,0.0497730854835165,0.514907338364461
SZ500_0011_0067,宝安区,low_service_low_morph_affordance,0.0638356042899603,0.5320264520914326
SZ500_0011_0068,宝安区,low_service_low_morph_affordance,0.0,0.4128774231534466
SZ500_0011_0069,宝安区,high_service_low_morph_affordance,0.0687328557191095,0.4666745066080469
SZ500_0011_0070,宝安区,low_service_low_morph_affordance,0.0362466012341319,0.3495827555267771
SZ500_0011_0071,宝安区,low_service_low_morph_affordance,0.0,0.4320904472820454
