candidate_id,year,source_file,source_category,source_encoding,source_row_number,raw_id,name,type,typecode,address,lon_wgs84,lat_wgs84,coordinate_source,coordinate_status,province,city,district,adcode,category_primary,category_secondary,category_tertiary,raw_tel_present,candidate_group,candidate_classes,candidate_confidence,match_text_snippet,dedup_key,review_label,review_reason,is_core_service,is_extended_service,is_false_positive,reviewer,review_date
4f49afdcd2afec52,2018,深圳市2018/csv/2018_生活服务.csv,生活服务,utf-8-sig,101243,B0FFIWT18T,深圳市通通宠物酒店,,070000,新桥二路43号B栋,114.095724088,22.7061615761,lon/lat_lowercase,in_shenzhen_bounds,广东省,深圳市,龙岗区,440307,生活服务,生活服务场所,生活服务场所,no,A_high_confidence,A_BOARDING,high,深圳市通通宠物酒店  070000 新桥二路43号B栋 生活服务 生活服务场所 生活服务场所,9d8e89fb39a02dcf,,,,,,,
e751786734b5c451,2018,深圳市2018/csv/2018_生活服务.csv,生活服务,utf-8-sig,125739,B0FFLLD8Q1,怪兽充电(互宠宠物酒店),,072101,红桂路宝泉庄2栋(怡康妇产医院对面),114.106610414,22.5534929803,lon/lat_lowercase,in_shenzhen_bounds,广东省,深圳市,罗湖区,440303,生活服务,共享设备,充电宝,no,A_high_confidence,A_BOARDING,high,怪兽充电(互宠宠物酒店)  072101 红桂路宝泉庄2栋(怡康妇产医院对面) 生活服务 共享设备 充电宝,80e28487c03869bb,,,,,,,
460a8c47767268e1,2018,深圳市2018/csv/2018_购物服务.csv,购物服务,utf-8-sig,135916,B0FFHIFCPK,花花宠物酒店,,061211,农林路69号印力中心B1层停车场B1,114.007091068,22.5474615004,lon/lat_lowercase,in_shenzhen_bounds,广东省,深圳市,福田区,440304,购物服务,专卖店,宠物用品店,yes,A_high_confidence,A_RETAIL|A_BOARDING,high,花花宠物酒店  061211 农林路69号印力中心B1层停车场B1 购物服务 专卖店 宠物用品店,a91e68c62e551730,,,,,,,
c5d1a9b757a1fc85,2018,深圳市2018/csv/2018_购物服务.csv,购物服务,utf-8-sig,143110,B0FFH98Q4L,恺撒先生宠物酒店,,061211|060502,沙头街道福荣路68号金域蓝湾裙楼117号铺,114.019889126,22.5263139907,lon/lat_lowercase,in_shenzhen_bounds,广东省,深圳市,福田区,440304,购物服务,专卖店,宠物用品店|购物服务,yes,A_high_confidence,A_RETAIL|A_BOARDING,high,恺撒先生宠物酒店  061211|060502 沙头街道福荣路68号金域蓝湾裙楼117号铺 购物服务 专卖店 宠物用品店|购物服务,5a58544cf000d045,,,,,,,
8274435010166646,2018,深圳市2018/csv/2018_购物服务.csv,购物服务,utf-8-sig,159926,B0FFHKRKON,家庭宠物寄养,,060000,下水径一街42号,114.103785284,22.6175932286,lon/lat_lowercase,in_shenzhen_bounds,广东省,深圳市,龙岗区,440307,购物服务,购物相关场所,购物相关场所,yes,A_high_confidence,A_BOARDING,high,家庭宠物寄养  060000 下水径一街42号 购物服务 购物相关场所 购物相关场所,09cc5087ac80c654,,,,,,,
48119066cebfbb8a,2018,深圳市2018/csv/2018_购物服务.csv,购物服务,utf-8-sig,159982,B0FFI8FBQB,GRX宠物寄养,,060502,吉华路299号,114.104633015,22.6193551619,lon/lat_lowercase,in_shenzhen_bounds,广东省,深圳市,龙岗区,440307,购物服务,花鸟鱼虫市场,宠物市场,yes,A_high_confidence,A_BOARDING|B_AQUARIUM,high,GRX宠物寄养  060502 吉华路299号 购物服务 花鸟鱼虫市场 宠物市场,772ba7ab3ecc3e68,,,,,,,
e89738e011111366,2018,深圳市2018/csv/2018_购物服务.csv,购物服务,utf-8-sig,160673,B0FFK6KD7N,小林家宠物寄养店,,060502,布吉街道西环路龙富花园4栋102,114.103901916,22.6096695137,lon/lat_lowercase,in_shenzhen_bounds,广东省,深圳市,龙岗区,440307,购物服务,花鸟鱼虫市场,宠物市场,yes,A_high_confidence,A_BOARDING|B_AQUARIUM,high,小林家宠物寄养店  060502 布吉街道西环路龙富花园4栋102 购物服务 花鸟鱼虫市场 宠物市场,5ba44f3bf10568be,,,,,,,
9ed4ff0992be51b7,2018,深圳市2018/csv/2018_购物服务.csv,购物服务,utf-8-sig,189084,B0FFIRZGI2,布鲁宠物酒店,,060000,红岭中路2005号,114.099228557,22.5523615385,lon/lat_lowercase,in_shenzhen_bounds,广东省,深圳市,福田区,440304,购物服务,购物相关场所,购物相关场所,yes,A_high_confidence,A_BOARDING,high,布鲁宠物酒店  060000 红岭中路2005号 购物服务 购物相关场所 购物相关场所,5018cbb74d34dad5,,,,,,,
b5dab1d956681efa,2018,深圳市2018/csv/2018_购物服务.csv,购物服务,utf-8-sig,189547,B0FFJOBSYU,互宠宠物酒店,,061211,红桂路宝泉庄2栋(怡康妇产医院对面),114.106610414,22.5534929803,lon/lat_lowercase,in_shenzhen_bounds,广东省,深圳市,罗湖区,440303,购物服务,专卖店,宠物用品店,no,A_high_confidence,A_RETAIL|A_BOARDING,high,互宠宠物酒店  061211 红桂路宝泉庄2栋(怡康妇产医院对面) 购物服务 专卖店 宠物用品店,712f88ad4b511971,,,,,,,
c59720e429709af6,2019,深圳市2019/csv/2019_住宿服务.csv,住宿服务,utf-8-sig,6266,B0FFJ2NSN6,猫屿假日精选宠物酒店,住宿服务;住宿服务相关;住宿服务相关,100000,深南中路2001号附近,114.06148571847581,22.542221631509115,LON84/LAT84,in_shenzhen_bounds,广东省,深圳市,福田区,440304.0,住宿服务,住宿服务相关,住宿服务相关,yes,A_high_confidence,A_BOARDING,high,猫屿假日精选宠物酒店 住宿服务;住宿服务相关;住宿服务相关 100000 深南中路2001号附近 住宿服务 住宿服务相关 住宿服务相关,7e8dbfebeed84f3a,,,,,,,
cf7073c235fa223a,2019,深圳市2019/csv/2019_医疗保健服务.csv,医疗保健服务,utf-8-sig,3517,B0G2B1BEQ5,斯肯瑞宠物寄养中心,医疗保健服务;动物医疗场所;宠物诊所,090701,航空路与固航路交叉口西约60米,113.85048067431998,22.615311130393387,LON84/LAT84,in_shenzhen_bounds,广东省,深圳市,宝安区,440306.0,医疗保健服务,动物医疗场所,宠物诊所,no,A_high_confidence,A_MEDICAL|A_BOARDING,high,斯肯瑞宠物寄养中心 医疗保健服务;动物医疗场所;宠物诊所 090701 航空路与固航路交叉口西约60米 医疗保健服务 动物医疗场所 宠物诊所,c2344ab3aa26b713,,,,,,,
5c8931480e65adf0,2019,深圳市2019/csv/2019_生活服务.csv,生活服务,utf-8-sig,47393,B0FFKOTOAR,来电(宠来登宠物酒店),生活服务;共享设备;充电宝,072101,民治街道白石龙社区中航阳光新苑2栋27P,114.03477179794783,22.602924942304483,LON84/LAT84,in_shenzhen_bounds,广东省,深圳市,龙华区,440309.0,生活服务,共享设备,充电宝,yes,A_high_confidence,A_BOARDING,high,来电(宠来登宠物酒店) 生活服务;共享设备;充电宝 072101 民治街道白石龙社区中航阳光新苑2栋27P 生活服务 共享设备 充电宝,d5a5456dd1642425,,,,,,,
71c7f5fdc681f739,2019,深圳市2019/csv/2019_生活服务.csv,生活服务,utf-8-sig,66758,B0FFLLD8Q1,怪兽充电(互宠宠物酒店),生活服务;共享设备;充电宝,072101,红桂路宝泉庄2栋(怡康妇产医院对面),114.10661681240084,22.553495593589215,LON84/LAT84,in_shenzhen_bounds,广东省,深圳市,罗湖区,440303.0,生活服务,共享设备,充电宝,no,A_high_confidence,A_BOARDING,high,怪兽充电(互宠宠物酒店) 生活服务;共享设备;充电宝 072101 红桂路宝泉庄2栋(怡康妇产医院对面) 生活服务 共享设备 充电宝,56ea99beea506945,,,,,,,
a1b5cfc44fdfa06c,2019,深圳市2019/csv/2019_购物服务.csv,购物服务,utf-8-sig,1225,B0G3ZGOVTG,PETS ZONE宠物酒店,购物服务;专卖店;宠物用品店,061211,望海路1088-8号,113.92111455457399,22.48851608198276,LON84/LAT84,in_shenzhen_bounds,广东省,深圳市,南山区,440305.0,购物服务,专卖店,宠物用品店,yes,A_high_confidence,A_RETAIL|A_BOARDING,high,PETS ZONE宠物酒店 购物服务;专卖店;宠物用品店 061211 望海路1088-8号 购物服务 专卖店 宠物用品店,515c7a3818de5b16,,,,,,,
565a3a25394620a4,2019,深圳市2019/csv/2019_购物服务.csv,购物服务,utf-8-sig,41683,B0H6GC0RBL,恺撒先生宠物酒店(天鹅堡店),购物服务;专卖店;宠物用品店,061211,天鹅堡3期欢乐时光LG06-08铺,113.98258044939654,22.54746168078287,LON84/LAT84,in_shenzhen_bounds,广东省,深圳市,南山区,440305.0,购物服务,专卖店,宠物用品店,yes,A_high_confidence,A_RETAIL|A_BOARDING,high,恺撒先生宠物酒店(天鹅堡店) 购物服务;专卖店;宠物用品店 061211 天鹅堡3期欢乐时光LG06-08铺 购物服务 专卖店 宠物用品店,c4d233623e3324a4,,,,,,,
63e25802b4931d83,2019,深圳市2019/csv/2019_购物服务.csv,购物服务,utf-8-sig,43421,B0FFHIFCPK,花花宠物酒店,购物服务;专卖店;宠物用品店,061211,农林路69号印力中心B1层停车场B1,114.00707876226492,22.547446697414983,LON84/LAT84,in_shenzhen_bounds,广东省,深圳市,福田区,440304.0,购物服务,专卖店,宠物用品店,yes,A_high_confidence,A_RETAIL|A_BOARDING,high,花花宠物酒店 购物服务;专卖店;宠物用品店 061211 农林路69号印力中心B1层停车场B1 购物服务 专卖店 宠物用品店,56e915b10c6bd53f,,,,,,,
5b4e69a7f2801d04,2019,深圳市2019/csv/2019_购物服务.csv,购物服务,utf-8-sig,43831,B0FFJE9JBI,乐添宠物酒店,购物服务;专卖店;宠物用品店,061211,朗麓家园10栋楼下,113.99083013606894,22.588311891058854,LON84/LAT84,in_shenzhen_bounds,广东省,深圳市,南山区,440305.0,购物服务,专卖店,宠物用品店,yes,A_high_confidence,A_RETAIL|A_BOARDING,high,乐添宠物酒店 购物服务;专卖店;宠物用品店 061211 朗麓家园10栋楼下 购物服务 专卖店 宠物用品店,adc27a0ea231f68a,,,,,,,
824f65b1c3c36961,2019,深圳市2019/csv/2019_购物服务.csv,购物服务,utf-8-sig,43996,B0FFH98Q4L,恺撒先生宠物酒店(金域蓝湾店),购物服务;专卖店;宠物用品店,061211,福荣路68号金域蓝湾裙楼商户117-118号铺,114.01987766028178,22.526299867093996,LON84/LAT84,in_shenzhen_bounds,广东省,深圳市,福田区,440304.0,购物服务,专卖店,宠物用品店,yes,A_high_confidence,A_RETAIL|A_BOARDING,high,恺撒先生宠物酒店(金域蓝湾店) 购物服务;专卖店;宠物用品店 061211 福荣路68号金域蓝湾裙楼商户117-118号铺 购物服务 专卖店 宠物用品店,96f46bb6b3f9eae9,,,,,,,
f4ea52286eb5a045,2019,深圳市2019/csv/2019_购物服务.csv,购物服务,utf-8-sig,60585,B0G27DDO1Z,卢二妞宠物寄养中心,购物服务;专卖店;宠物用品店,061211,民治街道龙光玖钻4c座1126店,114.01723236846556,22.624329878976035,LON84/LAT84,in_shenzhen_bounds,广东省,深圳市,龙华区,440309.0,购物服务,专卖店,宠物用品店,yes,A_high_confidence,A_RETAIL|A_BOARDING,high,卢二妞宠物寄养中心 购物服务;专卖店;宠物用品店 061211 民治街道龙光玖钻4c座1126店 购物服务 专卖店 宠物用品店,36e25088099d5105,,,,,,,
720eb46bc5355178,2019,深圳市2019/csv/2019_购物服务.csv,购物服务,utf-8-sig,79286,B0FFIRZGI2,布鲁宠物酒店,购物服务;专卖店;宠物用品店,061211,红岭中路2005号,114.09924027877231,22.552378566453122,LON84/LAT84,in_shenzhen_bounds,广东省,深圳市,福田区,440304.0,购物服务,专卖店,宠物用品店,yes,A_high_confidence,A_RETAIL|A_BOARDING,high,布鲁宠物酒店 购物服务;专卖店;宠物用品店 061211 红岭中路2005号 购物服务 专卖店 宠物用品店,72d2bb06aa895011,,,,,,,
01305b1e73c7da49,2019,深圳市2019/csv/2019_购物服务.csv,购物服务,utf-8-sig,88879,B0H6CCYF2L,牧馨宠物酒店,购物服务;专卖店;宠物用品店,061211,黄贝岭街道文华社区沿河南路3065号,114.13135081533626,22.545498305674556,LON84/LAT84,in_shenzhen_bounds,广东省,深圳市,罗湖区,440303.0,购物服务,专卖店,宠物用品店,yes,A_high_confidence,A_RETAIL|A_BOARDING,high,牧馨宠物酒店 购物服务;专卖店;宠物用品店 061211 黄贝岭街道文华社区沿河南路3065号 购物服务 专卖店 宠物用品店,5df3d12a8baa0c60,,,,,,,
ed9b2ea8fe94905e,2019,深圳市2019/csv/2019_购物服务.csv,购物服务,utf-8-sig,103016,B0FFHKRKON,家庭宠物寄养,购物服务;专卖店;宠物用品店,061211,下水径一街42号,114.10379105792933,22.617595466646076,LON84/LAT84,in_shenzhen_bounds,广东省,深圳市,龙岗区,440307.0,购物服务,专卖店,宠物用品店,no,A_high_confidence,A_RETAIL|A_BOARDING,high,家庭宠物寄养 购物服务;专卖店;宠物用品店 061211 下水径一街42号 购物服务 专卖店 宠物用品店,998945d41f27820e,,,,,,,
867eba865f45a5f1,2019,深圳市2019/csv/2019_购物服务.csv,购物服务,utf-8-sig,177754,B0H1RXF1SJ,宠物寄养,购物服务;专卖店;宠物用品店,061211,新丰路金顺创业园南侧约30米,114.21751299129848,22.69957421715006,LON84/LAT84,in_shenzhen_bounds,广东省,深圳市,龙岗区,440307.0,购物服务,专卖店,宠物用品店,no,A_high_confidence,A_RETAIL|A_BOARDING,high,宠物寄养 购物服务;专卖店;宠物用品店 061211 新丰路金顺创业园南侧约30米 购物服务 专卖店 宠物用品店,764c7d6c0dde40c8,,,,,,,
46348514445697a5,2020,深圳市2020/csv/2020_住宿服务.csv,住宿服务,utf-8-sig,6804,B0FFJ2NSN6,猫屿假日精选宠物酒店,住宿服务;住宿服务相关;住宿服务相关,,深南中路2001号附近,114.061485718,22.5422216315,wgs_x/y,in_shenzhen_bounds,广东省,深圳市,福田区,440304.0,住宿服务,住宿服务相关,住宿服务相关,yes,A_high_confidence,A_BOARDING,high,猫屿假日精选宠物酒店 住宿服务;住宿服务相关;住宿服务相关  深南中路2001号附近 住宿服务 住宿服务相关 住宿服务相关,458fce1bd7ad911d,,,,,,,
def1bbe8849ad40a,2020,深圳市2020/csv/2020_住宿服务.csv,住宿服务,utf-8-sig,8322,B0H2N1LA4G,牧盟宠物酒店,住宿服务;宾馆酒店;宾馆酒店,,沿河南路3065号汇鑫花园宠物城,114.131381885,22.5454833504,wgs_x/y,in_shenzhen_bounds,广东省,深圳市,罗湖区,440303.0,住宿服务,宾馆酒店,宾馆酒店,no,A_high_confidence,A_BOARDING,high,牧盟宠物酒店 住宿服务;宾馆酒店;宾馆酒店  沿河南路3065号汇鑫花园宠物城 住宿服务 宾馆酒店 宾馆酒店,ac8bb41c54c56d1e,,,,,,,
3be54eda0ccd341e,2020,深圳市2020/csv/2020_医疗保健服务.csv,医疗保健服务,utf-8-sig,3627,B0G2B1BEQ5,斯肯瑞宠物寄养中心,医疗保健服务;动物医疗场所;宠物诊所,,航空路与固航路交叉口西约60米,113.850353362,22.61541691,wgs_x/y,in_shenzhen_bounds,广东省,深圳市,宝安区,440306.0,医疗保健服务,动物医疗场所,宠物诊所,no,A_high_confidence,A_MEDICAL|A_BOARDING,high,斯肯瑞宠物寄养中心 医疗保健服务;动物医疗场所;宠物诊所  航空路与固航路交叉口西约60米 医疗保健服务 动物医疗场所 宠物诊所,666f497f298343ab,,,,,,,
65874096897c72a0,2020,深圳市2020/csv/2020_生活服务.csv,生活服务,utf-8-sig,47474,B0FFKOTOAR,来电(宠来登宠物酒店),生活服务;共享设备;充电宝,,民治街道白石龙社区中航阳光新苑2栋27P,114.034771798,22.6029249423,wgs_x/y,in_shenzhen_bounds,广东省,深圳市,龙华区,440309.0,生活服务,共享设备,充电宝,yes,A_high_confidence,A_BOARDING,high,来电(宠来登宠物酒店) 生活服务;共享设备;充电宝  民治街道白石龙社区中航阳光新苑2栋27P 生活服务 共享设备 充电宝,f9677249a5ecddc0,,,,,,,
d063afee483712b5,2020,深圳市2020/csv/2020_生活服务.csv,生活服务,utf-8-sig,66793,B0FFLLD8Q1,怪兽充电(互宠宠物酒店),生活服务;共享设备;充电宝,,红桂路宝泉庄2栋(怡康妇产医院对面),114.106616812,22.5534955936,wgs_x/y,in_shenzhen_bounds,广东省,深圳市,罗湖区,440303.0,生活服务,共享设备,充电宝,no,A_high_confidence,A_BOARDING,high,怪兽充电(互宠宠物酒店) 生活服务;共享设备;充电宝  红桂路宝泉庄2栋(怡康妇产医院对面) 生活服务 共享设备 充电宝,386c85597ca762df,,,,,,,
9a29280ade6e9698,2020,深圳市2020/csv/2020_生活服务.csv,生活服务,utf-8-sig,118429,B0FFIWT18T,深圳市通通宠物酒店,生活服务;生活服务场所;生活服务场所,,新桥二路43号B栋,114.095713975,22.7061303194,wgs_x/y,in_shenzhen_bounds,广东省,深圳市,龙岗区,440307.0,生活服务,生活服务场所,生活服务场所,no,A_high_confidence,A_BOARDING,high,深圳市通通宠物酒店 生活服务;生活服务场所;生活服务场所  新桥二路43号B栋 生活服务 生活服务场所 生活服务场所,32883247772dc0e0,,,,,,,
56d56a585065a39d,2020,深圳市2020/csv/2020_购物服务.csv,购物服务,utf-8-sig,1237,B0G3ZGOVTG,PET’S ZONE宠物酒店,购物服务;专卖店;宠物用品店,,望海路1088-8号,113.921114555,22.488516082,wgs_x/y,in_shenzhen_bounds,广东省,深圳市,南山区,440305.0,购物服务,专卖店,宠物用品店,yes,A_high_confidence,A_RETAIL|A_BOARDING,high,PET’S ZONE宠物酒店 购物服务;专卖店;宠物用品店  望海路1088-8号 购物服务 专卖店 宠物用品店,1679f736f5e57a62,,,,,,,
9dc377827d835aca,2020,深圳市2020/csv/2020_购物服务.csv,购物服务,utf-8-sig,37987,B0I60AADNY,宠物酒店,购物服务;专卖店;宠物用品店,,,113.949356158,22.550985815,wgs_x/y,in_shenzhen_bounds,广东省,深圳市,南山区,440305.0,购物服务,专卖店,宠物用品店,no,A_high_confidence,A_RETAIL|A_BOARDING,high,宠物酒店 购物服务;专卖店;宠物用品店   购物服务 专卖店 宠物用品店,8e20d08f9bbc3958,,,,,,,
26a719ca43914864,2020,深圳市2020/csv/2020_购物服务.csv,购物服务,utf-8-sig,42948,B0FFHIFCPK,花花宠物酒店(印力中心店),购物服务;专卖店;宠物用品店,,农林路69号印力中心B1层停车场B1,114.007078762,22.5474466974,wgs_x/y,in_shenzhen_bounds,广东省,深圳市,福田区,440304.0,购物服务,专卖店,宠物用品店,yes,A_high_confidence,A_RETAIL|A_BOARDING,high,花花宠物酒店(印力中心店) 购物服务;专卖店;宠物用品店  农林路69号印力中心B1层停车场B1 购物服务 专卖店 宠物用品店,a1dc2a48a2f02ce9,,,,,,,
44aba4acc7684448,2020,深圳市2020/csv/2020_购物服务.csv,购物服务,utf-8-sig,43359,B0FFJE9JBI,乐添宠物酒店,购物服务;专卖店;宠物用品店,,朗麓家园10栋楼下,113.990830136,22.5883118911,wgs_x/y,in_shenzhen_bounds,广东省,深圳市,南山区,440305.0,购物服务,专卖店,宠物用品店,yes,A_high_confidence,A_RETAIL|A_BOARDING,high,乐添宠物酒店 购物服务;专卖店;宠物用品店  朗麓家园10栋楼下 购物服务 专卖店 宠物用品店,c5fffacdd3230d7a,,,,,,,
24bf035e5a7cb10b,2020,深圳市2020/csv/2020_购物服务.csv,购物服务,utf-8-sig,43498,B0FFH98Q4L,恺撒先生宠物酒店,购物服务;专卖店;宠物用品店,,沙头街道福荣路68号金域蓝湾裙楼117号铺,114.020003382,22.5262045213,wgs_x/y,in_shenzhen_bounds,广东省,深圳市,福田区,440304.0,购物服务,专卖店,宠物用品店,yes,A_high_confidence,A_RETAIL|A_BOARDING,high,恺撒先生宠物酒店 购物服务;专卖店;宠物用品店  沙头街道福荣路68号金域蓝湾裙楼117号铺 购物服务 专卖店 宠物用品店,e544fa69a63db178,,,,,,,
e6d6510dd255af94,2020,深圳市2020/csv/2020_购物服务.csv,购物服务,utf-8-sig,60215,B0G27DDO1Z,卢二妞宠物寄养中心,购物服务;专卖店;宠物用品店,,民治街道龙光玖钻4c座1126店铺,114.017232368,22.624329879,wgs_x/y,in_shenzhen_bounds,广东省,深圳市,龙华区,440309.0,购物服务,专卖店,宠物用品店,yes,A_high_confidence,A_RETAIL|A_BOARDING,high,卢二妞宠物寄养中心 购物服务;专卖店;宠物用品店  民治街道龙光玖钻4c座1126店铺 购物服务 专卖店 宠物用品店,af26da7625c2b4e8,,,,,,,
89544d51eb0ba016,2020,深圳市2020/csv/2020_购物服务.csv,购物服务,utf-8-sig,78781,B0FFIRZGI2,布鲁宠物酒店,购物服务;专卖店;宠物用品店,,红岭中路2005号,114.099238271,22.5524725587,wgs_x/y,in_shenzhen_bounds,广东省,深圳市,福田区,440304.0,购物服务,专卖店,宠物用品店,yes,A_high_confidence,A_RETAIL|A_BOARDING,high,布鲁宠物酒店 购物服务;专卖店;宠物用品店  红岭中路2005号 购物服务 专卖店 宠物用品店,7e6a8c33b2f7a437,,,,,,,
e84e46b716af80d7,2020,深圳市2020/csv/2020_购物服务.csv,购物服务,utf-8-sig,87993,B0H6CCYF2L,牧馨宠物酒店,购物服务;专卖店;宠物用品店,,黄贝岭街道文华社区沿河南路3065号,114.131350815,22.5454983057,wgs_x/y,in_shenzhen_bounds,广东省,深圳市,罗湖区,440303.0,购物服务,专卖店,宠物用品店,yes,A_high_confidence,A_RETAIL|A_BOARDING,high,牧馨宠物酒店 购物服务;专卖店;宠物用品店  黄贝岭街道文华社区沿河南路3065号 购物服务 专卖店 宠物用品店,d6e94e0cb25397d9,,,,,,,
75f3f0dda14668f0,2020,深圳市2020/csv/2020_购物服务.csv,购物服务,utf-8-sig,101950,B0FFHKRKON,家庭宠物寄养,购物服务;专卖店;宠物用品店,,下水径一街42号,114.103791058,22.6175954666,wgs_x/y,in_shenzhen_bounds,广东省,深圳市,龙岗区,440307.0,购物服务,专卖店,宠物用品店,no,A_high_confidence,A_RETAIL|A_BOARDING,high,家庭宠物寄养 购物服务;专卖店;宠物用品店  下水径一街42号 购物服务 专卖店 宠物用品店,376359d8367c7e85,,,,,,,
