grid_id,district_name,pilot_area_type,baseline_mismatch_type,source_candidate,query_terms,collection_status,privacy_rule
SZ500_0088_0061,龙岗区,high_service_low_morph,high_service_low_morph_affordance,official_park_rules,宠物友好; 禁宠; 可带宠; 狗; 猫; 投诉; 卫生; 安全,seed_only_no_scraping,no user identifiers; no raw personal data
SZ500_0015_0074,宝安区,high_service_high_morph,high_service_high_morph_affordance,official_park_rules,宠物友好; 禁宠; 可带宠; 狗; 猫; 投诉; 卫生; 安全,seed_only_no_scraping,no user identifiers; no raw personal data
SZ500_0015_0074,宝安区,high_service_high_morph,high_service_high_morph_affordance,map_venue_reviews,宠物友好; 禁宠; 可带宠; 狗; 猫; 投诉; 卫生; 安全,seed_only_no_scraping,no user identifiers; no raw personal data
SZ500_0015_0074,宝安区,high_service_high_morph,high_service_high_morph_affordance,xiaohongshu_public_search,宠物友好; 禁宠; 可带宠; 狗; 猫; 投诉; 卫生; 安全,seed_only_no_scraping,no user identifiers; no raw personal data
SZ500_0015_0074,宝安区,high_service_high_morph,high_service_high_morph_affordance,dianping_venue_search,宠物友好; 禁宠; 可带宠; 狗; 猫; 投诉; 卫生; 安全,seed_only_no_scraping,no user identifiers; no raw personal data
SZ500_0015_0074,宝安区,high_service_high_morph,high_service_high_morph_affordance,weibo_public_search,宠物友好; 禁宠; 可带宠; 狗; 猫; 投诉; 卫生; 安全,seed_only_no_scraping,no user identifiers; no raw personal data
SZ500_0066_0038,福田区,low_service_high_morph,low_service_high_morph_affordance,official_park_rules,宠物友好; 禁宠; 可带宠; 狗; 猫; 投诉; 卫生; 安全,seed_only_no_scraping,no user identifiers; no raw personal data
SZ500_0066_0038,福田区,low_service_high_morph,low_service_high_morph_affordance,map_venue_reviews,宠物友好; 禁宠; 可带宠; 狗; 猫; 投诉; 卫生; 安全,seed_only_no_scraping,no user identifiers; no raw personal data
SZ500_0066_0038,福田区,low_service_high_morph,low_service_high_morph_affordance,xiaohongshu_public_search,宠物友好; 禁宠; 可带宠; 狗; 猫; 投诉; 卫生; 安全,seed_only_no_scraping,no user identifiers; no raw personal data
SZ500_0066_0038,福田区,low_service_high_morph,low_service_high_morph_affordance,dianping_venue_search,宠物友好; 禁宠; 可带宠; 狗; 猫; 投诉; 卫生; 安全,seed_only_no_scraping,no user identifiers; no raw personal data
SZ500_0066_0038,福田区,low_service_high_morph,low_service_high_morph_affordance,weibo_public_search,宠物友好; 禁宠; 可带宠; 狗; 猫; 投诉; 卫生; 安全,seed_only_no_scraping,no user identifiers; no raw personal data
SZ500_0034_0064,宝安区,low_service_high_morph,low_service_high_morph_affordance,official_park_rules,宠物友好; 禁宠; 可带宠; 狗; 猫; 投诉; 卫生; 安全,seed_only_no_scraping,no user identifiers; no raw personal data
SZ500_0034_0064,宝安区,low_service_high_morph,low_service_high_morph_affordance,map_venue_reviews,宠物友好; 禁宠; 可带宠; 狗; 猫; 投诉; 卫生; 安全,seed_only_no_scraping,no user identifiers; no raw personal data
SZ500_0034_0064,宝安区,low_service_high_morph,low_service_high_morph_affordance,xiaohongshu_public_search,宠物友好; 禁宠; 可带宠; 狗; 猫; 投诉; 卫生; 安全,seed_only_no_scraping,no user identifiers; no raw personal data
SZ500_0034_0064,宝安区,low_service_high_morph,low_service_high_morph_affordance,dianping_venue_search,宠物友好; 禁宠; 可带宠; 狗; 猫; 投诉; 卫生; 安全,seed_only_no_scraping,no user identifiers; no raw personal data
SZ500_0034_0064,宝安区,low_service_high_morph,low_service_high_morph_affordance,weibo_public_search,宠物友好; 禁宠; 可带宠; 狗; 猫; 投诉; 卫生; 安全,seed_only_no_scraping,no user identifiers; no raw personal data
SZ500_0055_0035,福田区,low_service_high_morph,low_service_high_morph_affordance,official_park_rules,宠物友好; 禁宠; 可带宠; 狗; 猫; 投诉; 卫生; 安全,seed_only_no_scraping,no user identifiers; no raw personal data
SZ500_0055_0035,福田区,low_service_high_morph,low_service_high_morph_affordance,map_venue_reviews,宠物友好; 禁宠; 可带宠; 狗; 猫; 投诉; 卫生; 安全,seed_only_no_scraping,no user identifiers; no raw personal data
SZ500_0055_0035,福田区,low_service_high_morph,low_service_high_morph_affordance,xiaohongshu_public_search,宠物友好; 禁宠; 可带宠; 狗; 猫; 投诉; 卫生; 安全,seed_only_no_scraping,no user identifiers; no raw personal data
SZ500_0055_0035,福田区,low_service_high_morph,low_service_high_morph_affordance,dianping_venue_search,宠物友好; 禁宠; 可带宠; 狗; 猫; 投诉; 卫生; 安全,seed_only_no_scraping,no user identifiers; no raw personal data
SZ500_0055_0035,福田区,low_service_high_morph,low_service_high_morph_affordance,weibo_public_search,宠物友好; 禁宠; 可带宠; 狗; 猫; 投诉; 卫生; 安全,seed_only_no_scraping,no user identifiers; no raw personal data
SZ500_0000_0066,宝安区,low_service_low_morph,low_service_low_morph_affordance,official_park_rules,宠物友好; 禁宠; 可带宠; 狗; 猫; 投诉; 卫生; 安全,seed_only_no_scraping,no user identifiers; no raw personal data
SZ500_0000_0066,宝安区,low_service_low_morph,low_service_low_morph_affordance,map_venue_reviews,宠物友好; 禁宠; 可带宠; 狗; 猫; 投诉; 卫生; 安全,seed_only_no_scraping,no user identifiers; no raw personal data
SZ500_0000_0066,宝安区,low_service_low_morph,low_service_low_morph_affordance,xiaohongshu_public_search,宠物友好; 禁宠; 可带宠; 狗; 猫; 投诉; 卫生; 安全,seed_only_no_scraping,no user identifiers; no raw personal data
SZ500_0000_0066,宝安区,low_service_low_morph,low_service_low_morph_affordance,dianping_venue_search,宠物友好; 禁宠; 可带宠; 狗; 猫; 投诉; 卫生; 安全,seed_only_no_scraping,no user identifiers; no raw personal data
SZ500_0000_0066,宝安区,low_service_low_morph,low_service_low_morph_affordance,weibo_public_search,宠物友好; 禁宠; 可带宠; 狗; 猫; 投诉; 卫生; 安全,seed_only_no_scraping,no user identifiers; no raw personal data
SZ500_0103_0078,龙岗区,low_service_low_morph,low_service_low_morph_affordance,official_park_rules,宠物友好; 禁宠; 可带宠; 狗; 猫; 投诉; 卫生; 安全,seed_only_no_scraping,no user identifiers; no raw personal data
SZ500_0103_0078,龙岗区,low_service_low_morph,low_service_low_morph_affordance,map_venue_reviews,宠物友好; 禁宠; 可带宠; 狗; 猫; 投诉; 卫生; 安全,seed_only_no_scraping,no user identifiers; no raw personal data
SZ500_0103_0078,龙岗区,low_service_low_morph,low_service_low_morph_affordance,xiaohongshu_public_search,宠物友好; 禁宠; 可带宠; 狗; 猫; 投诉; 卫生; 安全,seed_only_no_scraping,no user identifiers; no raw personal data
SZ500_0103_0078,龙岗区,low_service_low_morph,low_service_low_morph_affordance,dianping_venue_search,宠物友好; 禁宠; 可带宠; 狗; 猫; 投诉; 卫生; 安全,seed_only_no_scraping,no user identifiers; no raw personal data
SZ500_0103_0078,龙岗区,low_service_low_morph,low_service_low_morph_affordance,weibo_public_search,宠物友好; 禁宠; 可带宠; 狗; 猫; 投诉; 卫生; 安全,seed_only_no_scraping,no user identifiers; no raw personal data
SZ500_0103_0070,龙岗区,low_service_low_morph,low_service_low_morph_affordance,official_park_rules,宠物友好; 禁宠; 可带宠; 狗; 猫; 投诉; 卫生; 安全,seed_only_no_scraping,no user identifiers; no raw personal data
SZ500_0103_0070,龙岗区,low_service_low_morph,low_service_low_morph_affordance,map_venue_reviews,宠物友好; 禁宠; 可带宠; 狗; 猫; 投诉; 卫生; 安全,seed_only_no_scraping,no user identifiers; no raw personal data
SZ500_0103_0070,龙岗区,low_service_low_morph,low_service_low_morph_affordance,xiaohongshu_public_search,宠物友好; 禁宠; 可带宠; 狗; 猫; 投诉; 卫生; 安全,seed_only_no_scraping,no user identifiers; no raw personal data
SZ500_0103_0070,龙岗区,low_service_low_morph,low_service_low_morph_affordance,dianping_venue_search,宠物友好; 禁宠; 可带宠; 狗; 猫; 投诉; 卫生; 安全,seed_only_no_scraping,no user identifiers; no raw personal data
SZ500_0103_0070,龙岗区,low_service_low_morph,low_service_low_morph_affordance,weibo_public_search,宠物友好; 禁宠; 可带宠; 狗; 猫; 投诉; 卫生; 安全,seed_only_no_scraping,no user identifiers; no raw personal data
