year,category,relative_path,encoding,column_count,columns,chosen_lon_field,chosen_lat_field,coordinate_system_guess,coordinate_note,sample_rows_scanned,pet_keyword_hits_in_sample,first_pet_keyword_hit,schema_signature_id
2014,生活服务,深圳市2014/csv/2014生活服务.csv,utf-8-sig,14,NAME|ADDRESS|TELEPHONE|PROVINCE|CITY|COUNTY|CODE|LON|LAT|TYPECODE|BASETYPE|SUBTYPE|CATEGORY|geometry,LON,LAT,legacy_or_unknown,prefer legacy_or_unknown pair after bounds validation,5000,1,猫屋 |  |  | 广东省 | 深圳市 | 龙华区 | 440309 | 114.040635,eef0abba2247
2014,科教文化服务,深圳市2014/csv/2014科教文化服务.csv,utf-8-sig,14,NAME|ADDRESS|TELEPHONE|PROVINCE|CITY|COUNTY|CODE|LON|LAT|TYPECODE|BASETYPE|SUBTYPE|CATEGORY|geometry,LON,LAT,legacy_or_unknown,prefer legacy_or_unknown pair after bounds validation,5000,0,,eef0abba2247
2014,购物服务,深圳市2014/csv/2014购物服务.csv,utf-8-sig,14,NAME|ADDRESS|TELEPHONE|PROVINCE|CITY|COUNTY|CODE|LON|LAT|TYPECODE|BASETYPE|SUBTYPE|CATEGORY|geometry,LON,LAT,legacy_or_unknown,prefer legacy_or_unknown pair after bounds validation,5000,4,贝乐宠物 |  |  | 广东省 | 深圳市 | 龙华区 | 440309 | 114.04035,eef0abba2247
2014,道路附属设施,深圳市2014/csv/2014道路附属设施.csv,utf-8-sig,14,NAME|ADDRESS|TELEPHONE|PROVINCE|CITY|COUNTY|CODE|LON|LAT|TYPECODE|BASETYPE|SUBTYPE|CATEGORY|geometry,LON,LAT,legacy_or_unknown,prefer legacy_or_unknown pair after bounds validation,166,0,,eef0abba2247
2014,金融保险服务,深圳市2014/csv/2014金融保险服务.csv,utf-8-sig,14,NAME|ADDRESS|TELEPHONE|PROVINCE|CITY|COUNTY|CODE|LON|LAT|TYPECODE|BASETYPE|SUBTYPE|CATEGORY|geometry,LON,LAT,legacy_or_unknown,prefer legacy_or_unknown pair after bounds validation,5000,0,,eef0abba2247
2014,风景名胜,深圳市2014/csv/2014风景名胜.csv,utf-8-sig,14,NAME|ADDRESS|TELEPHONE|PROVINCE|CITY|COUNTY|CODE|LON|LAT|TYPECODE|BASETYPE|SUBTYPE|CATEGORY|geometry,LON,LAT,legacy_or_unknown,prefer legacy_or_unknown pair after bounds validation,1351,0,,eef0abba2247
2014,餐饮服务,深圳市2014/csv/2014餐饮服务.csv,utf-8-sig,14,NAME|ADDRESS|TELEPHONE|PROVINCE|CITY|COUNTY|CODE|LON|LAT|TYPECODE|BASETYPE|SUBTYPE|CATEGORY|geometry,LON,LAT,legacy_or_unknown,prefer legacy_or_unknown pair after bounds validation,5000,3,夜猫茶舞（油松店） | 龙环二路８３ |  | 广东省 | 深圳市 | 龙华区 | 440309 | 114.048458,eef0abba2247
2015,事件活动,深圳市2015/csv/深圳市2015事件活动.csv,utf-8-sig,14,NAME|ADDRESS|TELEPHONE|PROVINCE|CITY|COUNTY|CODE|LON|LAT|TYPECODE|BASETYPE|SUBTYPE|CATEGORY|geometry,LON,LAT,legacy_or_unknown,prefer legacy_or_unknown pair after bounds validation,0,0,,eef0abba2247
2015,交通设施服务,深圳市2015/csv/深圳市2015交通设施服务.csv,utf-8-sig,14,NAME|ADDRESS|TELEPHONE|PROVINCE|CITY|COUNTY|CODE|LON|LAT|TYPECODE|BASETYPE|SUBTYPE|CATEGORY|geometry,LON,LAT,legacy_or_unknown,prefer legacy_or_unknown pair after bounds validation,5000,0,,eef0abba2247
2015,住宿服务,深圳市2015/csv/深圳市2015住宿服务.csv,utf-8-sig,14,NAME|ADDRESS|TELEPHONE|PROVINCE|CITY|COUNTY|CODE|LON|LAT|TYPECODE|BASETYPE|SUBTYPE|CATEGORY|geometry,LON,LAT,legacy_or_unknown,prefer legacy_or_unknown pair after bounds validation,5000,6,猫头鹰客栈1 | 较场尾较四西四巷3号 | 13713508606 | 广东省 | 深圳市 | 龙岗区 | 440307 | 114.509148,eef0abba2247
2015,体育休闲服务,深圳市2015/csv/深圳市2015体育休闲服务.csv,utf-8-sig,14,NAME|ADDRESS|TELEPHONE|PROVINCE|CITY|COUNTY|CODE|LON|LAT|TYPECODE|BASETYPE|SUBTYPE|CATEGORY|geometry,LON,LAT,legacy_or_unknown,prefer legacy_or_unknown pair after bounds validation,5000,6,网络休闲吧 | 绘猫路60号 |  | 广东省 | 深圳市 | 宝安区 | 440306 | 113.924088,eef0abba2247
2015,公共设施a,深圳市2015/csv/深圳市2015公共设施a.csv,utf-8-sig,15,OBJECTID|NAME|ADDRESS|TELEPHONE|PROVINCE|CITY|COUNTY|CODE|LON|LAT|TYPECODE|BASETYPE|SUBTYPE|CATEGORY|geometry,LON,LAT,legacy_or_unknown,prefer legacy_or_unknown pair after bounds validation,3955,0,,094510688fce
2015,公司企业a,深圳市2015/csv/深圳市2015公司企业a.csv,utf-8-sig,14,NAME|ADDRESS|TELEPHONE|PROVINCE|CITY|COUNTY|CODE|LON|LAT|TYPECODE|BASETYPE|SUBTYPE|CATEGORY|geometry,LON,LAT,legacy_or_unknown,prefer legacy_or_unknown pair after bounds validation,5000,2,深圳市熊猫网国际 | 南海大道2225号海王大厦1楼 | 0755-66630011 | 广东省 | 深圳市 | 南山区 | 440305 | 113.926758,eef0abba2247
2015,医疗保健服务,深圳市2015/csv/深圳市2015医疗保健服务.csv,utf-8-sig,14,NAME|ADDRESS|TELEPHONE|PROVINCE|CITY|COUNTY|CODE|LON|LAT|TYPECODE|BASETYPE|SUBTYPE|CATEGORY|geometry,LON,LAT,legacy_or_unknown,prefer legacy_or_unknown pair after bounds validation,5000,78,皇家宠物医院(皇岗店) | 皇岗新村77-1、78-1 | 0755-83835000 | 广东省 | 深圳市 | 福田区 | 440304 | 114.060829,eef0abba2247
2015,商务住宅,深圳市2015/csv/深圳市2015商务住宅.csv,utf-8-sig,14,NAME|ADDRESS|TELEPHONE|PROVINCE|CITY|COUNTY|CODE|LON|LAT|TYPECODE|BASETYPE|SUBTYPE|CATEGORY|geometry,LON,LAT,legacy_or_unknown,prefer legacy_or_unknown pair after bounds validation,5000,0,,eef0abba2247
2015,地名地址信息a,深圳市2015/csv/深圳市2015地名地址信息a.csv,utf-8-sig,14,NAME|ADDRESS|TELEPHONE|PROVINCE|CITY|COUNTY|CODE|LON|LAT|TYPECODE|BASETYPE|SUBTYPE|CATEGORY|geometry,LON,LAT,legacy_or_unknown,prefer legacy_or_unknown pair after bounds validation,2750,1,绘猫路 |  |  | 广东省 | 深圳市 | 宝安区 | 440306 | 113.924416,eef0abba2247
2015,室内设施,深圳市2015/csv/深圳市2015室内设施.csv,utf-8-sig,14,NAME|ADDRESS|TELEPHONE|PROVINCE|CITY|COUNTY|CODE|LON|LAT|TYPECODE|BASETYPE|SUBTYPE|CATEGORY|geometry,LON,LAT,legacy_or_unknown,prefer legacy_or_unknown pair after bounds validation,0,0,,eef0abba2247
2015,摩托车服务,深圳市2015/csv/深圳市2015摩托车服务.csv,utf-8-sig,14,NAME|ADDRESS|TELEPHONE|PROVINCE|CITY|COUNTY|CODE|LON|LAT|TYPECODE|BASETYPE|SUBTYPE|CATEGORY|geometry,LON,LAT,legacy_or_unknown,prefer legacy_or_unknown pair after bounds validation,172,0,,eef0abba2247
2015,政府机构及社会团体,深圳市2015/csv/深圳市2015政府机构及社会团体.csv,utf-8-sig,14,NAME|ADDRESS|TELEPHONE|PROVINCE|CITY|COUNTY|CODE|LON|LAT|TYPECODE|BASETYPE|SUBTYPE|CATEGORY|geometry,LON,LAT,legacy_or_unknown,prefer legacy_or_unknown pair after bounds validation,5000,5,岗警犬中队 | 宝石路10号 |  | 广东省 | 深圳市 | 宝安区 | 440306 | 113.92086,eef0abba2247
2015,汽车服务,深圳市2015/csv/深圳市2015汽车服务.csv,utf-8-sig,14,NAME|ADDRESS|TELEPHONE|PROVINCE|CITY|COUNTY|CODE|LON|LAT|TYPECODE|BASETYPE|SUBTYPE|CATEGORY|geometry,LON,LAT,legacy_or_unknown,prefer legacy_or_unknown pair after bounds validation,5000,2,车饰爵汽修美容服务中心 | 绘猫路161附近 | 0755-27115585;13824333022 | 广东省 | 深圳市 | 宝安区 | 440306 | 113.923737,eef0abba2247
2015,汽车维修,深圳市2015/csv/深圳市2015汽车维修.csv,utf-8-sig,14,NAME|ADDRESS|TELEPHONE|PROVINCE|CITY|COUNTY|CODE|LON|LAT|TYPECODE|BASETYPE|SUBTYPE|CATEGORY|geometry,LON,LAT,legacy_or_unknown,prefer legacy_or_unknown pair after bounds validation,3783,3,弟兄汽车维修 | 绘猫路79号 | 13826564592 | 广东省 | 深圳市 | 宝安区 | 440306 | 113.925621,eef0abba2247
2015,汽车销售,深圳市2015/csv/深圳市2015汽车销售.csv,utf-8-sig,14,NAME|ADDRESS|TELEPHONE|PROVINCE|CITY|COUNTY|CODE|LON|LAT|TYPECODE|BASETYPE|SUBTYPE|CATEGORY|geometry,LON,LAT,legacy_or_unknown,prefer legacy_or_unknown pair after bounds validation,1363,1,帝华汽车 | 107国道深圳翔鹏宠物警犬学校附近 | 0755-33578597 | 广东省 | 深圳市 | 宝安区 | 440306 | 113.833366,eef0abba2247
2015,生活服务,深圳市2015/csv/深圳市2015生活服务.csv,utf-8-sig,14,NAME|ADDRESS|TELEPHONE|PROVINCE|CITY|COUNTY|CODE|LON|LAT|TYPECODE|BASETYPE|SUBTYPE|CATEGORY|geometry,LON,LAT,legacy_or_unknown,prefer legacy_or_unknown pair after bounds validation,5000,3,明犬廊 | 环湖路39-12a2栋附近 | 18682191329 | 广东省 | 深圳市 | 龙岗区 | 440307 | 114.146317,eef0abba2247
2015,科教文化服务,深圳市2015/csv/深圳市2015科教文化服务.csv,utf-8-sig,14,NAME|ADDRESS|TELEPHONE|PROVINCE|CITY|COUNTY|CODE|LON|LAT|TYPECODE|BASETYPE|SUBTYPE|CATEGORY|geometry,LON,LAT,legacy_or_unknown,prefer legacy_or_unknown pair after bounds validation,5000,6,宠物美容训练中心 | 南山大道2106-2号 |  | 广东省 | 深圳市 | 南山区 | 440305 | 113.924728,eef0abba2247
2015,购物服务,深圳市2015/csv/深圳市2015购物服务.csv,utf-8-sig,13,OID_|NAME|ADDRESS|TELEPHONE|PROVINCE|CITY|COUNTY|CODE|LON|LAT|大类|中类|小类,LON,LAT,legacy_or_unknown,prefer legacy_or_unknown pair after bounds validation,5000,3,691 | 沙井仁爱宠物 | 新沙路268-2号 | 0755-29931200;13760228099 | 广东省 | 深圳市 | 宝安区 | 440306,6b5b401ddb91
2015,通行设施,深圳市2015/csv/深圳市2015通行设施.csv,utf-8-sig,14,NAME|ADDRESS|TELEPHONE|PROVINCE|CITY|COUNTY|CODE|LON|LAT|TYPECODE|BASETYPE|SUBTYPE|CATEGORY|geometry,LON,LAT,legacy_or_unknown,prefer legacy_or_unknown pair after bounds validation,11,0,,eef0abba2247
2015,道路附属设施,深圳市2015/csv/深圳市2015道路附属设施.csv,utf-8-sig,14,NAME|ADDRESS|TELEPHONE|PROVINCE|CITY|COUNTY|CODE|LON|LAT|TYPECODE|BASETYPE|SUBTYPE|CATEGORY|geometry,LON,LAT,legacy_or_unknown,prefer legacy_or_unknown pair after bounds validation,161,0,,eef0abba2247
2015,金融保险服务,深圳市2015/csv/深圳市2015金融保险服务.csv,utf-8-sig,14,NAME|ADDRESS|TELEPHONE|PROVINCE|CITY|COUNTY|CODE|LON|LAT|TYPECODE|BASETYPE|SUBTYPE|CATEGORY|geometry,LON,LAT,legacy_or_unknown,prefer legacy_or_unknown pair after bounds validation,5000,1,中国邮政储蓄银行ATM | 绘猫路171附近 |  | 广东省 | 深圳市 | 宝安区 | 440306 | 113.922562,eef0abba2247
2015,风景名胜,深圳市2015/csv/深圳市2015风景名胜.csv,utf-8-sig,14,NAME|ADDRESS|TELEPHONE|PROVINCE|CITY|COUNTY|CODE|LON|LAT|TYPECODE|BASETYPE|SUBTYPE|CATEGORY|geometry,LON,LAT,legacy_or_unknown,prefer legacy_or_unknown pair after bounds validation,2805,3,小熊猫 | 西丽镇西丽路4065号深圳野生动物园内 |  | 广东省 | 深圳市 | 南山区 | 440305 | 113.975281,eef0abba2247
2015,餐饮服务,深圳市2015/csv/深圳市2015餐饮服务.csv,utf-8-sig,14,NAME|ADDRESS|TELEPHONE|PROVINCE|CITY|COUNTY|CODE|LON|LAT|TYPECODE|BASETYPE|SUBTYPE|CATEGORY|geometry,LON,LAT,legacy_or_unknown,prefer legacy_or_unknown pair after bounds validation,5000,9,猫窝咖啡厅 | 海德三道60号 |  | 广东省 | 深圳市 | 南山区 | 440305 | 113.935226,eef0abba2247
2016,事件活动,深圳市2016/csv/深圳市2016事件活动.csv,utf-8-sig,13,NAME|ADDRESS|TELEPHONE|PROVINCE|CITY|COUNTY|CODE|LON|LAT|TYPECODE|BASETYPE|SUBTYPE|CATEGORY,LON,LAT,legacy_or_unknown,prefer legacy_or_unknown pair after bounds validation,0,0,,135945c69946
2016,交通设施服务,深圳市2016/csv/深圳市2016交通设施服务.csv,utf-8-sig,13,NAME|ADDRESS|TELEPHONE|PROVINCE|CITY|COUNTY|CODE|LON|LAT|TYPECODE|BASETYPE|SUBTYPE|CATEGORY,LON,LAT,legacy_or_unknown,prefer legacy_or_unknown pair after bounds validation,5000,0,,135945c69946
2016,住宿服务,深圳市2016/csv/深圳市2016住宿服务.csv,utf-8-sig,13,NAME|ADDRESS|TELEPHONE|PROVINCE|CITY|COUNTY|CODE|LON|LAT|TYPECODE|BASETYPE|SUBTYPE|CATEGORY,LON,LAT,legacy_or_unknown,prefer legacy_or_unknown pair after bounds validation,5000,6,猫头鹰客栈1 | 较场尾较四西四巷3号 | 13713508606 | 广东省 | 深圳市 | 龙岗区 | 440307 | 114.509148,135945c69946
2016,体育休闲服务,深圳市2016/csv/深圳市2016体育休闲服务.csv,utf-8-sig,13,NAME|ADDRESS|TELEPHONE|PROVINCE|CITY|COUNTY|CODE|LON|LAT|TYPECODE|BASETYPE|SUBTYPE|CATEGORY,LON,LAT,legacy_or_unknown,prefer legacy_or_unknown pair after bounds validation,5000,5,最熊猫量贩式KTV&商务会所 | 同沙路28号旺棠25栋综合楼3层 | 0755-26553222 | 广东省 | 深圳市 | 南山区 | 440305 | 113.948387,135945c69946
2016,公共设施,深圳市2016/csv/深圳市2016公共设施.csv,utf-8-sig,13,NAME|ADDRESS|TELEPHONE|PROVINCE|CITY|COUNTY|CODE|LON|LAT|TYPECODE|BASETYPE|SUBTYPE|CATEGORY,LON,LAT,legacy_or_unknown,prefer legacy_or_unknown pair after bounds validation,2597,0,,135945c69946
2016,公司企业,深圳市2016/csv/深圳市2016公司企业.csv,utf-8-sig,13,NAME|ADDRESS|TELEPHONE|PROVINCE|CITY|COUNTY|CODE|LON|LAT|TYPECODE|BASETYPE|SUBTYPE|CATEGORY,LON,LAT,legacy_or_unknown,prefer legacy_or_unknown pair after bounds validation,5000,4,深圳市熊猫网国际 | 南海大道2225号海王大厦1楼 | 0755-66630011 | 广东省 | 深圳市 | 南山区 | 440305 | 113.926758,135945c69946
2016,医疗保健服务,深圳市2016/csv/深圳市2016医疗保健服务.csv,utf-8-sig,13,NAME|ADDRESS|TELEPHONE|PROVINCE|CITY|COUNTY|CODE|LON|LAT|TYPECODE|BASETYPE|SUBTYPE|CATEGORY,LON,LAT,legacy_or_unknown,prefer legacy_or_unknown pair after bounds validation,5000,90,南山区人民医院-狂犬病暴露预防处置门诊 | 南头街道桃园路89号急诊科 | 0755-26553111 | 广东省 | 深圳市 | 南山区 | 440305 | 113.924202,135945c69946
2016,商务住宅,深圳市2016/csv/深圳市2016商务住宅.csv,utf-8-sig,13,NAME|ADDRESS|TELEPHONE|PROVINCE|CITY|COUNTY|CODE|LON|LAT|TYPECODE|BASETYPE|SUBTYPE|CATEGORY,LON,LAT,legacy_or_unknown,prefer legacy_or_unknown pair after bounds validation,5000,0,,135945c69946
2016,地名地址信息,深圳市2016/csv/深圳市2016地名地址信息.csv,utf-8-sig,13,NAME|ADDRESS|TELEPHONE|PROVINCE|CITY|COUNTY|CODE|LON|LAT|TYPECODE|BASETYPE|SUBTYPE|CATEGORY,LON,LAT,legacy_or_unknown,prefer legacy_or_unknown pair after bounds validation,3619,1,绘猫路 |  |  | 广东省 | 深圳市 | 宝安区 | 440306 | 113.924416,135945c69946
2016,室内设施,深圳市2016/csv/深圳市2016室内设施.csv,utf-8-sig,13,NAME|ADDRESS|TELEPHONE|PROVINCE|CITY|COUNTY|CODE|LON|LAT|TYPECODE|BASETYPE|SUBTYPE|CATEGORY,LON,LAT,legacy_or_unknown,prefer legacy_or_unknown pair after bounds validation,0,0,,135945c69946
2016,摩托车服务,深圳市2016/csv/深圳市2016摩托车服务.csv,utf-8-sig,13,NAME|ADDRESS|TELEPHONE|PROVINCE|CITY|COUNTY|CODE|LON|LAT|TYPECODE|BASETYPE|SUBTYPE|CATEGORY,LON,LAT,legacy_or_unknown,prefer legacy_or_unknown pair after bounds validation,173,0,,135945c69946
2016,政府机构及社会团体a,深圳市2016/csv/深圳市2016政府机构及社会团体a.csv,utf-8-sig,13,NAME|ADDRESS|TELEPHONE|PROVINCE|CITY|COUNTY|CODE|LON|LAT|TYPECODE|BASETYPE|SUBTYPE|CATEGORY,LON,LAT,legacy_or_unknown,prefer legacy_or_unknown pair after bounds validation,5000,6,南山区沙河街道办事处养犬登记点 | 购物中心商业街1-22 |  | 广东省 | 深圳市 | 南山区 | 440305 | 113.982849,135945c69946
2016,汽车服务,深圳市2016/csv/深圳市2016汽车服务.csv,utf-8-sig,13,NAME|ADDRESS|TELEPHONE|PROVINCE|CITY|COUNTY|CODE|LON|LAT|TYPECODE|BASETYPE|SUBTYPE|CATEGORY,LON,LAT,legacy_or_unknown,prefer legacy_or_unknown pair after bounds validation,5000,1,卡卡猫汽车科技(旗舰店) | 平吉大道附近 | 4001683299 | 广东省 | 深圳市 | 龙岗区 | 440307 | 114.123085,135945c69946
2016,汽车维修,深圳市2016/csv/深圳市2016汽车维修.csv,utf-8-sig,13,NAME|ADDRESS|TELEPHONE|PROVINCE|CITY|COUNTY|CODE|LON|LAT|TYPECODE|BASETYPE|SUBTYPE|CATEGORY,LON,LAT,legacy_or_unknown,prefer legacy_or_unknown pair after bounds validation,3804,3,弟兄汽车维修 | 绘猫路79号 | 13826564592 | 广东省 | 深圳市 | 宝安区 | 440306 | 113.925621,135945c69946
2016,汽车销售,深圳市2016/csv/深圳市2016汽车销售.csv,utf-8-sig,13,NAME|ADDRESS|TELEPHONE|PROVINCE|CITY|COUNTY|CODE|LON|LAT|TYPECODE|BASETYPE|SUBTYPE|CATEGORY,LON,LAT,legacy_or_unknown,prefer legacy_or_unknown pair after bounds validation,1373,1,帝华汽车 | 107国道深圳翔鹏宠物警犬学校附近 | 0755-33578597 | 广东省 | 深圳市 | 宝安区 | 440306 | 113.833366,135945c69946
2016,生活服务,深圳市2016/csv/深圳市2016生活服务.csv,utf-8-sig,13,NAME|ADDRESS|TELEPHONE|PROVINCE|CITY|COUNTY|CODE|LON|LAT|TYPECODE|BASETYPE|SUBTYPE|CATEGORY,LON,LAT,legacy_or_unknown,prefer legacy_or_unknown pair after bounds validation,5000,5,猫屋代售点 | 白石洲塘头村二坊48号 |  | 广东省 | 深圳市 | 南山区 | 440305 | 113.971436,135945c69946
2016,科教文化服务,深圳市2016/csv/深圳市2016科教文化服务.csv,utf-8-sig,13,NAME|ADDRESS|TELEPHONE|PROVINCE|CITY|COUNTY|CODE|LON|LAT|TYPECODE|BASETYPE|SUBTYPE|CATEGORY,LON,LAT,legacy_or_unknown,prefer legacy_or_unknown pair after bounds validation,5000,3,夜猫教育Ps速成班 | 大芬村东方半岛花园6栋203室(近大芬地铁站) | 0755-28719667 | 广东省 | 深圳市 | 龙岗区 | 440307 | 114.131546,135945c69946
2016,购物服务,深圳市2016/csv/深圳市2016购物服务.csv,utf-8-sig,13,NAME|ADDRESS|TELEPHONE|PROVINCE|CITY|COUNTY|CODE|LON|LAT|TYPECODE|BASETYPE|SUBTYPE|CATEGORY,LON,LAT,legacy_or_unknown,prefer legacy_or_unknown pair after bounds validation,5000,16,素猫店 | 白石洲石洲中路80号 |  | 广东省 | 深圳市 | 南山区 | 440305 | 113.966896,135945c69946
2016,购物服务a,深圳市2016/csv/深圳市2016购物服务a.csv,utf-8-sig,13,NAME|ADDRESS|TELEPHONE|PROVINCE|CITY|COUNTY|CODE|LON|LAT|TYPECODE|大类|中类|小类,LON,LAT,legacy_or_unknown,prefer legacy_or_unknown pair after bounds validation,5000,7,温馨宠物会所 | 宝源南路256号 | 0755-29789076;18924660107 | 广东省 | 深圳市 | 宝安区 | 440306 | 113.877227,94e929493fe0
2016,通行设施,深圳市2016/csv/深圳市2016通行设施.csv,utf-8-sig,13,NAME|ADDRESS|TELEPHONE|PROVINCE|CITY|COUNTY|CODE|LON|LAT|TYPECODE|BASETYPE|SUBTYPE|CATEGORY,LON,LAT,legacy_or_unknown,prefer legacy_or_unknown pair after bounds validation,11,0,,135945c69946
2016,道路附属设施,深圳市2016/csv/深圳市2016道路附属设施.csv,utf-8-sig,13,NAME|ADDRESS|TELEPHONE|PROVINCE|CITY|COUNTY|CODE|LON|LAT|TYPECODE|BASETYPE|SUBTYPE|CATEGORY,LON,LAT,legacy_or_unknown,prefer legacy_or_unknown pair after bounds validation,161,0,,135945c69946
2016,金融保险服务,深圳市2016/csv/深圳市2016金融保险服务.csv,utf-8-sig,13,NAME|ADDRESS|TELEPHONE|PROVINCE|CITY|COUNTY|CODE|LON|LAT|TYPECODE|BASETYPE|SUBTYPE|CATEGORY,LON,LAT,legacy_or_unknown,prefer legacy_or_unknown pair after bounds validation,5000,0,,135945c69946
2016,风景名胜,深圳市2016/csv/深圳市2016风景名胜.csv,utf-8-sig,13,NAME|ADDRESS|TELEPHONE|PROVINCE|CITY|COUNTY|CODE|LON|LAT|TYPECODE|BASETYPE|SUBTYPE|CATEGORY,LON,LAT,legacy_or_unknown,prefer legacy_or_unknown pair after bounds validation,2776,3,淘淘乐宠物公园 | 白石路京基百纳广场东武警部队东边 | 13509611068;13714914946 | 广东省 | 深圳市 | 南山区 | 440305 | 113.970001,135945c69946
